Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%,player_id,season,source_file
1.0,33.0,1.0,1.0,2022-09-11,IND,@,HOU,"T, 20-20 (OT)",*,31.0,161.0,1.0,5.2,7.0,4.0,14.0,3.5,0.0,57.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,76.1,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
2.0,34.0,2.0,2.0,2022-09-18,IND,@,JAX,"L, 0-24",*,9.0,54.0,0.0,6.0,1.0,1.0,9.0,9.0,0.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,74.0,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
3.0,35.0,3.0,3.0,2022-09-25,IND,,KAN,"W, 20-17",*,21.0,71.0,0.0,3.4,5.0,3.0,20.0,6.7,0.0,60.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,76.1,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
4.0,36.0,4.0,4.0,2022-10-02,IND,,TEN,"L, 17-24",*,20.0,42.0,0.0,2.1,3.0,1.0,1.0,1.0,0.0,33.3,0.3,1.0,1.0,0.0,0.0,0.0,0.0,58.0,87.9,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
4.0,,5.0,5.0,2022-10-06,IND,@,DEN,"W, 12-9 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
4.0,,6.0,6.0,2022-10-16,IND,,JAX,"W, 34-27",Inactive,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
5.0,37.0,7.0,7.0,2022-10-23,IND,@,TEN,"L, 10-19",*,10.0,58.0,0.0,5.8,8.0,7.0,27.0,3.9,0.0,87.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54.7,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
6.0,38.0,8.0,8.0,2022-10-30,IND,,WAS,"L, 16-17",*,16.0,76.0,0.0,4.8,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,69.0,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
6.0,,9.0,9.0,2022-11-06,IND,@,NWE,"L, 3-26",Inactive,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
7.0,39.0,10.0,10.0,2022-11-13,IND,@,LVR,"W, 25-20",*,22.0,147.0,1.0,6.7,2.0,2.0,16.0,8.0,0.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,93.8,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
8.0,40.0,11.0,11.0,2022-11-20,IND,,PHI,"L, 16-17",*,22.0,84.0,1.0,3.8,4.0,3.0,10.0,3.3,0.0,75.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,49.0,75.4,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
9.0,41.0,12.0,12.0,2022-11-28,IND,,PIT,"L, 17-24",*,20.0,86.0,1.0,4.3,4.0,3.0,12.0,4.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,92.2,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
10.0,42.0,13.0,13.0,2022-12-04,IND,@,DAL,"L, 19-54",*,21.0,82.0,0.0,3.9,4.0,3.0,21.0,7.0,0.0,75.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,59.0,81.9,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
11.0,43.0,14.0,15.0,2022-12-17,IND,@,MIN,"L, 36-39 (OT)",*,0.0,0.0,0.0,,1.0,1.0,13.0,13.0,0.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,tayljo02,2022,tayljo02_2022_gamelog.csv
11.0,,15.0,16.0,2022-12-26,IND,,LAC,"L, 3-20",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
11.0,,16.0,17.0,2023-01-01,IND,@,NYG,"L, 10-38",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
11.0,,17.0,18.0,2023-01-08,IND,,HOU,"L, 31-32",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,tayljo02,2022,tayljo02_2022_gamelog.csv
