AY/A,Ast,Att,Att.1,Cmp,Cmp%,Comb,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,Off%,OffSnp,Opp,QBHits,Rate,Rec,Result,Rk,ST%,STSnp,Sfty,Sk,Sk.1,Solo,TD,TD.1,TD.2,TFL,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,player_id,season,source_file,injured
,0.0,1.0,,,,0.0,100.0,2022-11-13,0.0,0.0,,,,,,,2.0,9.0,,26.7,16.0,ARI,0.0,,3.0,"L, 17-27",2.0,17.9,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,3.0,,10.0,9.0,,10.0,10.0,9.0,30.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,7.0,,,,0.0,50.0,2022-11-20,0.0,0.0,,,,,,,3.0,10.0,,54.7,35.0,NOR,0.0,,1.0,"L, 20-27",3.0,25.8,8.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,2.0,@,11.0,5.1,,8.0,4.0,36.0,8.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,100.0,2022-11-27,0.0,0.0,,,,,,,4.0,11.0,,70.4,38.0,KAN,0.0,,3.0,"L, 10-26",4.0,20.8,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,3.0,@,12.0,3.2,,8.3,8.3,35.0,25.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,3.0,,,,1.0,0.0,2022-12-04,0.0,0.0,,,,,,,5.0,12.0,,28.1,18.0,SEA,0.0,,0.0,"L, 23-27",5.0,3.7,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,LAR,1.0,,13.0,3.0,,,0.0,9.0,0.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,3.0,,,,0.0,50.0,2022-12-08,0.0,0.0,,,,,,,6.0,13.0,,29.7,19.0,LVR,0.0,,1.0,"W, 17-16",6.0,12.0,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,2.0,,14.0,6.3,,10.0,5.0,19.0,10.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,2.0,,,,0.0,,2022-12-19,0.0,0.0,,,,,,,7.0,14.0,,8.9,4.0,GNB,0.0,,0.0,"L, 12-24",7.0,19.0,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,0.0,@,15.0,3.5,,,,7.0,0.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,6.0,,,,0.0,100.0,2022-12-25,0.0,0.0,,,,,,,8.0,15.0,,12.3,8.0,DEN,0.0,,1.0,"W, 51-14",8.0,7.7,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,1.0,,16.0,3.0,,3.0,3.0,18.0,3.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,2.0,,,,1.0,,2023-01-01,0.0,0.0,,,,,,,9.0,16.0,,6.1,3.0,LAC,0.0,,0.0,"L, 10-31",9.0,32.0,8.0,0.0,0.0,,1.0,0.0,0.0,,0.0,LAR,0.0,@,17.0,3.0,,,,6.0,0.0,,,,willky02,2022,willky02_2022_gamelog.csv,False
,0.0,0.0,,,,0.0,,2023-01-08,0.0,0.0,,,,,,,10.0,17.0,,0.0,0.0,SEA,0.0,,0.0,"L, 16-19 (OT)",10.0,48.5,16.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,0.0,@,18.0,,,,,0.0,0.0,,,,willky02,2022,willky02_2022_gamelog.csv,True
,0.0,10.0,,,,0.0,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,44.0,1.0,,60.3,35.0,LAC,0.0,,1.0,"L, 19-24",1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,1.0,@,1.0,5.7,,16.0,16.0,57.0,16.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,19.0,,,,0.0,100.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,45.0,2.0,,71.6,48.0,ARI,0.0,,1.0,"L, 23-29 (OT)",2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,1.0,,2.0,3.6,,12.0,12.0,69.0,12.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,13.0,,,,0.0,100.0,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,46.0,3.0,,64.3,45.0,TEN,0.0,,5.0,"L, 22-24",3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,5.0,@,3.0,5.1,,6.2,6.2,66.0,31.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,28.0,,,,0.0,83.3,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,4.0,,89.3,67.0,DEN,0.0,,5.0,"W, 32-23",4.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,LVR,6.0,,4.0,5.1,,6.2,5.2,144.0,31.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,21.0,,,,0.0,100.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,5.0,,81.3,52.0,KAN,0.0,,5.0,"L, 29-30",5.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LVR,5.0,@,5.0,7.3,,7.8,7.8,154.0,39.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,20.0,,,,0.0,75.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,6.0,,80.4,45.0,HOU,0.0,,3.0,"W, 38-20",6.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,0.0,LVR,4.0,,7.0,7.2,,4.0,3.0,143.0,12.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,10.0,,,,0.0,50.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,7.0,,55.2,32.0,NOR,0.0,,2.0,"L, 0-24",7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,4.0,@,8.0,4.3,,5.5,2.8,43.0,11.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,17.0,,,,0.0,100.0,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,51.0,8.0,,69.5,41.0,JAX,0.0,,3.0,"L, 20-27",8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,3.0,@,9.0,3.9,,6.7,6.7,67.0,20.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,21.0,,,,0.0,75.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,52.0,9.0,,78.6,55.0,IND,0.0,,6.0,"L, 20-25",9.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LVR,8.0,,10.0,3.7,,4.7,3.5,78.0,28.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,24.0,,,,0.0,75.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,53.0,10.0,,80.3,53.0,DEN,0.0,,3.0,"W, 22-16 (OT)",10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,4.0,@,11.0,4.5,,17.0,12.8,109.0,51.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,1.0,33.0,,,,2.0,85.7,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,54.0,11.0,,79.2,61.0,SEA,0.0,,6.0,"W, 40-34 (OT)",11.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,0.0,LVR,7.0,@,12.0,6.9,,12.3,10.6,229.0,74.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,26.0,,,,0.0,100.0,2022-12-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,55.0,12.0,,75.4,46.0,LAC,0.0,,2.0,"W, 27-20",12.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LVR,2.0,,13.0,5.5,,3.0,3.0,144.0,6.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,27.0,,,,0.0,100.0,2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,56.0,13.0,,83.3,50.0,LAR,0.0,,2.0,"L, 16-17",13.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LVR,2.0,@,14.0,3.7,,7.5,7.5,99.0,15.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,22.0,,,,0.0,66.7,2022-12-18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,57.0,14.0,,75.0,51.0,NWE,0.0,,2.0,"W, 30-24",14.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,3.0,,15.0,4.2,,8.5,5.7,93.0,17.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,15.0,,,,1.0,100.0,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,58.0,15.0,,81.1,43.0,PIT,0.0,,1.0,"L, 10-13",15.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,LVR,1.0,@,16.0,2.9,,6.0,6.0,44.0,6.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,17.0,,,,0.0,80.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,59.0,16.0,,67.1,47.0,SFO,0.0,,4.0,"L, 34-37 (OT)",16.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LVR,5.0,,17.0,4.1,,6.5,5.2,69.0,26.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,17.0,,,,0.0,66.7,2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,60.0,17.0,,71.4,50.0,KAN,0.0,,2.0,"L, 13-31",17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LVR,3.0,,18.0,2.6,,2.5,1.7,45.0,5.0,0.0,,,jacojo01,2022,jacojo01_2022_gamelog.csv,False
,0.0,27.0,,,,0.0,77.8,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,67.0,1.0,,73.0,73.0,PIT,0.0,,7.0,"L, 20-23 (OT)",1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,9.0,,1.0,3.0,,9.0,7.0,82.0,63.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,19.0,,,,0.0,75.0,2022-09-18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,68.0,2.0,,75.7,53.0,DAL,0.0,,3.0,"L, 17-20",2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,4.0,@,2.0,3.0,,8.7,6.5,57.0,26.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,12.0,,,,0.0,42.9,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,69.0,3.0,,66.2,45.0,NYJ,0.0,,3.0,"W, 27-12",3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,7.0,@,3.0,2.0,,4.7,2.0,24.0,14.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,24.0,,,,0.0,100.0,2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,70.0,4.0,,82.8,53.0,MIA,0.0,,4.0,"W, 27-15",4.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,CIN,4.0,,4.0,2.5,,3.3,3.3,61.0,13.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,14.0,,,,1.0,100.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,71.0,5.0,,69.8,44.0,BAL,0.0,,3.0,"L, 17-19",5.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,CIN,3.0,@,5.0,5.6,,3.3,3.3,78.0,10.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,8.0,,,,0.0,66.7,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,72.0,6.0,,71.9,41.0,NOR,0.0,,4.0,"W, 30-26",6.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,CIN,6.0,@,6.0,5.6,,5.8,3.8,45.0,23.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,17.0,,,,0.0,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,7.0,,72.1,49.0,ATL,0.0,,3.0,"W, 35-17",7.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,CIN,3.0,,7.0,3.4,,11.0,11.0,58.0,33.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,8.0,,,,0.0,77.8,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,74.0,8.0,,71.7,38.0,CLE,0.0,,7.0,"L, 13-32",8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,9.0,@,8.0,3.4,,4.6,3.6,27.0,32.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,22.0,,,,0.0,80.0,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,75.0,9.0,,64.9,48.0,CAR,0.0,,4.0,"W, 42-21",9.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,,0.0,CIN,5.0,,9.0,7.0,,14.5,11.6,153.0,58.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,7.0,,,,0.0,100.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,76.0,10.0,,21.2,14.0,PIT,0.0,,3.0,"W, 37-30",10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,3.0,@,11.0,2.9,,14.0,14.0,20.0,42.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,,,,,,,,2022-11-27,,,,,,,,Inactive,,11.0,,,,TEN,,,,"W, 20-16",10.0,,,,,,,,,,,CIN,,@,12.0,,,,,,,,,,mixojo00,2022,mixojo00_2022_gamelog.csv,True
,,,,,,,,2022-12-04,,,,,,,,Inactive,,12.0,,,,KAN,,,,"W, 27-24",10.0,,,,,,,,,,,CIN,,,13.0,,,,,,,,,,mixojo00,2022,mixojo00_2022_gamelog.csv,True
,0.0,14.0,,,,0.0,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,13.0,,58.2,39.0,CLE,0.0,,2.0,"W, 23-10",11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,2.0,,14.0,6.9,,5.0,5.0,96.0,10.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,83.3,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,14.0,,63.6,42.0,TAM,0.0,,5.0,"W, 34-23",12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,6.0,@,15.0,1.9,,6.6,5.5,21.0,33.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,16.0,,,,0.0,77.8,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,15.0,,59.0,49.0,NWE,0.0,,7.0,"W, 22-18",13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,9.0,@,16.0,4.1,,6.1,4.8,65.0,43.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,100.0,2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,80.0,16.0,,54.5,36.0,BAL,0.0,,5.0,"W, 27-16",14.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,CIN,5.0,,18.0,2.5,,8.2,8.2,27.0,41.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,,4.0,,,,,50.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,,51.4,36.0,WAS,,,2.0,"L, 22-28",1.0,0.0,0.0,,,,,0.0,0.0,,,JAX,4.0,@,1.0,11.8,,9.0,4.5,47.0,18.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,36.6,26.0,IND,,,3.0,"W, 24-0",2.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,,2.0,2.2,,11.0,11.0,20.0,33.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,13.0,,,,,100.0,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,,43.4,33.0,LAC,,,3.0,"W, 38-10",3.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,3.0,3.5,,10.0,10.0,45.0,30.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,8.0,,,,,0.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,,51.1,24.0,PHI,,,0.0,"L, 21-29",4.0,0.0,0.0,,,,,0.0,0.0,,,JAX,1.0,@,4.0,4.0,,,0.0,32.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,10.0,,,,,60.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,,53.3,40.0,HOU,,,3.0,"L, 6-13",5.0,0.0,0.0,,,,,0.0,0.0,,,JAX,5.0,,5.0,7.1,,14.3,8.6,71.0,43.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,10.0,,,,,100.0,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,6.0,6.0,,46.0,29.0,IND,,,2.0,"L, 27-34",6.0,0.0,0.0,,,,,0.0,0.0,,,JAX,2.0,@,6.0,8.6,,11.0,11.0,86.0,22.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,14.0,,,,,20.0,2022-10-23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,7.0,7.0,,80.3,57.0,NYG,,,1.0,"L, 17-23",7.0,0.0,0.0,,,,,1.0,0.0,,,JAX,5.0,,7.0,8.1,,5.0,1.0,114.0,5.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,24.0,,,,,100.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,8.0,8.0,,79.2,57.0,DEN,,,3.0,"L, 17-21",8.0,0.0,0.0,,,,,1.0,0.0,,,JAX,3.0,,8.0,6.5,,2.0,2.0,156.0,6.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,28.0,,,,,100.0,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,9.0,9.0,,81.2,56.0,LVR,,,2.0,"W, 27-20",9.0,0.0,0.0,,,,,2.0,0.0,,,JAX,2.0,,9.0,3.9,,8.5,8.5,109.0,17.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,11.0,,,,,100.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,10.0,10.0,,78.1,50.0,KAN,,,3.0,"L, 17-27",10.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,10.0,4.1,,9.3,9.3,45.0,28.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,2.0,,,,,,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,11.0,11.0,,7.9,5.0,BAL,,,0.0,"W, 28-27",11.0,0.0,0.0,,,,,0.0,0.0,,,JAX,0.0,,12.0,1.5,,,,3.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,13.0,,,,,100.0,2022-12-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,12.0,12.0,,87.5,49.0,DET,,,3.0,"L, 14-40",12.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,13.0,4.2,,4.0,4.0,54.0,12.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,17.0,,,,,,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,13.0,13.0,,75.0,54.0,TEN,,,0.0,"W, 36-22",13.0,0.0,0.0,,,,,0.0,0.0,,,JAX,0.0,@,14.0,1.9,,,,32.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,19.0,,,,,66.7,2022-12-18,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,14.0,14.0,,72.9,51.0,DAL,,,2.0,"W, 40-34 (OT)",14.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,,15.0,5.4,,12.0,8.0,103.0,24.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,22.0,,,,,100.0,2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,15.0,15.0,,70.8,51.0,NYJ,,,3.0,"W, 19-3",15.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,16.0,3.8,,9.7,9.7,83.0,29.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2023-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,16.0,16.0,,38.1,24.0,HOU,,,3.0,"W, 31-3",16.0,0.0,0.0,,,,,1.0,0.0,,,JAX,3.0,@,17.0,12.0,,10.7,10.7,108.0,32.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,7.0,,,,,100.0,2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,17.0,17.0,,55.1,27.0,TEN,,,2.0,"W, 20-16",17.0,0.0,0.0,,,,,0.0,0.0,,,JAX,2.0,,18.0,2.4,,8.5,8.5,17.0,17.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,0.0,10.0,0.0,0.0,,0.0,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,18.0,1.0,0.0,58.7,37.0,CIN,0.0,,2.0,"W, 23-20 (OT)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PIT,2.0,@,1.0,2.3,,1.5,1.5,23.0,3.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,15.0,0.0,0.0,,0.0,83.3,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,19.0,2.0,0.0,71.2,42.0,NWE,0.0,,5.0,"L, 14-17",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6.0,,2.0,3.3,,8.0,6.7,49.0,40.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,15.0,0.0,0.0,,0.0,100.0,2022-09-22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,20.0,3.0,0.0,79.7,47.0,CLE,0.0,,3.0,"L, 17-29",3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,3.0,@,3.0,3.7,,1.7,1.7,56.0,5.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,18.0,0.0,0.0,,1.0,,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,21.0,4.0,0.0,75.0,48.0,NYJ,0.0,,0.0,"L, 20-24",4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,0.0,,4.0,4.1,,,,74.0,0.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,11.0,0.0,0.0,,0.0,75.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,22.0,5.0,0.0,49.3,37.0,BUF,0.0,,3.0,"L, 3-38",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4.0,@,5.0,1.8,,5.3,4.0,20.0,16.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,14.0,0.0,0.0,,0.0,66.7,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,23.0,6.0,0.0,68.8,44.0,TAM,0.0,,2.0,"W, 20-18",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PIT,3.0,,6.0,3.0,,3.5,2.3,42.0,7.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,17.0,0.0,0.0,,0.0,75.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,24.0,7.0,0.0,77.3,58.0,MIA,0.0,,3.0,"L, 10-16",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4.0,@,7.0,3.8,,5.0,3.8,65.0,15.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
4.0,0.0,8.0,1.0,1.0,100.0,0.0,100.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,25.0,8.0,0.0,71.1,54.0,PHI,0.0,83.3,6.0,"L, 13-35",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6.0,@,8.0,4.0,4.0,4.3,4.3,32.0,26.0,4.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,20.0,0.0,0.0,,0.0,0.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,26.0,9.0,0.0,59.5,50.0,NOR,0.0,,0.0,"W, 20-10",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1.0,,10.0,5.0,,,0.0,99.0,0.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,20.0,0.0,0.0,,0.0,66.7,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,27.0,10.0,0.0,91.8,67.0,CIN,0.0,,4.0,"L, 30-37",10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PIT,6.0,,11.0,4.5,,6.5,4.3,90.0,26.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,10.0,0.0,0.0,,0.0,100.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,28.0,11.0,0.0,29.0,20.0,IND,0.0,,1.0,"W, 24-17",11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,1.0,@,12.0,3.5,,4.0,4.0,35.0,4.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,17.0,0.0,0.0,,0.0,100.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,29.0,12.0,0.0,66.2,43.0,ATL,0.0,,1.0,"W, 19-16",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1.0,@,13.0,5.1,,6.0,6.0,86.0,6.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
