AY/A,Ast,Att,Att.1,Cmp,Cmp%,Comb,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,Off%,OffSnp,Opp,QBHits,Rate,Rec,Result,Rk,ST%,STSnp,Sfty,Sk,Sk.1,Solo,TD,TD.1,TD.2,TFL,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,player_id,season,source_file,injured
,,12.0,,,,,83.3,2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,75.0,17.0,,75.0,48.0,PIT,,,5.0,"L, 14-28",17.0,0.0,0.0,,,,,0.0,1.0,,,CLE,6.0,@,18.0,6.4,,9.0,7.5,77.0,45.0,0.0,,,chubni00,2022,chubni00_2022_gamelog.csv,False
,0.0,14.0,,,,0.0,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,1.0,,49.3,33.0,LVR,0.0,,4.0,"W, 24-19",1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,4.0,,1.0,2.6,,9.0,9.0,36.0,36.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,14.0,,,,0.0,90.0,2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,74.0,2.0,,62.7,47.0,KAN,0.0,,9.0,"L, 24-27",2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,10.0,@,2.0,2.8,,6.1,5.5,39.0,55.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,4.0,,,,0.0,100.0,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,75.0,3.0,,55.7,34.0,JAX,0.0,,8.0,"L, 10-38",3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,8.0,,3.0,1.3,,6.0,6.0,5.0,48.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,13.0,,,,0.0,85.7,2022-10-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,76.0,4.0,,58.6,41.0,HOU,0.0,,6.0,"W, 34-24",4.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,0.0,LAC,7.0,@,4.0,4.6,,8.2,7.0,60.0,49.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,16.0,,,,0.0,100.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,5.0,,59.2,42.0,CLE,0.0,,4.0,"W, 30-28",5.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,4.0,@,5.0,10.8,,6.5,6.5,173.0,26.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,14.0,,,,0.0,62.5,2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,6.0,,65.6,61.0,DEN,0.0,,10.0,"W, 19-16 (OT)",6.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,16.0,,6.0,2.6,,4.7,2.9,36.0,47.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,9.0,,,,0.0,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,79.0,7.0,,77.5,55.0,SEA,0.0,,12.0,"L, 23-37",7.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,12.0,,7.0,3.4,,8.0,8.0,31.0,96.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,14.0,,,,0.0,87.5,2022-11-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,80.0,8.0,,68.1,47.0,ATL,0.0,,7.0,"W, 20-17",8.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,8.0,@,9.0,3.4,,3.4,3.0,47.0,24.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,6.0,,,,1.0,58.3,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,9.0,,69.0,40.0,SFO,0.0,,7.0,"L, 16-22",9.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,LAC,12.0,@,10.0,4.0,,5.6,3.3,24.0,39.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,19.0,,,,0.0,100.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,82.0,10.0,,69.2,45.0,KAN,0.0,,2.0,"L, 27-30",10.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,2.0,,11.0,4.4,,8.5,8.5,83.0,17.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,5.0,,,,0.0,73.3,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,11.0,,69.7,46.0,ARI,0.0,,11.0,"W, 25-24",11.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,LAC,15.0,@,12.0,4.0,,5.5,4.0,20.0,60.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,10.0,,,,0.0,83.3,2022-12-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,84.0,12.0,,60.0,45.0,LVR,0.0,,5.0,"L, 20-27",12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,6.0,@,13.0,3.5,,13.4,11.2,35.0,67.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,15.0,,,,0.0,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,13.0,,58.8,47.0,MIA,0.0,,8.0,"W, 23-17",13.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,8.0,,14.0,3.0,,7.4,7.4,45.0,59.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,12.0,,,,1.0,66.7,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,86.0,14.0,,69.0,49.0,TEN,0.0,,2.0,"W, 17-14",14.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,LAC,3.0,,15.0,4.8,,6.0,4.0,58.0,12.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,18.0,,,,0.0,100.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,15.0,,60.3,41.0,IND,0.0,,4.0,"W, 20-3",15.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,LAC,4.0,@,16.0,3.7,,3.0,3.0,67.0,12.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,10.0,,,,0.0,100.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,16.0,,43.8,28.0,LAR,0.0,,4.0,"W, 31-10",16.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,LAC,4.0,,17.0,12.2,,9.8,9.8,122.0,39.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,0.0,11.0,,,,2.0,100.0,2023-01-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,89.0,17.0,,48.5,33.0,DEN,0.0,,4.0,"L, 28-31",17.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,LAC,4.0,@,18.0,3.1,,9.0,9.0,34.0,36.0,0.0,,,ekelau00,2022,ekelau00_2022_gamelog.csv,False
,,5.0,,,,,60.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,70.0,1.0,,60.7,37.0,MIN,,,3.0,"L, 7-23",1.0,0.0,0.0,,,,,0.0,0.0,,,GNB,5.0,@,1.0,9.8,,9.0,5.4,49.0,27.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,15.0,,,,,100.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,71.0,2.0,,58.8,40.0,CHI,,,3.0,"W, 27-10",2.0,0.0,0.0,,,,,1.0,1.0,,,GNB,3.0,,2.0,8.8,,12.7,12.7,132.0,38.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,12.0,,,,,75.0,2022-09-25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,72.0,3.0,,62.9,39.0,TAM,,,3.0,"W, 14-12",3.0,4.0,1.0,,,,,0.0,0.0,,,GNB,4.0,@,3.0,3.0,,3.7,2.8,36.0,11.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,16.0,,,,,75.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,4.0,,61.6,45.0,NWE,,,3.0,"W, 27-24 (OT)",4.0,0.0,0.0,,,,,0.0,0.0,,,GNB,4.0,,4.0,6.9,,1.7,1.3,110.0,5.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,13.0,,,,,66.7,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,74.0,5.0,,73.0,46.0,NYG,,,2.0,"L, 22-27",5.0,0.0,0.0,,,,,0.0,0.0,,,GNB,3.0,,5.0,4.8,,8.5,5.7,63.0,17.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,9.0,,,,,75.0,2022-10-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,75.0,6.0,,56.2,41.0,NYJ,,,3.0,"L, 10-27",6.0,0.0,0.0,,,,,0.0,0.0,,,GNB,4.0,,6.0,2.1,,8.3,6.3,19.0,25.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,8.0,,,,,90.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,76.0,7.0,,74.1,40.0,WAS,,,9.0,"L, 21-23",7.0,0.0,0.0,,,,,0.0,2.0,,,GNB,10.0,@,7.0,2.9,,5.9,5.3,23.0,53.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,20.0,,,,,80.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,8.0,,66.7,44.0,BUF,,,4.0,"L, 17-27",8.0,0.0,0.0,,,,,0.0,0.0,,,GNB,5.0,@,8.0,7.2,,3.5,2.8,143.0,14.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,9.0,,40.5,30.0,DET,,,2.0,"L, 9-15",9.0,0.0,0.0,,,,,0.0,0.0,,,GNB,2.0,@,9.0,2.8,,10.0,10.0,25.0,20.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,24.0,,,,,100.0,2022-11-13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,79.0,10.0,,70.3,45.0,DAL,,,2.0,"W, 31-28 (OT)",10.0,0.0,0.0,,,,,1.0,0.0,,,GNB,2.0,,10.0,5.8,,9.0,9.0,138.0,18.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,12.0,,,,,85.7,2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,80.0,11.0,,65.6,40.0,TEN,,,6.0,"L, 17-27",11.0,0.0,0.0,,,,,0.0,0.0,,,GNB,7.0,,11.0,3.3,,3.3,2.9,40.0,20.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,12.0,,,,,75.0,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,12.0,,71.4,35.0,PHI,,,3.0,"L, 33-40",12.0,0.0,0.0,,,,,0.0,1.0,,,GNB,4.0,@,12.0,3.6,,18.7,14.0,43.0,56.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,82.0,13.0,,37.9,25.0,CHI,,,5.0,"W, 28-19",13.0,0.0,0.0,,,,,0.0,0.0,,,GNB,5.0,@,13.0,2.9,,4.8,4.8,26.0,24.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,17.0,,,,,80.0,2022-12-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,83.0,14.0,,56.3,40.0,LAR,,,4.0,"W, 24-12",14.0,0.0,0.0,,,,,0.0,1.0,,,GNB,5.0,,15.0,5.3,,9.0,7.2,90.0,36.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,6.0,,,,,100.0,2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,15.0,,37.9,25.0,MIA,,,2.0,"W, 26-20",15.0,0.0,0.0,,,,,0.0,0.0,,,GNB,2.0,@,16.0,4.2,,4.5,4.5,25.0,9.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,14.0,,,,,66.7,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,16.0,,39.7,25.0,MIN,,,2.0,"W, 41-17",16.0,7.1,2.0,,,,,0.0,0.0,,,GNB,3.0,,17.0,7.9,,1.0,0.7,111.0,2.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,,12.0,,,,,75.0,2023-01-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,86.0,17.0,,55.0,33.0,DET,,,3.0,"L, 16-20",17.0,0.0,0.0,,,,,0.0,0.0,,,GNB,4.0,,18.0,4.0,,6.7,5.0,48.0,20.0,0.0,,,joneaa00,2022,joneaa00_2022_gamelog.csv,False
,0.0,6.0,,,,1.0,100.0,2022-09-11,0.0,0.0,,,,,,*,47.0,1.0,,55.1,38.0,TAM,0.0,,2.0,"L, 3-19",1.0,8.3,2.0,0.0,0.0,,1.0,0.0,0.0,,0.0,DAL,2.0,,1.0,1.3,,7.0,7.0,8.0,14.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,9.0,,,,0.0,57.1,2022-09-18,0.0,0.0,,,,,,,48.0,2.0,,39.3,24.0,CIN,0.0,,4.0,"W, 20-17",2.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,DAL,7.0,,2.0,4.8,,13.8,7.9,43.0,55.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,13.0,,,,0.0,0.0,2022-09-26,0.0,0.0,,,,,,,49.0,3.0,,43.8,28.0,NYG,0.0,,0.0,"W, 23-16",3.0,3.4,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,1.0,@,3.0,8.1,,,0.0,105.0,0.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,8.0,,,,0.0,33.3,2022-10-02,0.0,0.0,,,,,,,50.0,4.0,,39.3,24.0,WAS,0.0,,1.0,"W, 25-10",4.0,6.7,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,3.0,,4.0,0.8,,2.0,0.7,6.0,2.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,8.0,,,,0.0,,2022-10-09,0.0,0.0,,,,,,,51.0,5.0,,41.8,23.0,LAR,0.0,,0.0,"W, 22-10",5.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,DAL,0.0,@,5.0,10.8,,,,86.0,0.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,66.7,2022-10-16,0.0,0.0,,,,,,,52.0,6.0,,40.3,27.0,PHI,0.0,,2.0,"L, 17-26",6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,3.0,@,6.0,4.0,,4.0,2.7,44.0,8.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,12.0,,,,0.0,100.0,2022-10-23,0.0,0.0,,,,,,,53.0,7.0,,65.1,41.0,DET,0.0,,2.0,"W, 24-6",7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,2.0,,7.0,6.9,,13.0,13.0,83.0,26.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,14.0,,,,0.0,100.0,2022-10-30,0.0,0.0,,,,,,*,54.0,8.0,,53.4,31.0,CHI,0.0,,1.0,"W, 49-29",8.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,0.0,DAL,1.0,,8.0,9.4,,16.0,16.0,131.0,16.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,22.0,,,,0.0,50.0,2022-11-13,0.0,0.0,,,,,,*,55.0,9.0,,86.7,72.0,GNB,0.0,,3.0,"L, 28-31 (OT)",9.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,DAL,6.0,@,10.0,5.2,,4.3,2.2,115.0,13.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,15.0,,,,0.0,100.0,2022-11-20,0.0,0.0,,,,,,,56.0,10.0,,54.2,39.0,MIN,0.0,,6.0,"W, 40-3",10.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,DAL,6.0,@,11.0,5.3,,18.2,18.2,80.0,109.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,18.0,,,,0.0,100.0,2022-11-24,0.0,0.0,,,,,,,57.0,11.0,,58.7,44.0,NYG,0.0,,2.0,"W, 28-20",11.0,4.3,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,2.0,,12.0,3.3,,0.5,0.5,60.0,1.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,12.0,,,,0.0,66.7,2022-12-04,0.0,0.0,,,,,,*,58.0,12.0,,41.2,28.0,IND,0.0,,2.0,"W, 54-19",12.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,DAL,3.0,,13.0,7.6,,7.5,5.0,91.0,15.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,10.0,,,,0.0,80.0,2022-12-11,0.0,0.0,,,,,,,59.0,13.0,,57.7,41.0,HOU,0.0,,4.0,"W, 27-23",13.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,DAL,5.0,,14.0,4.2,,5.0,4.0,42.0,20.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,19.0,,,,0.0,80.0,2022-12-18,0.0,0.0,,,,,,,60.0,14.0,,54.7,41.0,JAX,0.0,,4.0,"L, 34-40 (OT)",14.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,5.0,@,15.0,3.9,,7.8,6.2,75.0,31.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,0.0,9.0,,,,0.0,75.0,2022-12-24,0.0,0.0,,,,,,,61.0,15.0,,53.4,39.0,PHI,0.0,,6.0,"W, 40-34",15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,8.0,,16.0,2.1,,10.2,7.6,19.0,61.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,,,,,,,,2022-12-29,,,,,,,,Inactive,,16.0,,,,TEN,,,,"W, 27-13",15.0,,,,,,,,,,,DAL,,@,17.0,,,,,,,,,,pollto00,2022,pollto00_2022_gamelog.csv,True
,0.0,7.0,,,,0.0,0.0,2023-01-08,0.0,0.0,,,,,,,62.0,17.0,,43.3,29.0,WAS,0.0,,0.0,"L, 6-26",16.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,DAL,1.0,@,18.0,2.7,,,0.0,19.0,0.0,,,,pollto00,2022,pollto00_2022_gamelog.csv,False
,,18.0,,,,,85.7,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,45.0,1.0,,83.3,50.0,TEN,,,6.0,"W, 21-20",1.0,0.0,0.0,,,,,1.0,0.0,,,NYG,7.0,@,1.0,9.1,,5.0,4.3,164.0,30.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,21.0,,,,,75.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,2.0,,83.6,61.0,CAR,,,3.0,"W, 19-16",2.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,,2.0,3.4,,5.3,4.0,72.0,16.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,14.0,,,,,100.0,2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,3.0,,91.7,66.0,DAL,,,4.0,"L, 16-23",3.0,0.0,0.0,,,,,1.0,0.0,,,NYG,4.0,,3.0,5.8,,11.3,11.3,81.0,45.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,31.0,,,,,100.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,4.0,,93.8,61.0,CHI,,,2.0,"W, 20-12",4.0,0.0,0.0,,,,,0.0,0.0,,,NYG,2.0,,4.0,4.7,,8.0,8.0,146.0,16.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,13.0,,,,,50.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,5.0,,68.9,42.0,GNB,,,3.0,"W, 27-22",5.0,0.0,0.0,,,,,1.0,0.0,,,NYG,6.0,@,5.0,5.4,,12.0,6.0,70.0,36.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,22.0,,,,,100.0,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,6.0,,87.7,57.0,BAL,,,3.0,"W, 24-20",6.0,0.0,0.0,,,,,1.0,0.0,,,NYG,3.0,,6.0,3.8,,4.0,4.0,83.0,12.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,24.0,,,,,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,51.0,7.0,,80.5,62.0,JAX,,,4.0,"W, 23-17",7.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,@,7.0,4.6,,6.3,6.3,110.0,25.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,20.0,,,,,60.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,52.0,8.0,,80.0,52.0,SEA,,,3.0,"L, 13-27",8.0,0.0,0.0,,,,,1.0,0.0,,,NYG,5.0,@,8.0,2.7,,3.0,1.8,53.0,9.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,35.0,,,,,100.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,53.0,9.0,,79.7,55.0,HOU,,,1.0,"W, 24-16",9.0,6.7,2.0,,,,,1.0,0.0,,,NYG,1.0,,10.0,4.3,,8.0,8.0,152.0,8.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,15.0,,,,,40.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,54.0,10.0,,76.3,58.0,DET,,,2.0,"L, 18-31",10.0,0.0,0.0,,,,,0.0,0.0,,,NYG,5.0,,11.0,1.5,,6.5,2.6,22.0,13.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,11.0,,,,,66.7,2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,55.0,11.0,,73.4,47.0,DAL,,,4.0,"L, 20-28",11.0,0.0,0.0,,,,,1.0,0.0,,,NYG,6.0,@,12.0,3.5,,3.3,2.2,39.0,13.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,18.0,,,,,100.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,56.0,12.0,,87.9,58.0,WAS,,,5.0,"T, 20-20 (OT)",12.0,0.0,0.0,,,,,1.0,0.0,,,NYG,5.0,,13.0,3.5,,3.6,3.6,63.0,18.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,57.0,13.0,,31.3,20.0,PHI,,,2.0,"L, 22-48",13.0,0.0,0.0,,,,,0.0,0.0,,,NYG,2.0,,14.0,3.1,,10.0,10.0,28.0,20.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,18.0,,,,,62.5,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,58.0,14.0,,85.7,54.0,WAS,,,5.0,"W, 20-12",14.0,0.0,0.0,,,,,1.0,0.0,,,NYG,8.0,@,15.0,4.8,,6.6,4.1,87.0,33.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,14.0,,,,,80.0,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,59.0,15.0,,91.3,63.0,MIN,,,8.0,"L, 24-27",15.0,0.0,0.0,,,,,1.0,0.0,,,NYG,10.0,@,16.0,6.0,,6.1,4.9,84.0,49.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,12.0,,,,,50.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,60.0,16.0,,79.4,50.0,IND,,,2.0,"W, 38-10",16.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,,17.0,4.8,,-2.5,-1.3,58.0,-5.0,0.0,,,barksa00,2022,barksa00_2022_gamelog.csv,False
,,,,,,,,2023-01-08,,,,,,,,Inactive,,17.0,,,,PHI,,,,"L, 16-22",16.0,,,,,,,,,,,NYG,,@,18.0,,,,,,,,,,barksa00,2022,barksa00_2022_gamelog.csv,True
,0.0,0.0,,,,0.0,,2022-09-08,0.0,0.0,,,,,,,1.0,1.0,,0.0,0.0,BUF,0.0,,0.0,"L, 10-31",1.0,5.3,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAR,0.0,,1.0,,,,,0.0,0.0,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-09-18,,,,,,,,Did Not Play,,2.0,,,,ATL,,,,"W, 31-27",1.0,,,,,,,,,,,LAR,,,2.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-09-25,,,,,,,,Did Not Play,,3.0,,,,ARI,,,,"W, 20-12",1.0,,,,,,,,,,,LAR,,@,3.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-10-03,,,,,,,,Did Not Play,,4.0,,,,SFO,,,,"L, 9-24",1.0,,,,,,,,,,,LAR,,@,4.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-10-09,,,,,,,,Did Not Play,,5.0,,,,DAL,,,,"L, 10-22",1.0,,,,,,,,,,,LAR,,,5.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-10-16,,,,,,,,Did Not Play,,6.0,,,,CAR,,,,"W, 24-10",1.0,,,,,,,,,,,LAR,,,6.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-10-30,,,,,,,,Did Not Play,,7.0,,,,SFO,,,,"L, 14-31",1.0,,,,,,,,,,,LAR,,,8.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
,,,,,,,,2022-11-06,,,,,,,,Did Not Play,,8.0,,,,TAM,,,,"L, 13-16",1.0,,,,,,,,,,,LAR,,@,9.0,,,,,,,,,,willky02,2022,willky02_2022_gamelog.csv,True
