"","Rushing","Receiving","Fumbles","Snap Counts"
"Rk","Gcar","Gtm","Week","Date","Team","","Opp","Result","GS","Att","Yds","TD","Y/A","Tgt","Rec","Yds","Y/R","TD","Ctch%","Y/Tgt","Fmb","FL","FF","FR","Yds","FRTD","OffSnp","Off%","DefSnp","Def%","STSnp","ST%"
"","","1","1","2024-09-08","CLE","","DAL","L, 17-33","Did Not Play"
"","","2","2","2024-09-15","CLE","@","JAX","W, 18-13","Did Not Play"
"","","3","3","2024-09-22","CLE","","NYG","L, 15-21","Did Not Play"
"","","4","4","2024-09-29","CLE","@","LVR","L, 16-20","Did Not Play"
"","","5","5","2024-10-06","CLE","@","WAS","L, 13-34","Did Not Play"
"","","6","6","2024-10-13","CLE","@","PHI","L, 16-20","Did Not Play"
"1","78","7","7","2024-10-20","CLE","","CIN","L, 14-21","*","11","22","1","2.0","3","1","10","10.0","0","33.3","3.3","0","0","0","0","0","0","30","35.7","0","0.0","0","0.0"
"2","79","8","8","2024-10-27","CLE","","BAL","W, 29-24","*","16","52","0","3.3","2","0","0","","0","0.0","0.0","0","0","0","0","0","0","41","59.4","0","0.0","0","0.0"
"3","80","9","9","2024-11-03","CLE","","LAC","L, 10-27","*","15","39","0","2.6","1","1","-4","-4.0","0","100.0","-4.0","0","0","0","0","0","0","28","35.4","0","0.0","0","0.0"
"4","81","10","11","2024-11-17","CLE","@","NOR","L, 14-35","*","11","50","0","4.5","0","0","0","","0","","","0","0","0","0","0","0","22","30.1","0","0.0","0","0.0"
"5","82","11","12","2024-11-21","CLE","","PIT","W, 24-19","*","20","59","2","3.0","1","1","1","1.0","0","100.0","1.0","0","0","0","0","0","0","38","65.5","0","0.0","0","0.0"
"6","83","12","13","2024-12-02","CLE","@","DEN","L, 32-41","*","9","21","0","2.3","2","2","24","12.0","1","100.0","12.0","0","0","0","0","0","0","29","33.7","0","0.0","0","0.0"
"7","84","13","14","2024-12-08","CLE","@","PIT","L, 14-27","*","11","48","0","4.4","1","0","0","","0","0.0","0.0","0","0","0","0","0","0","26","36.1","0","0.0","0","0.0"
"8","85","14","15","2024-12-15","CLE","","KAN","L, 7-21","*","9","41","0","4.6","1","0","0","","0","0.0","0.0","1","1","0","0","0","0","21","33.9","0","0.0","0","0.0"
"8","","15","16","2024-12-22","CLE","@","CIN","L, 6-24","Did Not Play"
"8","","16","17","2024-12-29","CLE","","MIA","L, 3-20","Did Not Play"
"8","","17","18","2025-01-04","CLE","@","BAL","L, 10-35","Did Not Play"
"","","","","","","","","2-6","","102","332","3","3.3","11","5","31","6.2","1","45.5","2.8","1","1","0","0","0","0","235","40.3","0","0.0","0","0.0"
