AY/A,Ast,Att,Att.1,Cmp,Cmp%,Comb,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,QBHits,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sfty,Sk,Sk.1,Solo,TD,TD.1,TD.2,TFL,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,injured,player_id,season,source_file,touches_prev,touches_prev_2,touches_prev_3,career_touches_prior,prior_multiweek_prev,age
,,18.0,,,,,85.7,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,45.0,1.0,,,83.3,50.0,TEN,,,,6.0,"W, 21-20",,,1.0,0.0,0.0,,,,,1.0,0.0,,,NYG,7.0,@,1.0,9.1,,5.0,,,4.3,164.0,30.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,0.0,0.0,0.0,0.0,0.0,27
,,21.0,,,,,75.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,2.0,,,83.6,61.0,CAR,,,,3.0,"W, 19-16",,,2.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,,2.0,3.4,,5.3,,,4.0,72.0,16.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,18.0,0.0,0.0,18.0,0.0,27
,,14.0,,,,,100.0,2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,3.0,,,91.7,66.0,DAL,,,,4.0,"L, 16-23",,,3.0,0.0,0.0,,,,,1.0,0.0,,,NYG,4.0,,3.0,5.8,,11.3,,,11.3,81.0,45.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,21.0,18.0,0.0,39.0,0.0,27
,,31.0,,,,,100.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,4.0,,,93.8,61.0,CHI,,,,2.0,"W, 20-12",,,4.0,0.0,0.0,,,,,0.0,0.0,,,NYG,2.0,,4.0,4.7,,8.0,,,8.0,146.0,16.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,14.0,21.0,18.0,53.0,0.0,27
,,13.0,,,,,50.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,5.0,,,68.9,42.0,GNB,,,,3.0,"W, 27-22",,,5.0,0.0,0.0,,,,,1.0,0.0,,,NYG,6.0,@,5.0,5.4,,12.0,,,6.0,70.0,36.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,31.0,14.0,21.0,84.0,0.0,27
,,22.0,,,,,100.0,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,6.0,,,87.7,57.0,BAL,,,,3.0,"W, 24-20",,,6.0,0.0,0.0,,,,,1.0,0.0,,,NYG,3.0,,6.0,3.8,,4.0,,,4.0,83.0,12.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,13.0,31.0,14.0,97.0,0.0,27
,,24.0,,,,,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,51.0,7.0,,,80.5,62.0,JAX,,,,4.0,"W, 23-17",,,7.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,@,7.0,4.6,,6.3,,,6.3,110.0,25.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,22.0,13.0,31.0,119.0,0.0,27
,,20.0,,,,,60.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,52.0,8.0,,,80.0,52.0,SEA,,,,3.0,"L, 13-27",,,8.0,0.0,0.0,,,,,1.0,0.0,,,NYG,5.0,@,8.0,2.7,,3.0,,,1.8,53.0,9.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,24.0,22.0,13.0,143.0,0.0,27
,,35.0,,,,,100.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,53.0,9.0,,,79.7,55.0,HOU,,,,1.0,"W, 24-16",,,9.0,6.7,2.0,,,,,1.0,0.0,,,NYG,1.0,,10.0,4.3,,8.0,,,8.0,152.0,8.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,20.0,24.0,22.0,163.0,0.0,27
,,15.0,,,,,40.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,54.0,10.0,,,76.3,58.0,DET,,,,2.0,"L, 18-31",,,10.0,0.0,0.0,,,,,0.0,0.0,,,NYG,5.0,,11.0,1.5,,6.5,,,2.6,22.0,13.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,35.0,20.0,24.0,198.0,0.0,27
,,11.0,,,,,66.7,2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,55.0,11.0,,,73.4,47.0,DAL,,,,4.0,"L, 20-28",,,11.0,0.0,0.0,,,,,1.0,0.0,,,NYG,6.0,@,12.0,3.5,,3.3,,,2.2,39.0,13.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,15.0,35.0,20.0,213.0,0.0,27
,,18.0,,,,,100.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,56.0,12.0,,,87.9,58.0,WAS,,,,5.0,"T, 20-20 (OT)",,,12.0,0.0,0.0,,,,,1.0,0.0,,,NYG,5.0,,13.0,3.5,,3.6,,,3.6,63.0,18.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,11.0,15.0,35.0,224.0,0.0,27
,,9.0,,,,,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,57.0,13.0,,,31.3,20.0,PHI,,,,2.0,"L, 22-48",,,13.0,0.0,0.0,,,,,0.0,0.0,,,NYG,2.0,,14.0,3.1,,10.0,,,10.0,28.0,20.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,18.0,11.0,15.0,242.0,0.0,27
,,18.0,,,,,62.5,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,58.0,14.0,,,85.7,54.0,WAS,,,,5.0,"W, 20-12",,,14.0,0.0,0.0,,,,,1.0,0.0,,,NYG,8.0,@,15.0,4.8,,6.6,,,4.1,87.0,33.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,9.0,18.0,11.0,251.0,0.0,27
,,14.0,,,,,80.0,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,59.0,15.0,,,91.3,63.0,MIN,,,,8.0,"L, 24-27",,,15.0,0.0,0.0,,,,,1.0,0.0,,,NYG,10.0,@,16.0,6.0,,6.1,,,4.9,84.0,49.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,18.0,9.0,18.0,269.0,0.0,27
,,12.0,,,,,50.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,60.0,16.0,,,79.4,50.0,IND,,,,2.0,"W, 38-10",,,16.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,,17.0,4.8,,-2.5,,,-1.3,58.0,-5.0,0.0,,,,False,barksa00,2022,barksa00_2022_gamelog.csv,14.0,18.0,9.0,283.0,0.0,27
,,,,,,,,2023-01-08,,,,,,,,Inactive,,17.0,,,,,PHI,,,,,"L, 16-22",,,16.0,,,,,,,,,,,NYG,,@,18.0,,,,,,,,,,,,,True,barksa00,2022,barksa00_2022_gamelog.csv,12.0,14.0,18.0,295.0,0.0,27
,,12.0,,,,,75.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,61.0,1.0,,,64.3,45.0,DAL,,,,3.0,"L, 0-40",,,1.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,,1.0,4.3,,4.0,,,3.0,51.0,12.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,0.0,12.0,14.0,295.0,1.0,28
,,17.0,,,,,85.7,2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,62.0,2.0,,,97.1,66.0,ARI,,,,6.0,"W, 31-28",,,2.0,0.0,0.0,,,,,1.0,1.0,,,NYG,7.0,@,2.0,3.7,,4.8,,,4.1,63.0,29.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,12.0,0.0,12.0,307.0,1.0,28
,,,,,,,,2023-09-21,,,,,,,,Inactive,,3.0,,,,,SFO,,,,,"L, 12-30",,,2.0,,,,,,,,,,,NYG,,@,3.0,,,,,,,,,,,,,True,barksa00,2023,barksa00_2023_gamelog.csv,17.0,12.0,0.0,324.0,1.0,28
,,,,,,,,2023-10-02,,,,,,,,Inactive,,4.0,,,,,SEA,,,,,"L, 3-24",,,2.0,,,,,,,,,,,NYG,,,4.0,,,,,,,,,,,,,True,barksa00,2023,barksa00_2023_gamelog.csv,0.0,17.0,12.0,324.0,1.0,28
,,,,,,,,2023-10-08,,,,,,,,Inactive,,5.0,,,,,MIA,,,,,"L, 16-31",,,2.0,,,,,,,,,,,NYG,,@,5.0,,,,,,,,,,,,,True,barksa00,2023,barksa00_2023_gamelog.csv,0.0,0.0,17.0,324.0,2.0,28
,,24.0,,,,,80.0,2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,63.0,6.0,,,77.9,60.0,BUF,,,,4.0,"L, 9-14",,,3.0,0.0,0.0,,,,,0.0,0.0,,,NYG,5.0,@,6.0,3.9,,1.3,,,1.0,93.0,5.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,0.0,0.0,0.0,324.0,3.0,28
,,21.0,,,,,75.0,2023-10-22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,64.0,7.0,,,83.8,57.0,WAS,,,,3.0,"W, 14-7",,,4.0,0.0,0.0,,,,,0.0,1.0,,,NYG,4.0,,7.0,3.7,,13.7,,,10.3,77.0,41.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,24.0,0.0,0.0,348.0,2.0,28
,,36.0,,,,,60.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,65.0,8.0,,,89.3,67.0,NYJ,,,,3.0,"L, 10-13 (OT)",,,5.0,0.0,0.0,,,,,0.0,0.0,,,NYG,5.0,,8.0,3.6,,0.0,,,0.0,128.0,0.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,21.0,24.0,0.0,369.0,1.0,28
,,16.0,,,,,75.0,2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,66.0,9.0,,,74.6,47.0,LVR,,,,3.0,"L, 6-30",,,6.0,0.0,0.0,,,,,0.0,0.0,,,NYG,4.0,@,9.0,5.6,,7.7,,,5.8,90.0,23.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,36.0,21.0,24.0,405.0,0.0,28
,,13.0,,,,,33.3,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,67.0,10.0,,,61.4,35.0,DAL,,,,1.0,"L, 17-49",,,7.0,0.0,0.0,,,,,0.0,0.0,,,NYG,3.0,@,10.0,5.1,,-5.0,,,-1.7,66.0,-5.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,16.0,36.0,21.0,421.0,0.0,28
,,14.0,,,,,80.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,68.0,11.0,,,90.9,50.0,WAS,,,,4.0,"W, 31-19",,,8.0,0.0,0.0,,,,,0.0,2.0,,,NYG,5.0,@,11.0,5.9,,14.3,,,11.4,83.0,57.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,13.0,16.0,36.0,434.0,0.0,28
,,12.0,,,,,33.3,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,69.0,12.0,,,80.8,42.0,NWE,,,,1.0,"W, 10-7",,,9.0,0.0,0.0,,,,,0.0,0.0,,,NYG,3.0,,12.0,3.8,,6.0,,,2.0,46.0,6.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,14.0,13.0,16.0,448.0,0.0,28
,,20.0,,,,,75.0,2023-12-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,70.0,13.0,,,85.7,48.0,GNB,,,,3.0,"W, 24-22",,,10.0,0.0,0.0,,,,,2.0,0.0,,,NYG,4.0,,14.0,4.3,,5.0,,,3.8,86.0,15.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,12.0,14.0,13.0,460.0,0.0,28
,,9.0,,,,,100.0,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,71.0,14.0,,,50.0,31.0,NOR,,,,2.0,"L, 6-24",,,11.0,0.0,0.0,,,,,0.0,0.0,,,NYG,2.0,@,15.0,1.6,,11.5,,,11.5,14.0,23.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,20.0,12.0,14.0,480.0,0.0,28
,,23.0,,,,,50.0,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,72.0,15.0,,,88.9,56.0,PHI,,,,3.0,"L, 25-33",,,12.0,0.0,0.0,,,,,1.0,0.0,,,NYG,6.0,@,16.0,3.5,,1.3,,,0.7,80.0,4.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,9.0,20.0,12.0,489.0,0.0,28
,,12.0,,,,,50.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,16.0,,,89.2,66.0,LAR,,,,3.0,"L, 25-26",,,13.0,0.0,0.0,,,,,0.0,0.0,,,NYG,6.0,,17.0,3.3,,6.3,,,3.2,39.0,19.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,23.0,9.0,20.0,512.0,0.0,28
,,18.0,,,,,100.0,2024-01-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,74.0,17.0,,,70.1,47.0,PHI,,,,2.0,"W, 27-10",,,14.0,0.0,0.0,,,,,2.0,0.0,,,NYG,2.0,,18.0,2.6,,25.5,,,25.5,46.0,51.0,0.0,,,,False,barksa00,2023,barksa00_2023_gamelog.csv,12.0,23.0,9.0,524.0,0.0,28
,,24.0,0.0,0.0,,,100.0,2024-09-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,75.0,1.0,0.0,,80.3,61.0,GNB,,,,2.0,"W, 34-29",,,1.0,0.0,0.0,,0.0,,,2.0,1.0,0.0,,PHI,2.0,,1.0,4.5,,11.5,,,11.5,109.0,23.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,18.0,12.0,23.0,542.0,0.0,29
,,22.0,0.0,0.0,,,80.0,2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,76.0,2.0,0.0,,90.1,64.0,ATL,,,,4.0,"L, 21-22",,,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,5.0,,2.0,4.3,,5.3,,,4.2,95.0,21.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,24.0,18.0,12.0,566.0,0.0,29
,,17.0,0.0,0.0,,,100.0,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,3.0,0.0,,80.6,58.0,NOR,,,,4.0,"W, 15-12",,,3.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,PHI,4.0,,3.0,8.6,,2.3,,,2.3,147.0,9.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,22.0,24.0,18.0,588.0,0.0,29
,,10.0,0.0,0.0,,,50.0,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,4.0,0.0,,56.1,32.0,TAM,,,,2.0,"L, 16-33",,,4.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,4.0,,4.0,8.4,,16.0,,,8.0,84.0,32.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,17.0,22.0,24.0,605.0,0.0,29
,,18.0,0.0,0.0,,,100.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,5.0,0.0,,79.0,49.0,CLE,,,,2.0,"W, 20-16",,,5.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,2.0,,6.0,2.6,,3.5,,,3.5,47.0,7.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,10.0,17.0,22.0,615.0,0.0,29
,,17.0,0.0,0.0,,,66.7,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,80.0,6.0,0.0,,53.0,35.0,NYG,,,,2.0,"W, 28-3",,,6.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,PHI,3.0,,7.0,10.4,,5.5,,,3.7,176.0,11.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,18.0,10.0,17.0,633.0,0.0,29
,,22.0,0.0,0.0,,,100.0,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,7.0,0.0,,82.0,50.0,CIN,,,,1.0,"W, 37-17",,,7.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,1.0,,8.0,4.9,,3.0,,,3.0,108.0,3.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,17.0,18.0,10.0,650.0,0.0,29
,,27.0,0.0,0.0,,,75.0,2024-11-03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,82.0,8.0,0.0,,72.2,57.0,JAX,,,,3.0,"W, 28-23",,,8.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,,PHI,4.0,,9.0,5.9,,13.3,,,10.0,159.0,40.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,22.0,17.0,18.0,672.0,0.0,29
,,14.0,0.0,0.0,,,100.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,9.0,0.0,,51.5,35.0,DAL,,,,1.0,"W, 34-6",,,9.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,1.0,,10.0,4.7,,12.0,,,12.0,66.0,12.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,27.0,22.0,17.0,699.0,0.0,29
,,26.0,0.0,0.0,,,66.7,2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,10.0,0.0,,81.7,58.0,WAS,,,,2.0,"W, 26-18",,,10.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,PHI,3.0,,11.0,5.6,,26.0,,,17.3,146.0,52.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,14.0,27.0,22.0,713.0,0.0,29
,,26.0,0.0,0.0,,,100.0,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,11.0,0.0,,68.5,50.0,LAR,,,,4.0,"W, 37-20",,,11.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,PHI,4.0,,12.0,9.8,,11.8,,,11.8,255.0,47.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,26.0,14.0,27.0,739.0,0.0,29
,,23.0,0.0,0.0,,,50.0,2024-12-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,86.0,12.0,0.0,,87.5,49.0,BAL,,,,2.0,"W, 24-19",,,12.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,PHI,4.0,,13.0,4.7,,5.0,,,2.5,107.0,10.0,0.0,0.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,26.0,26.0,14.0,765.0,0.0,29
,,20.0,0.0,0.0,,,0.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,13.0,0.0,,75.9,44.0,CAR,,,,0.0,"W, 22-16",,,13.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,1.0,,14.0,6.2,,,,,0.0,124.0,0.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,23.0,26.0,26.0,788.0,0.0,29
,,19.0,0.0,0.0,,,100.0,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,14.0,0.0,,61.3,49.0,PIT,,,,2.0,"W, 27-13",,,14.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,2.0,,15.0,3.4,,4.5,,,4.5,65.0,9.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,20.0,23.0,26.0,808.0,0.0,29
,,29.0,0.0,0.0,,,0.0,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,89.0,15.0,0.0,,82.4,61.0,WAS,,,,0.0,"L, 33-36",,,15.0,0.0,0.0,,1.0,,,2.0,0.0,0.0,,PHI,1.0,,16.0,5.2,,,,,0.0,150.0,0.0,0.0,2.0,0.0,@,False,barksa00,2024,barksa00_2024_gamelog.csv,19.0,20.0,23.0,827.0,0.0,29
,,31.0,0.0,0.0,,,100.0,2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,16.0,0.0,,75.4,49.0,DAL,,,,2.0,"W, 41-7",,,16.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,PHI,2.0,,17.0,5.4,,1.0,,,1.0,167.0,2.0,0.0,0.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,29.0,19.0,20.0,856.0,0.0,29
,,,,,,,,2025-01-05,,,,,,,,Inactive,,17.0,,,,,NYG,,,,,"W, 20-13",,,16.0,,,,,,,,,,,PHI,,,18.0,,,,,,,,,,,,,True,barksa00,2024,barksa00_2024_gamelog.csv,31.0,29.0,19.0,887.0,0.0,29
,,345.0,0.0,0.0,,,76.7,,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,0.0,,73.6,801.0,,,,,33.0,13-3,,,,0.0,0.0,,1.0,,,13.0,2.0,0.0,,,43.0,,,5.8,,8.4,,,6.5,2005.0,278.0,0.0,2.0,0.0,,False,barksa00,2024,barksa00_2024_gamelog.csv,0.0,31.0,29.0,887.0,1.0,29
,,22.0,,,,,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,59.0,1.0,,,52.5,42.0,CAR,,,,1.0,"W, 26-24",,,1.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,@,1.0,6.4,,2.0,,,2.0,141.0,2.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,0.0,0.0,0.0,0.0,0.0,27
,,17.0,,,,,100.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,60.0,2.0,,,53.7,36.0,NYJ,,,,3.0,"L, 30-31",,,2.0,0.0,0.0,,,,,3.0,0.0,,,CLE,3.0,,2.0,5.1,,8.7,,,8.7,87.0,26.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,22.0,0.0,0.0,22.0,0.0,27
,,23.0,,,,,0.0,2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,61.0,3.0,,,62.5,45.0,PIT,,,,0.0,"W, 29-17",,,3.0,0.0,0.0,,,,,1.0,0.0,,,CLE,1.0,,3.0,4.9,,,,,0.0,113.0,0.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,17.0,22.0,0.0,39.0,0.0,27
,,19.0,,,,,66.7,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,62.0,4.0,,,54.8,40.0,ATL,,,,2.0,"L, 20-23",,,4.0,0.0,0.0,,,,,1.0,0.0,,,CLE,3.0,@,4.0,6.2,,4.5,,,3.0,118.0,9.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,23.0,17.0,22.0,62.0,0.0,27
,,17.0,,,,,0.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,63.0,5.0,,,52.2,35.0,LAC,,,,0.0,"L, 28-30",,,5.0,0.0,0.0,,,,,2.0,0.0,,,CLE,1.0,,5.0,7.9,,,,,0.0,134.0,0.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,19.0,23.0,17.0,81.0,0.0,27
,,12.0,,,,,50.0,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,64.0,6.0,,,44.3,31.0,NWE,,,,1.0,"L, 15-38",,,6.0,0.0,0.0,,,,,0.0,0.0,,,CLE,2.0,,6.0,4.7,,14.0,,,7.0,56.0,14.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,17.0,19.0,23.0,98.0,0.0,27
,,16.0,,,,,66.7,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,65.0,7.0,,,56.7,34.0,BAL,,,,2.0,"L, 20-23",,,7.0,0.0,0.0,,,,,1.0,0.0,,,CLE,3.0,@,7.0,5.7,,8.0,,,5.3,91.0,16.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,12.0,17.0,19.0,110.0,0.0,27
,,23.0,,,,,100.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,66.0,8.0,,,51.4,37.0,CIN,,,,1.0,"W, 32-13",,,8.0,0.0,0.0,,,,,2.0,0.0,,,CLE,1.0,,8.0,4.4,,3.0,,,3.0,101.0,3.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,16.0,12.0,17.0,126.0,0.0,27
,,11.0,,,,,75.0,2022-11-13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,67.0,9.0,,,47.8,32.0,MIA,,,,3.0,"L, 17-39",,,9.0,0.0,0.0,,,,,1.0,0.0,,,CLE,4.0,@,10.0,5.7,,6.0,,,4.5,63.0,18.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,23.0,16.0,12.0,149.0,0.0,27
,,14.0,,,,,100.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,68.0,10.0,,,54.7,41.0,BUF,,,,3.0,"L, 23-31",,,10.0,0.0,0.0,,,,,0.0,0.0,,,CLE,3.0,@,11.0,1.4,,16.0,,,16.0,19.0,48.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,11.0,23.0,16.0,160.0,0.0,27
,,26.0,,,,,100.0,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,69.0,11.0,,,59.5,47.0,TAM,,,,1.0,"W, 23-17 (OT)",,,11.0,0.0,0.0,,,,,1.0,0.0,,,CLE,1.0,,12.0,4.5,,16.0,,,16.0,116.0,16.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,14.0,11.0,23.0,174.0,0.0,27
,,17.0,,,,,0.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,70.0,12.0,,,50.8,32.0,HOU,,,,0.0,"W, 27-14",,,12.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,@,13.0,4.7,,,,,0.0,80.0,0.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,26.0,14.0,11.0,200.0,0.0,27
,,14.0,,,,,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,71.0,13.0,,,62.5,45.0,CIN,,,,3.0,"L, 10-23",,,13.0,0.0,0.0,,,,,0.0,0.0,,,CLE,3.0,@,14.0,2.4,,6.7,,,6.7,34.0,20.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,17.0,26.0,14.0,217.0,0.0,27
