AY/A,Ast,Att,Att.1,Cmp,Cmp%,Comb,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,QBHits,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sfty,Sk,Sk.1,Solo,TD,TD.1,TD.2,TFL,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,injured,player_id,season,source_file,touches_prev,touches_prev_2,touches_prev_3,career_touches_prior,prior_multiweek_prev,age
,,21.0,,,,,0.0,2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,72.0,14.0,,,69.7,46.0,BAL,,,,0.0,"W, 13-3",,,14.0,0.0,0.0,,,,,0.0,0.0,,,CLE,2.0,,15.0,4.7,,,,,0.0,99.0,0.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,14.0,17.0,26.0,231.0,0.0,27
,,24.0,,,,,100.0,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,15.0,,,52.9,37.0,NOR,,,,1.0,"L, 10-17",,,15.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,,16.0,3.8,,10.0,,,10.0,92.0,10.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,21.0,14.0,17.0,252.0,0.0,27
,,14.0,,,,,100.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,74.0,16.0,,,56.1,32.0,WAS,,,,1.0,"W, 24-10",,,16.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,@,17.0,7.4,,12.0,,,12.0,104.0,12.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,24.0,21.0,14.0,276.0,0.0,27
,,12.0,,,,,83.3,2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,75.0,17.0,,,75.0,48.0,PIT,,,,5.0,"L, 14-28",,,17.0,0.0,0.0,,,,,0.0,1.0,,,CLE,6.0,@,18.0,6.4,,9.0,,,7.5,77.0,45.0,0.0,,,,False,chubni00,2022,chubni00_2022_gamelog.csv,14.0,24.0,21.0,290.0,0.0,27
,,18.0,,,,,100.0,2023-09-10,0.0,0.0,,,,,,*,76.0,1.0,,,48.6,36.0,CIN,,,,4.0,"W, 24-3",,,1.0,0.0,0.0,,,,,0.0,0.0,,,CLE,4.0,,1.0,5.9,,5.3,,,5.3,106.0,21.0,,,,,False,chubni00,2023,chubni00_2023_gamelog.csv,12.0,14.0,24.0,302.0,0.0,28
,,10.0,,,,,,2023-09-18,0.0,0.0,,,,,,*,77.0,2.0,,,20.7,18.0,PIT,,,,0.0,"L, 22-26",,,2.0,0.0,0.0,,,,,0.0,0.0,,,CLE,0.0,@,2.0,6.4,,,,,,64.0,0.0,,,,,False,chubni00,2023,chubni00_2023_gamelog.csv,18.0,12.0,14.0,320.0,0.0,28
,,,,,,,,2023-09-24,,,,,,,,Did Not Play,,3.0,,,,,TEN,,,,,"W, 27-3",,,2.0,,,,,,,,,,,CLE,,,3.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,10.0,18.0,12.0,330.0,0.0,28
,,,,,,,,2023-10-01,,,,,,,,Did Not Play,,4.0,,,,,BAL,,,,,"L, 3-28",,,2.0,,,,,,,,,,,CLE,,,4.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,10.0,18.0,330.0,1.0,28
,,,,,,,,2023-10-15,,,,,,,,Did Not Play,,5.0,,,,,SFO,,,,,"W, 19-17",,,2.0,,,,,,,,,,,CLE,,,6.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,10.0,330.0,2.0,28
,,,,,,,,2023-10-22,,,,,,,,Did Not Play,,6.0,,,,,IND,,,,,"W, 39-38",,,2.0,,,,,,,,,,,CLE,,@,7.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-10-29,,,,,,,,Did Not Play,,7.0,,,,,SEA,,,,,"L, 20-24",,,2.0,,,,,,,,,,,CLE,,@,8.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-11-05,,,,,,,,Did Not Play,,8.0,,,,,ARI,,,,,"W, 27-0",,,2.0,,,,,,,,,,,CLE,,,9.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-11-12,,,,,,,,Did Not Play,,9.0,,,,,BAL,,,,,"W, 33-31",,,2.0,,,,,,,,,,,CLE,,@,10.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-11-19,,,,,,,,Did Not Play,,10.0,,,,,PIT,,,,,"W, 13-10",,,2.0,,,,,,,,,,,CLE,,,11.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-11-26,,,,,,,,Did Not Play,,11.0,,,,,DEN,,,,,"L, 12-29",,,2.0,,,,,,,,,,,CLE,,@,12.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-12-03,,,,,,,,Did Not Play,,12.0,,,,,LAR,,,,,"L, 19-36",,,2.0,,,,,,,,,,,CLE,,@,13.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-12-10,,,,,,,,Did Not Play,,13.0,,,,,JAX,,,,,"W, 31-27",,,2.0,,,,,,,,,,,CLE,,,14.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-12-17,,,,,,,,Did Not Play,,14.0,,,,,CHI,,,,,"W, 20-17",,,2.0,,,,,,,,,,,CLE,,,15.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-12-24,,,,,,,,Did Not Play,,15.0,,,,,HOU,,,,,"W, 36-22",,,2.0,,,,,,,,,,,CLE,,@,16.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2023-12-28,,,,,,,,Did Not Play,,16.0,,,,,NYJ,,,,,"W, 37-20",,,2.0,,,,,,,,,,,CLE,,,17.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2024-01-07,,,,,,,,Did Not Play,,17.0,,,,,CIN,,,,,"L, 14-31",,,2.0,,,,,,,,,,,CLE,,@,18.0,,,,,,,,,,,,,True,chubni00,2023,chubni00_2023_gamelog.csv,0.0,0.0,0.0,330.0,3.0,28
,,,,,,,,2024-09-08,,,,,,,,Did Not Play,,1.0,,,,,DAL,,,,,"L, 17-33",,,,,,,,,,,,,,CLE,,,1.0,,,,,,,,,,,,,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,,,,,,,2024-09-15,,,,,,,,Did Not Play,,2.0,,,,,JAX,,,,,"W, 18-13",,,,,,,,,,,,,,CLE,,,2.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,,,,,,,2024-09-22,,,,,,,,Did Not Play,,3.0,,,,,NYG,,,,,"L, 15-21",,,,,,,,,,,,,,CLE,,,3.0,,,,,,,,,,,,,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,,,,,,,2024-09-29,,,,,,,,Did Not Play,,4.0,,,,,LVR,,,,,"L, 16-20",,,,,,,,,,,,,,CLE,,,4.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,,,,,,,2024-10-06,,,,,,,,Did Not Play,,5.0,,,,,WAS,,,,,"L, 13-34",,,,,,,,,,,,,,CLE,,,5.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,,,,,,,2024-10-13,,,,,,,,Did Not Play,,6.0,,,,,PHI,,,,,"L, 16-20",,,,,,,,,,,,,,CLE,,,6.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,11.0,,,,,33.3,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,7.0,,,35.7,30.0,CIN,,,,1.0,"L, 14-21",,,1.0,0.0,0.0,,,,,1.0,0.0,,,CLE,3.0,,7.0,2.0,,10.0,,,3.3,22.0,10.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,330.0,3.0,29
,,16.0,,,,,0.0,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,8.0,,,59.4,41.0,BAL,,,,0.0,"W, 29-24",,,2.0,0.0,0.0,,,,,0.0,0.0,,,CLE,2.0,,8.0,3.3,,,,,0.0,52.0,0.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,11.0,0.0,0.0,341.0,2.0,29
,,15.0,,,,,100.0,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,80.0,9.0,,,35.4,28.0,LAC,,,,1.0,"L, 10-27",,,3.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,,9.0,2.6,,-4.0,,,-4.0,39.0,-4.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,16.0,11.0,0.0,357.0,1.0,29
,,11.0,,,,,,2024-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,10.0,,,30.1,22.0,NOR,,,,0.0,"L, 14-35",,,4.0,0.0,0.0,,,,,0.0,0.0,,,CLE,0.0,,11.0,4.5,,,,,,50.0,0.0,0.0,,,@,False,chubni00,2024,chubni00_2024_gamelog.csv,15.0,16.0,11.0,372.0,0.0,29
,,20.0,,,,,100.0,2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,82.0,11.0,,,65.5,38.0,PIT,,,,1.0,"W, 24-19",,,5.0,0.0,0.0,,,,,2.0,0.0,,,CLE,1.0,,12.0,3.0,,1.0,,,1.0,59.0,1.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,11.0,15.0,16.0,383.0,0.0,29
,,9.0,,,,,100.0,2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,12.0,,,33.7,29.0,DEN,,,,2.0,"L, 32-41",,,6.0,0.0,0.0,,,,,0.0,1.0,,,CLE,2.0,,13.0,2.3,,12.0,,,12.0,21.0,24.0,0.0,,,@,False,chubni00,2024,chubni00_2024_gamelog.csv,20.0,11.0,15.0,403.0,0.0,29
,,11.0,,,,,0.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,13.0,,,36.1,26.0,PIT,,,,0.0,"L, 14-27",,,7.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,,14.0,4.4,,,,,0.0,48.0,0.0,0.0,,,@,False,chubni00,2024,chubni00_2024_gamelog.csv,9.0,20.0,11.0,412.0,0.0,29
,,9.0,,,,,0.0,2024-12-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,85.0,14.0,,,33.9,21.0,KAN,,,,0.0,"L, 7-21",,,8.0,0.0,0.0,,,,,0.0,0.0,,,CLE,1.0,,15.0,4.6,,,,,0.0,41.0,0.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,11.0,9.0,20.0,423.0,0.0,29
,,,,,,,,2024-12-22,,,,,,,,Did Not Play,,15.0,,,,,CIN,,,,,"L, 6-24",,,8.0,,,,,,,,,,,CLE,,,16.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,9.0,11.0,9.0,432.0,0.0,29
,,,,,,,,2024-12-29,,,,,,,,Did Not Play,,16.0,,,,,MIA,,,,,"L, 3-20",,,8.0,,,,,,,,,,,CLE,,,17.0,,,,,,,,,,,,,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,9.0,11.0,432.0,1.0,29
,,,,,,,,2025-01-04,,,,,,,,Did Not Play,,17.0,,,,,BAL,,,,,"L, 10-35",,,8.0,,,,,,,,,,,CLE,,,18.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,9.0,432.0,2.0,29
,,102.0,,,,,45.5,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,40.3,235.0,,,,,5.0,2-6,,,,0.0,0.0,,,,,3.0,1.0,,,,11.0,,,3.3,,6.2,,,2.8,332.0,31.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,432.0,3.0,29
,0.0,14.0,,,,0.0,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,73.0,1.0,,,49.3,33.0,LVR,,0.0,,4.0,"W, 24-19",,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,4.0,,1.0,2.6,,9.0,,,9.0,36.0,36.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,0.0,0.0,0.0,0.0,0.0,27
,0.0,14.0,,,,0.0,90.0,2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,74.0,2.0,,,62.7,47.0,KAN,,0.0,,9.0,"L, 24-27",,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,10.0,@,2.0,2.8,,6.1,,,5.5,39.0,55.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,14.0,0.0,0.0,14.0,0.0,27
,0.0,4.0,,,,0.0,100.0,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,75.0,3.0,,,55.7,34.0,JAX,,0.0,,8.0,"L, 10-38",,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,8.0,,3.0,1.3,,6.0,,,6.0,5.0,48.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,14.0,14.0,0.0,28.0,0.0,27
,0.0,13.0,,,,0.0,85.7,2022-10-02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,76.0,4.0,,,58.6,41.0,HOU,,0.0,,6.0,"W, 34-24",,,4.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,0.0,LAC,7.0,@,4.0,4.6,,8.2,,,7.0,60.0,49.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,4.0,14.0,14.0,32.0,0.0,27
,0.0,16.0,,,,0.0,100.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,5.0,,,59.2,42.0,CLE,,0.0,,4.0,"W, 30-28",,,5.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,4.0,@,5.0,10.8,,6.5,,,6.5,173.0,26.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,13.0,4.0,14.0,45.0,0.0,27
,0.0,14.0,,,,0.0,62.5,2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,6.0,,,65.6,61.0,DEN,,0.0,,10.0,"W, 19-16 (OT)",,,6.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,16.0,,6.0,2.6,,4.7,,,2.9,36.0,47.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,16.0,13.0,4.0,61.0,0.0,27
,0.0,9.0,,,,0.0,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,79.0,7.0,,,77.5,55.0,SEA,,0.0,,12.0,"L, 23-37",,,7.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,12.0,,7.0,3.4,,8.0,,,8.0,31.0,96.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,14.0,16.0,13.0,75.0,0.0,27
,0.0,14.0,,,,0.0,87.5,2022-11-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,80.0,8.0,,,68.1,47.0,ATL,,0.0,,7.0,"W, 20-17",,,8.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,LAC,8.0,@,9.0,3.4,,3.4,,,3.0,47.0,24.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,9.0,14.0,16.0,84.0,0.0,27
,0.0,6.0,,,,1.0,58.3,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,9.0,,,69.0,40.0,SFO,,0.0,,7.0,"L, 16-22",,,9.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,LAC,12.0,@,10.0,4.0,,5.6,,,3.3,24.0,39.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,14.0,9.0,14.0,98.0,0.0,27
,0.0,19.0,,,,0.0,100.0,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,82.0,10.0,,,69.2,45.0,KAN,,0.0,,2.0,"L, 27-30",,,10.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,2.0,,11.0,4.4,,8.5,,,8.5,83.0,17.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,6.0,14.0,9.0,104.0,0.0,27
,0.0,5.0,,,,0.0,73.3,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,11.0,,,69.7,46.0,ARI,,0.0,,11.0,"W, 25-24",,,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,LAC,15.0,@,12.0,4.0,,5.5,,,4.0,20.0,60.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,19.0,6.0,14.0,123.0,0.0,27
,0.0,10.0,,,,0.0,83.3,2022-12-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,84.0,12.0,,,60.0,45.0,LVR,,0.0,,5.0,"L, 20-27",,,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,LAC,6.0,@,13.0,3.5,,13.4,,,11.2,35.0,67.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,5.0,19.0,6.0,128.0,0.0,27
,0.0,15.0,,,,0.0,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,13.0,,,58.8,47.0,MIA,,0.0,,8.0,"W, 23-17",,,13.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,LAC,8.0,,14.0,3.0,,7.4,,,7.4,45.0,59.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,10.0,5.0,19.0,138.0,0.0,27
,0.0,12.0,,,,1.0,66.7,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,86.0,14.0,,,69.0,49.0,TEN,,0.0,,2.0,"W, 17-14",,,14.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,LAC,3.0,,15.0,4.8,,6.0,,,4.0,58.0,12.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,15.0,10.0,5.0,153.0,0.0,27
,0.0,18.0,,,,0.0,100.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,15.0,,,60.3,41.0,IND,,0.0,,4.0,"W, 20-3",,,15.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,LAC,4.0,@,16.0,3.7,,3.0,,,3.0,67.0,12.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,12.0,15.0,10.0,165.0,0.0,27
,0.0,10.0,,,,0.0,100.0,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,16.0,,,43.8,28.0,LAR,,0.0,,4.0,"W, 31-10",,,16.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,LAC,4.0,,17.0,12.2,,9.8,,,9.8,122.0,39.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,18.0,12.0,15.0,183.0,0.0,27
,0.0,11.0,,,,2.0,100.0,2023-01-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,89.0,17.0,,,48.5,33.0,DEN,,0.0,,4.0,"L, 28-31",,,17.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,LAC,4.0,@,18.0,3.1,,9.0,,,9.0,34.0,36.0,0.0,,,,False,ekelau00,2022,ekelau00_2022_gamelog.csv,10.0,18.0,12.0,193.0,0.0,27
,,16.0,,,,,80.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,1.0,,,50.6,41.0,MIA,,,,4.0,"L, 34-36",,,1.0,0.0,0.0,,,,,1.0,0.0,,,LAC,5.0,,1.0,7.3,,11.8,,,9.4,117.0,47.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,11.0,10.0,18.0,204.0,0.0,28
,,,,,,,,2023-09-17,,,,,,,,Inactive,,2.0,,,,,TEN,,,,,"L, 24-27 (OT)",,,1.0,,,,,,,,,,,LAC,,@,2.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,16.0,11.0,10.0,220.0,0.0,28
,,,,,,,,2023-09-24,,,,,,,,Inactive,,3.0,,,,,MIN,,,,,"W, 28-24",,,1.0,,,,,,,,,,,LAC,,@,3.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,16.0,11.0,220.0,1.0,28
,,,,,,,,2023-10-01,,,,,,,,Inactive,,4.0,,,,,LVR,,,,,"W, 24-17",,,1.0,,,,,,,,,,,LAC,,,4.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,0.0,16.0,220.0,2.0,28
,,14.0,,,,,66.7,2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,91.0,5.0,,,68.5,50.0,DAL,,,,4.0,"L, 17-20",,,2.0,0.0,0.0,,,,,0.0,0.0,,,LAC,6.0,,6.0,1.9,,8.8,,,5.8,27.0,35.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,0.0,0.0,220.0,3.0,28
,,14.0,,,,,50.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,92.0,6.0,,,63.5,40.0,KAN,,,,1.0,"L, 17-31",,,3.0,0.0,0.0,,,,,0.0,0.0,,,LAC,2.0,@,7.0,3.2,,1.0,,,0.5,45.0,1.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,0.0,0.0,234.0,2.0,28
,,15.0,,,,,87.5,2023-10-29,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,93.0,7.0,,,66.7,46.0,CHI,,,,7.0,"W, 30-13",,,4.0,0.0,0.0,,,,,0.0,1.0,,,LAC,8.0,,8.0,1.9,,13.4,,,11.8,29.0,94.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,14.0,0.0,248.0,1.0,28
,,14.0,,,,,28.6,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,8.0,,,67.2,39.0,NYJ,,,,2.0,"W, 27-6",,,5.0,0.0,0.0,,,,,2.0,0.0,,,LAC,7.0,@,9.0,3.4,,11.5,,,3.3,47.0,23.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,15.0,14.0,14.0,263.0,0.0,28
,,19.0,,,,,57.1,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,9.0,,,69.4,50.0,DET,,,,4.0,"L, 38-41",,,6.0,0.0,0.0,,,,,1.0,0.0,,,LAC,7.0,,10.0,3.5,,12.0,,,6.9,67.0,48.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,15.0,14.0,277.0,0.0,28
,,10.0,,,,,66.7,2023-11-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,96.0,10.0,,,70.8,46.0,GNB,,,,2.0,"L, 20-23",,,7.0,0.0,0.0,,,,,0.0,0.0,,,LAC,3.0,@,11.0,6.4,,3.0,,,2.0,64.0,6.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,19.0,14.0,15.0,296.0,0.0,28
,,10.0,,,,,83.3,2023-11-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,97.0,11.0,,,80.3,53.0,BAL,,,,5.0,"L, 10-20",,,8.0,0.0,0.0,,,,,0.0,0.0,,,LAC,6.0,,12.0,3.2,,6.4,,,5.3,32.0,32.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,19.0,14.0,306.0,0.0,28
,,14.0,,,,,66.7,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,98.0,12.0,,,57.4,35.0,NWE,,,,2.0,"W, 6-0",,,9.0,0.0,0.0,,,,,0.0,0.0,,,LAC,3.0,@,13.0,1.3,,4.5,,,3.0,18.0,9.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,10.0,19.0,316.0,0.0,28
,,10.0,,,,,71.4,2023-12-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,99.0,13.0,,,72.1,49.0,DEN,,,,5.0,"L, 7-24",,,10.0,0.0,0.0,,,,,1.0,0.0,,,LAC,7.0,,14.0,5.1,,9.8,,,7.0,51.0,49.0,-1.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,10.0,10.0,330.0,0.0,28
,,5.0,,,,,66.7,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,100.0,14.0,,,40.0,26.0,LVR,,,,4.0,"L, 21-63",,,11.0,0.0,0.0,,,,,0.0,0.0,,,LAC,6.0,@,15.0,1.8,,7.3,,,4.8,9.0,29.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,14.0,10.0,340.0,0.0,28
,,15.0,,,,,75.0,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,101.0,15.0,,,64.3,45.0,BUF,,,,3.0,"L, 22-24",,,12.0,0.0,0.0,,,,,0.0,0.0,,,LAC,4.0,,16.0,4.3,,7.0,,,5.3,65.0,21.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,5.0,10.0,14.0,345.0,0.0,28
,,13.0,,,,,50.0,2023-12-31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,102.0,16.0,,,72.3,47.0,DEN,,,,1.0,"L, 9-16",,,13.0,0.0,0.0,,,,,0.0,0.0,,,LAC,2.0,@,17.0,3.5,,4.0,,,2.0,46.0,4.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,15.0,5.0,10.0,360.0,0.0,28
,,10.0,,,,,87.5,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,103.0,17.0,,,75.9,63.0,KAN,,,,7.0,"L, 12-13",,,14.0,0.0,0.0,,,,,0.0,0.0,,,LAC,8.0,,18.0,1.1,,5.4,,,4.8,11.0,38.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,13.0,15.0,5.0,373.0,0.0,28
