AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,injured,player_id,season,source_file,touches_prev,touches_prev_2,touches_prev_3,career_touches_prior,prior_multiweek_prev,age
,,,,,,2024-12-22,,,,,,,,Did Not Play,,15.0,,,,,CIN,,,,"L, 6-24",,,8.0,,,,,,,CLE,,,16.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,9.0,11.0,9.0,130.0,0.0,29
,,,,,,2024-12-29,,,,,,,,Did Not Play,,16.0,,,,,MIA,,,,"L, 3-20",,,8.0,,,,,,,CLE,,,17.0,,,,,,,,,,,,,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,9.0,11.0,130.0,1.0,29
,,,,,,2025-01-04,,,,,,,,Did Not Play,,17.0,,,,,BAL,,,,"L, 10-35",,,8.0,,,,,,,CLE,,,18.0,,,,,,,,,,,,@,True,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,9.0,130.0,2.0,29
,102.0,,,,45.5,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,40.3,235.0,,,,5.0,2-6,,,,0.0,0.0,,3.0,1.0,,,11.0,,,3.3,,6.2,,,2.8,332.0,31.0,0.0,,,,False,chubni00,2024,chubni00_2024_gamelog.csv,0.0,0.0,0.0,130.0,3.0,29
,16.0,,,,80.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,1.0,,,50.6,41.0,MIA,,,4.0,"L, 34-36",,,1.0,0.0,0.0,,1.0,0.0,,LAC,5.0,,1.0,7.3,,11.8,,,9.4,117.0,47.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,0.0,0.0,0.0,0.0,28
,,,,,,2023-09-17,,,,,,,,Inactive,,2.0,,,,,TEN,,,,"L, 24-27 (OT)",,,1.0,,,,,,,LAC,,@,2.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,16.0,0.0,0.0,16.0,0.0,28
,,,,,,2023-09-24,,,,,,,,Inactive,,3.0,,,,,MIN,,,,"W, 28-24",,,1.0,,,,,,,LAC,,@,3.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,16.0,0.0,16.0,1.0,28
,,,,,,2023-10-01,,,,,,,,Inactive,,4.0,,,,,LVR,,,,"W, 24-17",,,1.0,,,,,,,LAC,,,4.0,,,,,,,,,,,,,True,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,0.0,16.0,16.0,2.0,28
,14.0,,,,66.7,2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,91.0,5.0,,,68.5,50.0,DAL,,,4.0,"L, 17-20",,,2.0,0.0,0.0,,0.0,0.0,,LAC,6.0,,6.0,1.9,,8.8,,,5.8,27.0,35.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,0.0,0.0,0.0,16.0,3.0,28
,14.0,,,,50.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,92.0,6.0,,,63.5,40.0,KAN,,,1.0,"L, 17-31",,,3.0,0.0,0.0,,0.0,0.0,,LAC,2.0,@,7.0,3.2,,1.0,,,0.5,45.0,1.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,0.0,0.0,30.0,2.0,28
,15.0,,,,87.5,2023-10-29,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,93.0,7.0,,,66.7,46.0,CHI,,,7.0,"W, 30-13",,,4.0,0.0,0.0,,0.0,1.0,,LAC,8.0,,8.0,1.9,,13.4,,,11.8,29.0,94.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,14.0,0.0,44.0,1.0,28
,14.0,,,,28.6,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,8.0,,,67.2,39.0,NYJ,,,2.0,"W, 27-6",,,5.0,0.0,0.0,,2.0,0.0,,LAC,7.0,@,9.0,3.4,,11.5,,,3.3,47.0,23.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,15.0,14.0,14.0,59.0,0.0,28
,19.0,,,,57.1,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,9.0,,,69.4,50.0,DET,,,4.0,"L, 38-41",,,6.0,0.0,0.0,,1.0,0.0,,LAC,7.0,,10.0,3.5,,12.0,,,6.9,67.0,48.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,15.0,14.0,73.0,0.0,28
,10.0,,,,66.7,2023-11-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,96.0,10.0,,,70.8,46.0,GNB,,,2.0,"L, 20-23",,,7.0,0.0,0.0,,0.0,0.0,,LAC,3.0,@,11.0,6.4,,3.0,,,2.0,64.0,6.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,19.0,14.0,15.0,92.0,0.0,28
,10.0,,,,83.3,2023-11-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,97.0,11.0,,,80.3,53.0,BAL,,,5.0,"L, 10-20",,,8.0,0.0,0.0,,0.0,0.0,,LAC,6.0,,12.0,3.2,,6.4,,,5.3,32.0,32.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,19.0,14.0,102.0,0.0,28
,14.0,,,,66.7,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,98.0,12.0,,,57.4,35.0,NWE,,,2.0,"W, 6-0",,,9.0,0.0,0.0,,0.0,0.0,,LAC,3.0,@,13.0,1.3,,4.5,,,3.0,18.0,9.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,10.0,19.0,112.0,0.0,28
,10.0,,,,71.4,2023-12-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,99.0,13.0,,,72.1,49.0,DEN,,,5.0,"L, 7-24",,,10.0,0.0,0.0,,1.0,0.0,,LAC,7.0,,14.0,5.1,,9.8,,,7.0,51.0,49.0,-1.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,14.0,10.0,10.0,126.0,0.0,28
,5.0,,,,66.7,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,100.0,14.0,,,40.0,26.0,LVR,,,4.0,"L, 21-63",,,11.0,0.0,0.0,,0.0,0.0,,LAC,6.0,@,15.0,1.8,,7.3,,,4.8,9.0,29.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,10.0,14.0,10.0,136.0,0.0,28
,15.0,,,,75.0,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,101.0,15.0,,,64.3,45.0,BUF,,,3.0,"L, 22-24",,,12.0,0.0,0.0,,0.0,0.0,,LAC,4.0,,16.0,4.3,,7.0,,,5.3,65.0,21.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,5.0,10.0,14.0,141.0,0.0,28
,13.0,,,,50.0,2023-12-31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,102.0,16.0,,,72.3,47.0,DEN,,,1.0,"L, 9-16",,,13.0,0.0,0.0,,0.0,0.0,,LAC,2.0,@,17.0,3.5,,4.0,,,2.0,46.0,4.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,15.0,5.0,10.0,156.0,0.0,28
,10.0,,,,87.5,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,103.0,17.0,,,75.9,63.0,KAN,,,7.0,"L, 12-13",,,14.0,0.0,0.0,,0.0,0.0,,LAC,8.0,,18.0,1.1,,5.4,,,4.8,11.0,38.0,0.0,,,,False,ekelau00,2023,ekelau00_2023_gamelog.csv,13.0,15.0,5.0,169.0,0.0,28
,2.0,,,,100.0,2024-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,104.0,1.0,,0.0,52.5,31.0,TAM,,,4.0,"L, 20-37",2.0,,1.0,29.6,8.0,,0.0,0.0,,WAS,4.0,,1.0,5.0,,13.0,24.0,,13.0,10.0,52.0,48.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,10.0,13.0,15.0,179.0,0.0,29
,8.0,,,,100.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,105.0,2.0,,0.0,43.1,31.0,NYG,,,3.0,"W, 21-18",1.0,,2.0,19.0,4.0,,0.0,0.0,,WAS,3.0,,2.0,4.8,,15.7,35.0,,15.7,38.0,47.0,35.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,2.0,10.0,13.0,181.0,0.0,29
,3.0,,,,100.0,2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,106.0,3.0,,0.0,22.0,13.0,CIN,,,2.0,"W, 38-33",1.0,,3.0,15.4,4.0,,1.0,0.0,,WAS,2.0,,3.0,11.7,,11.0,62.0,,11.0,35.0,22.0,62.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,8.0,2.0,10.0,189.0,0.0,29
,,,,,,2024-09-29,,,,,,,,Inactive,,4.0,,,,,ARI,,,,"W, 42-14",,,3.0,,,,,,,WAS,,,4.0,,,,,,,,,,,,@,True,ekelau00,2024,ekelau00_2024_gamelog.csv,3.0,8.0,2.0,192.0,0.0,29
,6.0,,,,100.0,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,107.0,5.0,,0.0,49.3,33.0,CLE,,,2.0,"W, 34-13",2.0,,4.0,12.9,4.0,,0.0,0.0,,WAS,2.0,,5.0,11.2,,15.0,23.0,,15.0,67.0,30.0,46.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,0.0,3.0,8.0,192.0,1.0,29
,9.0,,,,80.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,108.0,6.0,,0.0,74.6,44.0,BAL,,,4.0,"L, 23-30",1.0,,5.0,24.1,7.0,,0.0,0.0,,WAS,5.0,,6.0,2.3,,11.8,32.0,,9.4,21.0,47.0,32.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,6.0,0.0,3.0,198.0,1.0,29
,4.0,,,,100.0,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,109.0,7.0,,0.0,40.6,28.0,CAR,,,2.0,"W, 40-7",1.0,,6.0,7.7,2.0,,0.0,0.0,,WAS,2.0,,7.0,4.3,,1.5,34.0,,1.5,17.0,3.0,34.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,9.0,6.0,0.0,207.0,1.0,29
,7.0,,,,66.7,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,110.0,8.0,,0.0,56.8,42.0,CHI,,,2.0,"W, 18-15",1.0,,7.0,11.5,3.0,,0.0,0.0,,WAS,3.0,,8.0,7.4,,3.0,24.0,,2.0,52.0,6.0,24.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,4.0,9.0,6.0,211.0,0.0,29
,11.0,,,,75.0,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,111.0,9.0,,0.0,46.8,29.0,NYG,,,3.0,"W, 27-22",1.0,,8.0,22.7,5.0,,1.0,0.0,,WAS,4.0,,9.0,3.8,,13.7,35.0,,10.3,42.0,41.0,35.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,7.0,4.0,9.0,218.0,0.0,29
,13.0,,,,50.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,112.0,10.0,,0.0,70.3,45.0,PIT,,,1.0,"L, 27-28",4.0,,9.0,15.6,5.0,,2.0,0.0,,WAS,2.0,,10.0,3.4,,7.0,29.5,,3.5,44.0,7.0,118.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,11.0,7.0,4.0,229.0,0.0,29
,2.0,,,,88.9,2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,113.0,11.0,,0.0,51.5,34.0,PHI,,,8.0,"L, 18-26",2.0,,10.0,22.2,6.0,,0.0,0.0,,WAS,9.0,,11.0,3.5,,11.1,29.5,,9.9,7.0,89.0,59.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,13.0,11.0,7.0,242.0,0.0,29
,9.0,,,,66.7,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,114.0,12.0,,0.0,62.9,44.0,DAL,,,2.0,"L, 26-34",3.0,,11.0,18.4,7.0,,0.0,0.0,,WAS,3.0,,12.0,2.4,,1.0,33.7,,0.7,22.0,2.0,101.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,2.0,13.0,11.0,244.0,0.0,29
,,,,,,2024-12-01,,,,,,,,Did Not Play,,13.0,,,,,TEN,,,,"W, 42-19",,,11.0,,,,,,,WAS,,,13.0,,,,,,,,,,,,,True,ekelau00,2024,ekelau00_2024_gamelog.csv,9.0,2.0,13.0,253.0,0.0,29
,,,,,,2024-12-15,,,,,,,,Did Not Play,,14.0,,,,,NOR,,,,"W, 20-19",,,11.0,,,,,,,WAS,,,15.0,,,,,,,,,,,,@,True,ekelau00,2024,ekelau00_2024_gamelog.csv,0.0,9.0,2.0,253.0,1.0,29
,,,,,,2024-12-22,,,,,,,,Did Not Play,,15.0,,,,,PHI,,,,"W, 36-33",,,11.0,,,,,,,WAS,,,16.0,,,,,,,,,,,,,True,ekelau00,2024,ekelau00_2024_gamelog.csv,0.0,0.0,9.0,253.0,2.0,29
,,,,,,2024-12-29,,,,,,,,Did Not Play,,16.0,,,,,ATL,,,,"W, 30-24 (OT)",,,11.0,,,,,,,WAS,,,17.0,,,,,,,,,,,,,True,ekelau00,2024,ekelau00_2024_gamelog.csv,0.0,0.0,0.0,253.0,3.0,29
,3.0,,,,100.0,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,115.0,17.0,,0.0,60.3,35.0,DAL,,,2.0,"W, 23-19",0.0,,12.0,3.6,1.0,,0.0,0.0,,WAS,2.0,,18.0,4.0,,10.0,,,10.0,12.0,20.0,0.0,0.0,,@,False,ekelau00,2024,ekelau00_2024_gamelog.csv,0.0,0.0,0.0,253.0,3.0,29
,77.0,,,,85.4,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,52.5,409.0,,,,35.0,7-5,19.0,,,16.8,56.0,,4.0,0.0,,,41.0,,,4.8,,10.5,31.3,,8.9,367.0,366.0,594.0,0.0,,,False,ekelau00,2024,ekelau00_2024_gamelog.csv,3.0,0.0,0.0,256.0,2.0,29
,18.0,,,,100.0,2023-09-10,0.0,0.0,,,,,,*,18.0,1.0,,,80.0,56.0,IND,,,5.0,"W, 31-21",,,1.0,0.0,0.0,,1.0,0.0,,JAX,5.0,@,1.0,4.3,,5.4,,,5.4,77.0,27.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,0.0,0.0,0.0,0.0,0.0,28
,12.0,,,,66.7,2023-09-17,0.0,0.0,,,,,,*,19.0,2.0,,,71.6,48.0,KAN,,,2.0,"L, 9-17",,,2.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,2.0,3.3,,1.0,,,0.7,40.0,2.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,18.0,0.0,0.0,18.0,0.0,28
,19.0,,,,80.0,2023-09-24,0.0,0.0,,,,,,*,20.0,3.0,,,71.2,52.0,HOU,,,4.0,"L, 17-37",,,3.0,0.0,0.0,,0.0,0.0,,JAX,5.0,,3.0,4.6,,12.5,,,10.0,88.0,50.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,12.0,18.0,0.0,30.0,0.0,28
,20.0,,,,100.0,2023-10-01,0.0,0.0,,,,,,*,21.0,4.0,,,84.8,56.0,ATL,,,3.0,"W, 23-7",,,4.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,4.0,2.8,,5.7,,,5.7,55.0,17.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,19.0,12.0,18.0,49.0,0.0,28
,26.0,,,,80.0,2023-10-08,0.0,0.0,,,,,,*,22.0,5.0,,,83.0,73.0,BUF,,,4.0,"W, 25-20",,,5.0,0.0,0.0,,2.0,0.0,,JAX,5.0,@,5.0,5.2,,12.0,,,9.6,136.0,48.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,20.0,19.0,12.0,69.0,0.0,28
,18.0,,,,100.0,2023-10-15,0.0,0.0,,,,,,*,23.0,6.0,,,79.7,51.0,IND,,,3.0,"W, 37-20",,,6.0,0.0,0.0,,2.0,0.0,,JAX,3.0,,6.0,3.1,,9.3,,,9.3,55.0,28.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,26.0,20.0,19.0,95.0,0.0,28
,14.0,,,,60.0,2023-10-19,0.0,0.0,,,,,,*,24.0,7.0,,,87.5,49.0,NOR,,,3.0,"W, 31-24",,,7.0,0.0,0.0,,2.0,0.0,,JAX,5.0,@,7.0,3.8,,8.0,,,4.8,53.0,24.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,18.0,26.0,20.0,113.0,0.0,28
,24.0,,,,50.0,2023-10-29,0.0,0.0,,,,,,*,25.0,8.0,,,88.7,63.0,PIT,,,3.0,"W, 20-10",,,8.0,0.0,0.0,,0.0,1.0,,JAX,6.0,@,8.0,3.3,,23.3,,,11.7,79.0,70.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,14.0,18.0,26.0,127.0,0.0,28
,9.0,,,,50.0,2023-11-12,0.0,0.0,,,,,,*,26.0,9.0,,,61.4,35.0,SFO,,,2.0,"L, 3-34",,,9.0,0.0,0.0,,0.0,0.0,,JAX,4.0,,10.0,3.9,,4.5,,,2.3,35.0,9.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,24.0,14.0,18.0,151.0,0.0,28
,14.0,,,,100.0,2023-11-19,0.0,0.0,,,,,,*,27.0,10.0,,,66.2,47.0,TEN,,,3.0,"W, 34-14",,,10.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,11.0,3.7,,2.3,,,2.3,52.0,7.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,9.0,24.0,14.0,160.0,0.0,28
,20.0,,,,66.7,2023-11-26,0.0,0.0,,,,,,*,28.0,11.0,,,61.8,47.0,HOU,,,4.0,"W, 24-21",,,11.0,0.0,0.0,,0.0,0.0,,JAX,6.0,@,12.0,2.8,,7.5,,,5.0,56.0,30.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,14.0,9.0,24.0,174.0,0.0,28
,11.0,,,,100.0,2023-12-04,0.0,0.0,,,,,,*,29.0,12.0,,,62.3,43.0,CIN,,,4.0,"L, 31-34 (OT)",,,12.0,0.0,0.0,,1.0,0.0,,JAX,4.0,,13.0,4.1,,8.5,,,8.5,45.0,34.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,20.0,14.0,9.0,194.0,0.0,28
,14.0,,,,100.0,2023-12-10,0.0,0.0,,,,,,*,30.0,13.0,,,77.6,59.0,CLE,,,4.0,"L, 27-31",,,13.0,0.0,0.0,,1.0,0.0,,JAX,4.0,@,14.0,2.5,,9.3,,,9.3,35.0,37.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,11.0,20.0,14.0,205.0,0.0,28
,10.0,,,,66.7,2023-12-17,0.0,0.0,,,,,,*,31.0,14.0,,,69.4,43.0,BAL,,,4.0,"L, 7-23",,,14.0,0.0,0.0,,0.0,0.0,,JAX,6.0,,15.0,3.1,,7.0,,,4.7,31.0,28.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,14.0,11.0,20.0,219.0,0.0,28
,6.0,,,,100.0,2023-12-24,0.0,0.0,,,,,,*,32.0,15.0,,,72.7,48.0,TAM,,,3.0,"L, 12-30",,,15.0,0.0,0.0,,0.0,0.0,,JAX,3.0,@,16.0,2.0,,6.3,,,6.3,12.0,19.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,10.0,14.0,11.0,229.0,0.0,28
,16.0,,,,100.0,2023-12-31,0.0,0.0,,,,,,*,33.0,16.0,,,61.9,39.0,CAR,,,2.0,"W, 26-0",,,16.0,0.0,0.0,,2.0,0.0,,JAX,2.0,,17.0,6.4,,8.0,,,8.0,102.0,16.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,6.0,10.0,14.0,235.0,0.0,28
,16.0,,,,83.3,2024-01-07,0.0,0.0,,,,,,*,34.0,17.0,,,66.2,47.0,TEN,,,5.0,"L, 20-28",,,17.0,0.0,0.0,,0.0,0.0,,JAX,6.0,@,18.0,3.6,,6.0,,,5.0,57.0,30.0,,,,,False,etietr00,2023,etietr00_2023_gamelog.csv,16.0,6.0,10.0,251.0,0.0,28
,12.0,,,,66.7,2024-09-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,35.0,1.0,,,69.8,37.0,MIA,,,2.0,"L, 17-20",,,1.0,0.0,0.0,,1.0,0.0,,JAX,3.0,,1.0,3.7,,7.5,,,5.0,44.0,15.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,16.0,16.0,6.0,267.0,0.0,29
,13.0,,,,75.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,36.0,2.0,,,71.7,43.0,CLE,,,3.0,"L, 13-18",,,2.0,0.0,0.0,,1.0,0.0,,JAX,4.0,,2.0,4.0,,2.0,,,1.5,52.0,6.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,12.0,16.0,16.0,279.0,0.0,29
,11.0,,,,66.7,2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,37.0,3.0,,,69.0,49.0,BUF,,,4.0,"L, 10-47",,,3.0,0.0,0.0,,0.0,0.0,,JAX,6.0,,3.0,6.2,,4.3,,,2.8,68.0,17.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,13.0,12.0,16.0,292.0,0.0,29
,11.0,,,,50.0,2024-09-29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,38.0,4.0,,,51.7,30.0,HOU,,,1.0,"L, 20-24",,,4.0,0.0,0.0,,0.0,0.0,,JAX,2.0,,4.0,4.5,,10.0,,,5.0,50.0,10.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,11.0,13.0,12.0,303.0,0.0,29
,6.0,,,,85.7,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,39.0,5.0,,,37.9,22.0,IND,,,6.0,"W, 37-34",,,5.0,0.0,0.0,,0.0,0.0,,JAX,7.0,,5.0,2.8,,7.2,,,6.1,17.0,43.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,11.0,11.0,13.0,314.0,0.0,29
,3.0,,,,0.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,40.0,6.0,,,17.7,11.0,CHI,,,0.0,"L, 16-35",,,6.0,0.0,0.0,,0.0,0.0,,JAX,1.0,,6.0,-0.3,,,,,0.0,-1.0,0.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,6.0,11.0,11.0,320.0,0.0,29
,,,,,,2024-10-20,,,,,,,,Inactive,,7.0,,,,,NWE,,,,"W, 32-16",,,6.0,,,,,,,JAX,,,7.0,,,,,,,,,,,,,True,etietr00,2024,etietr00_2024_gamelog.csv,3.0,6.0,11.0,323.0,0.0,29
,,,,,,2024-10-27,,,,,,,,Inactive,,8.0,,,,,GNB,,,,"L, 27-30",,,6.0,,,,,,,JAX,,,8.0,,,,,,,,,,,,,True,etietr00,2024,etietr00_2024_gamelog.csv,0.0,3.0,6.0,323.0,1.0,29
,3.0,,,,66.7,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,41.0,9.0,,,31.5,17.0,PHI,,,2.0,"L, 23-28",,,7.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,9.0,8.0,,3.0,,,2.0,24.0,6.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,0.0,0.0,3.0,323.0,2.0,29
,11.0,,,,100.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,42.0,10.0,,,68.2,30.0,MIN,,,1.0,"L, 7-12",,,8.0,0.0,0.0,,0.0,0.0,,JAX,1.0,,10.0,4.0,,-1.0,,,-1.0,44.0,-1.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,3.0,0.0,0.0,326.0,2.0,29
,12.0,,,,100.0,2024-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,43.0,11.0,,,75.0,36.0,DET,,,3.0,"L, 6-52",,,9.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,11.0,2.3,,2.0,,,2.0,27.0,6.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,11.0,3.0,0.0,337.0,1.0,29
,13.0,,,,100.0,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,44.0,12.0,,,52.9,37.0,HOU,,,3.0,"L, 20-23",,,10.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,13.0,3.5,,4.0,,,4.0,46.0,12.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,12.0,11.0,3.0,349.0,0.0,29
,4.0,,,,100.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,45.0,13.0,,,47.5,28.0,TEN,,,4.0,"W, 10-6",,,11.0,0.0,0.0,,0.0,0.0,,JAX,4.0,,14.0,5.0,,12.5,,,12.5,20.0,50.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,13.0,12.0,11.0,362.0,0.0,29
,14.0,,,,80.0,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,14.0,,,72.6,61.0,NYJ,,,4.0,"L, 25-32",,,12.0,0.0,0.0,,0.0,0.0,,JAX,5.0,,15.0,4.6,,5.0,,,4.0,65.0,20.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,4.0,13.0,12.0,366.0,0.0,29
,9.0,,,,66.7,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,15.0,,,52.2,35.0,LVR,,,2.0,"L, 14-19",,,13.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,16.0,2.4,,7.5,,,5.0,22.0,15.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,14.0,4.0,13.0,380.0,0.0,29
,15.0,,,,50.0,2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,16.0,,,48.3,28.0,TEN,,,1.0,"W, 20-13",,,14.0,0.0,0.0,,0.0,0.0,,JAX,2.0,,17.0,3.3,,26.0,,,13.0,49.0,26.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,9.0,14.0,4.0,389.0,0.0,29
,13.0,,,,60.0,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,17.0,,,43.5,30.0,IND,,,3.0,"L, 23-26 (OT)",,,15.0,0.0,0.0,,0.0,0.0,,JAX,5.0,,18.0,2.4,,9.7,,,5.8,31.0,29.0,0.0,,,@,False,etietr00,2024,etietr00_2024_gamelog.csv,15.0,9.0,14.0,404.0,0.0,29
