AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,injured,player_id,season,source_file,touches_prev,touches_prev_2,touches_prev_3,career_touches_prior,prior_multiweek_prev,age
,150.0,,,,75.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,54.0,494.0,,,,39.0,3-12,,,,0.0,0.0,,2.0,0.0,,,52.0,,,3.7,,6.5,,,4.9,558.0,254.0,0.0,,,,False,etietr00,2024,etietr00_2024_gamelog.csv,13.0,15.0,9.0,417.0,0.0,29
,6.0,,,,100.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,35.0,1.0,,,52.4,33.0,SFO,,,2.0,"L, 7-30",,,1.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,1.0,5.2,,1.0,,,1.0,31.0,2.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,0.0,0.0,0.0,0.0,0.0,28
,10.0,,,,33.3,2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,36.0,2.0,,,57.4,31.0,CLE,,,1.0,"W, 26-22",,,2.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,2.0,4.3,,0.0,,,0.0,43.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,6.0,0.0,0.0,6.0,0.0,28
,19.0,,,,0.0,2023-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,37.0,3.0,,,50.0,31.0,LVR,,,0.0,"W, 23-18",,,3.0,3.4,1.0,,0.0,0.0,,PIT,1.0,@,3.0,3.4,,,,,0.0,65.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,10.0,6.0,0.0,16.0,0.0,28
,14.0,,,,50.0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,38.0,4.0,,,49.2,29.0,HOU,,,1.0,"L, 6-30",,,4.0,0.0,0.0,,0.0,0.0,,PIT,2.0,@,4.0,5.1,,32.0,,,16.0,71.0,32.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,19.0,10.0,6.0,35.0,0.0,28
,14.0,,,,100.0,2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,39.0,5.0,,,56.1,37.0,BAL,,,1.0,"W, 17-10",,,5.0,0.0,0.0,,0.0,0.0,,PIT,1.0,,5.0,2.6,,3.0,,,3.0,37.0,3.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,14.0,19.0,10.0,49.0,0.0,28
,14.0,,,,100.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,40.0,6.0,,,57.6,34.0,LAR,,,3.0,"W, 24-17",,,6.0,0.0,0.0,,1.0,0.0,,PIT,3.0,@,7.0,3.8,,5.0,,,5.0,53.0,15.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,14.0,14.0,19.0,63.0,0.0,28
,7.0,,,,100.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,41.0,7.0,,,52.2,35.0,JAX,,,5.0,"L, 10-20",,,7.0,0.0,0.0,,0.0,0.0,,PIT,5.0,,8.0,1.9,,8.4,,,8.4,13.0,42.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,14.0,14.0,14.0,77.0,0.0,28
,16.0,,,,50.0,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,42.0,8.0,,,58.5,38.0,TEN,,,2.0,"W, 20-16",,,8.0,0.0,0.0,,1.0,0.0,,PIT,4.0,,9.0,4.3,,3.5,,,1.8,69.0,7.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,7.0,14.0,14.0,84.0,0.0,28
,16.0,,,,75.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,43.0,9.0,,,50.8,33.0,GNB,,,3.0,"W, 23-19",,,9.0,0.0,0.0,,1.0,0.0,,PIT,4.0,,10.0,5.1,,4.7,,,3.5,82.0,14.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,16.0,7.0,14.0,100.0,0.0,28
,12.0,,,,50.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,44.0,10.0,,,56.9,33.0,CLE,,,1.0,"L, 10-13",,,10.0,0.0,0.0,,0.0,0.0,,PIT,2.0,@,11.0,2.9,,1.0,,,0.5,35.0,1.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,16.0,16.0,7.0,116.0,0.0,28
,15.0,,,,,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,45.0,11.0,,,53.5,38.0,CIN,,,0.0,"W, 16-10",,,11.0,4.2,1.0,,1.0,0.0,,PIT,0.0,@,12.0,6.6,,,,,,99.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,12.0,16.0,16.0,128.0,0.0,28
,16.0,,,,66.7,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,12.0,,,59.0,36.0,ARI,,,2.0,"L, 10-24",,,12.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,13.0,3.9,,7.0,,,4.7,63.0,14.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,15.0,12.0,16.0,143.0,0.0,28
,12.0,,,,100.0,2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,13.0,,,57.1,40.0,NWE,,,3.0,"L, 18-21",,,13.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,14.0,2.4,,6.3,,,6.3,29.0,19.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,16.0,15.0,12.0,159.0,0.0,28
,12.0,,,,,2023-12-16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,48.0,14.0,,,34.5,20.0,IND,,,0.0,"L, 13-30",,,14.0,0.0,0.0,,0.0,0.0,,PIT,0.0,@,15.0,2.8,,,,,,33.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,12.0,16.0,15.0,171.0,0.0,28
,19.0,,,,,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,15.0,,,44.1,26.0,CIN,,,0.0,"W, 34-11",,,15.0,0.0,0.0,,1.0,0.0,,PIT,0.0,,16.0,4.1,,,,,,78.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,12.0,12.0,16.0,183.0,0.0,28
,27.0,,,,,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,16.0,,,52.8,38.0,SEA,,,0.0,"W, 30-23",,,16.0,3.6,1.0,,2.0,0.0,,PIT,0.0,@,17.0,4.5,,,,,,122.0,0.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,19.0,12.0,12.0,202.0,0.0,28
,26.0,,,,100.0,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,51.0,17.0,,,59.7,37.0,BAL,,,5.0,"W, 17-10",,,17.0,3.7,1.0,,1.0,0.0,,PIT,5.0,@,18.0,4.3,,4.2,,,4.2,112.0,21.0,0.0,,,,False,harrna00,2023,harrna00_2023_gamelog.csv,27.0,19.0,12.0,229.0,0.0,28
,20.0,,,,50.0,2024-09-08,0.0,0.0,,,,,,*,52.0,1.0,,,55.9,38.0,ATL,,,1.0,"W, 18-10",,,1.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,1.0,3.5,,9.0,,,4.5,70.0,9.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,26.0,27.0,19.0,255.0,0.0,29
,17.0,,,,50.0,2024-09-15,0.0,0.0,,,,,,*,53.0,2.0,,,45.5,30.0,DEN,,,1.0,"W, 13-6",,,2.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,2.0,4.1,,5.0,,,2.5,69.0,5.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,20.0,26.0,27.0,275.0,0.0,29
,18.0,,,,100.0,2024-09-22,0.0,0.0,,,,,,*,54.0,3.0,,,58.8,40.0,LAC,,,5.0,"W, 20-10",,,3.0,0.0,0.0,,0.0,0.0,,PIT,5.0,,3.0,3.9,,3.2,,,3.2,70.0,16.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,17.0,20.0,26.0,292.0,0.0,29
,13.0,,,,50.0,2024-09-29,0.0,0.0,,,,,,*,55.0,4.0,,,68.6,48.0,IND,,,3.0,"L, 24-27",,,4.0,0.0,0.0,,0.0,0.0,,PIT,6.0,,4.0,1.5,,18.0,,,9.0,19.0,54.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,18.0,17.0,20.0,310.0,0.0,29
,14.0,,,,100.0,2024-10-06,0.0,0.0,,,,,,*,56.0,5.0,,,74.1,43.0,DAL,,,2.0,"L, 17-20",,,5.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,5.0,3.0,,17.5,,,17.5,42.0,35.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,13.0,18.0,17.0,323.0,0.0,29
,14.0,,,,100.0,2024-10-13,0.0,0.0,,,,,,*,57.0,6.0,,,46.3,31.0,LVR,,,2.0,"W, 32-13",,,6.0,4.0,1.0,,1.0,0.0,,PIT,2.0,,6.0,7.6,,8.0,,,8.0,106.0,16.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,14.0,13.0,18.0,337.0,0.0,29
,21.0,,,,0.0,2024-10-20,0.0,0.0,,,,,,*,58.0,7.0,,,48.5,33.0,NYJ,,,0.0,"W, 37-15",,,7.0,0.0,0.0,,1.0,0.0,,PIT,1.0,,7.0,4.9,,,,,0.0,102.0,0.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,14.0,14.0,13.0,351.0,0.0,29
,19.0,,,,75.0,2024-10-28,0.0,0.0,,,,,,*,59.0,8.0,,,59.1,39.0,NYG,,,3.0,"W, 26-18",,,8.0,0.0,0.0,,0.0,0.0,,PIT,4.0,,8.0,6.0,,5.7,,,4.3,114.0,17.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,21.0,14.0,14.0,372.0,0.0,29
,21.0,,,,,2024-11-10,0.0,0.0,,,,,,*,60.0,9.0,,,47.4,37.0,WAS,,,0.0,"W, 28-27",,,9.0,0.0,0.0,,1.0,0.0,,PIT,0.0,,10.0,2.5,,,,,,53.0,0.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,19.0,21.0,14.0,391.0,0.0,29
,18.0,,,,80.0,2024-11-17,0.0,0.0,,,,,,*,61.0,10.0,,,57.7,45.0,BAL,,,4.0,"W, 18-16",,,10.0,0.0,0.0,,0.0,0.0,,PIT,5.0,,11.0,3.5,,7.5,,,6.0,63.0,30.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,21.0,19.0,21.0,412.0,0.0,29
,16.0,,,,100.0,2024-11-21,0.0,0.0,,,,,,*,62.0,11.0,,,39.1,27.0,CLE,,,2.0,"L, 19-24",,,11.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,12.0,2.6,,6.5,,,6.5,41.0,13.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,18.0,21.0,19.0,430.0,0.0,29
,16.0,,,,100.0,2024-12-01,0.0,0.0,,,,,,*,63.0,12.0,,,52.2,36.0,CIN,,,6.0,"W, 44-38",,,12.0,3.0,1.0,,1.0,0.0,,PIT,6.0,,13.0,4.7,,9.0,,,9.0,75.0,54.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,16.0,18.0,21.0,446.0,0.0,29
,16.0,,,,,2024-12-08,0.0,0.0,,,,,,*,64.0,13.0,,,41.5,27.0,CLE,,,0.0,"W, 27-14",,,13.0,0.0,0.0,,1.0,0.0,,PIT,0.0,,14.0,3.3,,,,,,53.0,0.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,16.0,16.0,18.0,462.0,0.0,29
,6.0,,,,100.0,2024-12-15,0.0,0.0,,,,,,*,65.0,14.0,,,32.6,14.0,PHI,,,1.0,"L, 13-27",,,14.0,0.0,0.0,,0.0,0.0,,PIT,1.0,,15.0,2.3,,7.0,,,7.0,14.0,7.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,16.0,16.0,16.0,478.0,0.0,29
,9.0,,,,0.0,2024-12-21,0.0,0.0,,,,,,*,66.0,15.0,,,28.3,17.0,BAL,,,0.0,"L, 17-34",,,15.0,0.0,0.0,,0.0,0.0,,PIT,1.0,,16.0,4.7,,,,,0.0,42.0,0.0,,,,@,False,harrna00,2024,harrna00_2024_gamelog.csv,6.0,16.0,16.0,484.0,0.0,29
,13.0,,,,50.0,2024-12-25,0.0,0.0,,,,,,*,67.0,16.0,,,45.3,34.0,KAN,,,2.0,"L, 10-29",,,16.0,0.0,0.0,,0.0,0.0,,PIT,4.0,,17.0,5.7,,3.5,,,1.8,74.0,7.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,9.0,6.0,16.0,493.0,0.0,29
,12.0,,,,80.0,2025-01-04,0.0,0.0,,,,,,*,68.0,17.0,,,49.2,30.0,CIN,,,4.0,"L, 17-19",,,17.0,0.0,0.0,,1.0,0.0,,PIT,5.0,,18.0,3.0,,5.0,,,4.0,36.0,20.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,13.0,9.0,6.0,506.0,0.0,29
,263.0,,,,75.0,,0.0,0.0,,,,,,,,,,,50.4,569.0,,,,36.0,10-7,,,,0.4,2.0,,6.0,0.0,,,48.0,,,4.0,,7.9,,,5.9,1043.0,283.0,,,,,False,harrna00,2024,harrna00_2024_gamelog.csv,12.0,13.0,9.0,518.0,0.0,29
,15.0,0.0,0.0,,66.7,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,103.0,1.0,0.0,,47.6,30.0,NOR,,,2.0,"L, 15-16",,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,3.0,@,1.0,4.2,,28.0,,,18.7,63.0,56.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,0.0,0.0,0.0,0.0,0.0,28
,25.0,0.0,0.0,,75.0,2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,104.0,2.0,0.0,,70.8,46.0,LAC,,,3.0,"W, 27-24 (OT)",,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,TEN,4.0,,2.0,3.2,,5.0,,,3.8,80.0,15.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,15.0,0.0,0.0,15.0,0.0,28
,11.0,0.0,0.0,,,2023-09-24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,105.0,3.0,0.0,,37.5,18.0,CLE,,,0.0,"L, 3-27",,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,@,3.0,1.8,,,,,,20.0,0.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,25.0,15.0,0.0,40.0,0.0,28
22.0,22.0,1.0,1.0,100.0,100.0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,106.0,4.0,0.0,,59.1,39.0,CIN,,118.7,1.0,"W, 27-3",,,4.0,0.0,0.0,0.0,1.0,0.0,1.0,TEN,1.0,,4.0,5.5,2.0,11.0,,,11.0,122.0,11.0,2.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,11.0,25.0,15.0,51.0,0.0,28
0.0,13.0,1.0,0.0,0.0,100.0,2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,107.0,5.0,0.0,,61.7,37.0,IND,,39.6,3.0,"L, 16-23",,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,3.0,@,5.0,3.3,0.0,6.3,,,6.3,43.0,19.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,22.0,11.0,25.0,73.0,0.0,28
,12.0,0.0,0.0,,100.0,2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,108.0,6.0,0.0,,52.7,29.0,BAL,,,2.0,"L, 16-24",,,6.0,0.0,0.0,0.0,1.0,0.0,0.0,TEN,2.0,,6.0,8.1,,8.0,,,8.0,97.0,16.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,13.0,22.0,11.0,86.0,0.0,28
,22.0,0.0,0.0,,100.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,109.0,7.0,0.0,,64.7,44.0,ATL,,,4.0,"W, 28-23",,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,4.0,,8.0,4.6,,5.3,,,5.3,101.0,21.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,12.0,13.0,22.0,98.0,0.0,28
,17.0,0.0,0.0,,75.0,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,110.0,8.0,0.0,,48.6,36.0,PIT,,,3.0,"L, 16-20",,,8.0,0.0,0.0,0.0,1.0,0.0,0.0,TEN,4.0,@,9.0,4.4,,9.0,,,6.8,75.0,27.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,22.0,12.0,13.0,120.0,0.0,28
,11.0,0.0,0.0,,100.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,111.0,9.0,0.0,,42.9,27.0,TAM,,,1.0,"L, 6-20",,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,1.0,@,10.0,2.2,,-4.0,,,-4.0,24.0,-4.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,17.0,22.0,12.0,137.0,0.0,28
,10.0,0.0,0.0,,50.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,112.0,10.0,0.0,,62.5,25.0,JAX,,,1.0,"L, 14-34",,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,2.0,@,11.0,3.8,,6.0,,,3.0,38.0,6.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,11.0,17.0,22.0,148.0,0.0,28
,18.0,0.0,0.0,,50.0,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,113.0,11.0,0.0,,64.2,34.0,CAR,,,1.0,"W, 17-10",,,11.0,0.0,0.0,0.0,2.0,0.0,0.0,TEN,2.0,,12.0,4.2,,0.0,,,0.0,76.0,0.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,10.0,11.0,17.0,158.0,0.0,28
,21.0,0.0,0.0,,50.0,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,114.0,12.0,0.0,,40.0,34.0,IND,,,1.0,"L, 28-31 (OT)",,,12.0,0.0,0.0,0.0,2.0,0.0,0.0,TEN,2.0,,13.0,4.9,,18.0,,,9.0,102.0,18.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,18.0,10.0,11.0,176.0,0.0,28
,17.0,0.0,0.0,,50.0,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,115.0,13.0,0.0,,47.9,34.0,MIA,,,1.0,"W, 28-27",,,13.0,0.0,0.0,0.0,2.0,0.0,0.0,TEN,2.0,@,14.0,2.0,,17.0,,,8.5,34.0,17.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,21.0,18.0,10.0,197.0,0.0,28
,16.0,0.0,0.0,,100.0,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,116.0,14.0,0.0,,54.0,34.0,HOU,,,4.0,"L, 16-19 (OT)",,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,4.0,,15.0,0.6,,0.3,,,0.3,9.0,1.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,17.0,21.0,18.0,214.0,0.0,28
32.0,19.0,1.0,1.0,100.0,100.0,2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,117.0,15.0,0.0,,48.5,32.0,SEA,,156.2,1.0,"L, 17-20",,,15.0,0.0,0.0,0.0,1.0,0.0,1.0,TEN,1.0,,16.0,4.6,12.0,11.0,,,11.0,88.0,11.0,12.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,16.0,17.0,21.0,230.0,0.0,28
,12.0,0.0,0.0,,0.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,118.0,16.0,0.0,,41.8,23.0,HOU,,,0.0,"L, 3-26",,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,1.0,@,17.0,3.5,,,,,0.0,42.0,0.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,19.0,16.0,17.0,249.0,0.0,28
,19.0,0.0,0.0,,,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,119.0,17.0,0.0,,65.5,36.0,JAX,,,0.0,"W, 28-20",,,17.0,0.0,0.0,0.0,1.0,0.0,0.0,TEN,0.0,,18.0,8.1,,,,,,153.0,0.0,0.0,0.0,0.0,,False,henrde00,2023,henrde00_2023_gamelog.csv,12.0,19.0,16.0,261.0,0.0,28
,13.0,,,,0.0,2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,120.0,1.0,,,46.3,37.0,KAN,,,0.0,"L, 20-27",,,1.0,0.0,0.0,,1.0,0.0,,BAL,2.0,,1.0,3.5,,,,,0.0,46.0,0.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,19.0,12.0,19.0,280.0,0.0,29
,18.0,,,,100.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,121.0,2.0,,,46.2,30.0,LVR,,,1.0,"L, 23-26",,,2.0,0.0,0.0,,1.0,0.0,,BAL,1.0,,2.0,4.7,,12.0,,,12.0,84.0,12.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,13.0,19.0,12.0,293.0,0.0,29
,25.0,,,,100.0,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,122.0,3.0,,,58.7,37.0,DAL,,,1.0,"W, 28-25",,,3.0,0.0,0.0,,2.0,0.0,,BAL,1.0,,3.0,6.0,,23.0,,,23.0,151.0,23.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,18.0,13.0,19.0,311.0,0.0,29
,24.0,,,,100.0,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,123.0,4.0,,,64.9,37.0,BUF,,,3.0,"W, 35-10",,,4.0,0.0,0.0,,1.0,1.0,,BAL,3.0,,4.0,8.3,,3.3,,,3.3,199.0,10.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,25.0,18.0,13.0,336.0,0.0,29
,15.0,,,,100.0,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,124.0,5.0,,,50.0,39.0,CIN,,,1.0,"W, 41-38 (OT)",,,5.0,0.0,0.0,,1.0,0.0,,BAL,1.0,,5.0,6.1,,4.0,,,4.0,92.0,4.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,24.0,25.0,18.0,360.0,0.0,29
,24.0,,,,,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,125.0,6.0,,,63.2,43.0,WAS,,,0.0,"W, 30-23",,,6.0,0.0,0.0,,2.0,0.0,,BAL,0.0,,6.0,5.5,,,,,,132.0,0.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,15.0,24.0,25.0,375.0,0.0,29
,15.0,,,,100.0,2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,126.0,7.0,,,57.6,34.0,TAM,,,1.0,"W, 41-31",,,7.0,0.0,0.0,,0.0,1.0,,BAL,1.0,,7.0,11.3,,13.0,,,13.0,169.0,13.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,24.0,15.0,24.0,399.0,0.0,29
,11.0,,,,100.0,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,127.0,8.0,,,51.5,35.0,CLE,,,1.0,"L, 24-29",,,8.0,0.0,0.0,,1.0,0.0,,BAL,1.0,,8.0,6.6,,4.0,,,4.0,73.0,4.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,15.0,24.0,15.0,414.0,0.0,29
,23.0,,,,100.0,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,128.0,9.0,,,61.4,35.0,DEN,,,1.0,"W, 41-10",,,9.0,0.0,0.0,,2.0,0.0,,BAL,1.0,,9.0,4.6,,27.0,,,27.0,106.0,27.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,11.0,15.0,24.0,425.0,0.0,29
,16.0,,,,100.0,2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,129.0,10.0,,,61.9,39.0,CIN,,,1.0,"W, 35-34",,,10.0,0.0,0.0,,1.0,0.0,,BAL,1.0,,10.0,4.3,,3.0,,,3.0,68.0,3.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,23.0,11.0,15.0,448.0,0.0,29
,13.0,,,,,2024-11-17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,130.0,11.0,,,49.2,30.0,PIT,,,0.0,"L, 16-18",,,11.0,0.0,0.0,,1.0,0.0,,BAL,0.0,,11.0,5.0,,,,,,65.0,0.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,16.0,23.0,11.0,464.0,0.0,29
,24.0,,,,,2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,131.0,12.0,,,60.0,39.0,LAC,,,0.0,"W, 30-23",,,12.0,0.0,0.0,,0.0,0.0,,BAL,0.0,,12.0,5.8,,,,,,140.0,0.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,13.0,16.0,23.0,477.0,0.0,29
,19.0,,,,100.0,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,132.0,13.0,,,51.4,37.0,PHI,,,3.0,"L, 19-24",,,13.0,0.0,0.0,,0.0,0.0,,BAL,3.0,,13.0,4.3,,9.7,,,9.7,82.0,29.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,24.0,13.0,16.0,501.0,0.0,29
,14.0,,,,,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,133.0,14.0,,,45.8,27.0,NYG,,,0.0,"W, 35-14",,,14.0,0.0,0.0,,0.0,0.0,,BAL,0.0,,15.0,4.8,,,,,,67.0,0.0,0.0,,,@,False,henrde00,2024,henrde00_2024_gamelog.csv,19.0,24.0,13.0,520.0,0.0,29
,24.0,,,,100.0,2024-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,134.0,15.0,,,74.2,46.0,PIT,,,2.0,"W, 34-17",,,15.0,0.0,0.0,,0.0,0.0,,BAL,2.0,,16.0,6.8,,13.5,,,13.5,162.0,27.0,0.0,,,,False,henrde00,2024,henrde00_2024_gamelog.csv,14.0,19.0,24.0,534.0,0.0,29
