player,player_id,pfr_url
Saquon Barkley,BarkSa00,https://www.pro-football-reference.com/players/B/BarkSa00.htm
Derrick Henry,HenrDe00,https://www.pro-football-reference.com/players/H/HenrDe00.htm
Kyren Williams,WillKy02,https://www.pro-football-reference.com/players/W/WillKy02.htm
Bijan Robinson,RobiBi01,https://www.pro-football-reference.com/players/R/RobiBi01.htm
Jonathan Taylor,TaylJo02,https://www.pro-football-reference.com/players/T/TaylJo02.htm
Josh Jacobs,JacoJo01,https://www.pro-football-reference.com/players/J/JacoJo01.htm
Najee Harris,HarrNa00,https://www.pro-football-reference.com/players/H/HarrNa00.htm
Tony Pollard,PollTo00,https://www.pro-football-reference.com/players/P/PollTo00.htm
Aaron Jones,JoneAa00,https://www.pro-football-reference.com/players/J/JoneAa00.htm
D'Andre Swift,SwifDA00,https://www.pro-football-reference.com/players/S/SwifDA00.htm
Jahmyr Gibbs,GibbJa01,https://www.pro-football-reference.com/players/G/GibbJa01.htm
Chuba Hubbard,HubbCh01,https://www.pro-football-reference.com/players/H/HubbCh01.htm
Joe Mixon,MixoJo00,https://www.pro-football-reference.com/players/M/MixoJo00.htm
James Conner,ConnJa00,https://www.pro-football-reference.com/players/C/ConnJa00.htm
Rico Dowdle,DowdRi01,https://www.pro-football-reference.com/players/D/DowdRi01.htm
Chase Brown,BrowCh10,https://www.pro-football-reference.com/players/B/BrowCh10.htm
Alvin Kamara,KamaAl00,https://www.pro-football-reference.com/players/K/KamaAl00.htm
Breece Hall,HallBr03,https://www.pro-football-reference.com/players/H/HallBr03.htm
James Cook,CookJa01,https://www.pro-football-reference.com/players/C/CookJa01.htm
Bucky Irving,IrviBu00,https://www.pro-football-reference.com/players/I/IrviBu00.htm
Rhamondre Stevenson,StevRh00,https://www.pro-football-reference.com/players/S/StevRh00.htm
De'Von Achane,AchaDe00,https://www.pro-football-reference.com/players/A/AchaDe00.htm
Kareem Hunt,HuntKa00,https://www.pro-football-reference.com/players/H/HuntKa00.htm
J.K. Dobbins,DobbJK00,https://www.pro-football-reference.com/players/D/DobbJK00.htm
Tyrone Tracy Jr.,TracTy00,https://www.pro-football-reference.com/players/T/TracTy00.htm
