AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,player_id,season,source_file,injured
,12.0,0.0,0.0,,0.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,118.0,16.0,0.0,,41.8,23.0,HOU,,,0.0,"L, 3-26",,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,1.0,@,17.0,3.5,,,,,0.0,42.0,0.0,0.0,0.0,0.0,henrde00,2023,henrde00_2023_gamelog.csv,False
,19.0,0.0,0.0,,,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,119.0,17.0,0.0,,65.5,36.0,JAX,,,0.0,"W, 28-20",,,17.0,0.0,0.0,0.0,1.0,0.0,0.0,TEN,0.0,,18.0,8.1,,,,,,153.0,0.0,0.0,0.0,0.0,henrde00,2023,henrde00_2023_gamelog.csv,False
,6.0,,,,100.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,35.0,1.0,,,52.4,33.0,SFO,,,2.0,"L, 7-30",,,1.0,0.0,0.0,,0.0,0.0,,PIT,2.0,,1.0,5.2,,1.0,,,1.0,31.0,2.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,10.0,,,,33.3,2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,36.0,2.0,,,57.4,31.0,CLE,,,1.0,"W, 26-22",,,2.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,2.0,4.3,,0.0,,,0.0,43.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,19.0,,,,0.0,2023-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,37.0,3.0,,,50.0,31.0,LVR,,,0.0,"W, 23-18",,,3.0,3.4,1.0,,0.0,0.0,,PIT,1.0,@,3.0,3.4,,,,,0.0,65.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,14.0,,,,50.0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,38.0,4.0,,,49.2,29.0,HOU,,,1.0,"L, 6-30",,,4.0,0.0,0.0,,0.0,0.0,,PIT,2.0,@,4.0,5.1,,32.0,,,16.0,71.0,32.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,14.0,,,,100.0,2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,39.0,5.0,,,56.1,37.0,BAL,,,1.0,"W, 17-10",,,5.0,0.0,0.0,,0.0,0.0,,PIT,1.0,,5.0,2.6,,3.0,,,3.0,37.0,3.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,14.0,,,,100.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,40.0,6.0,,,57.6,34.0,LAR,,,3.0,"W, 24-17",,,6.0,0.0,0.0,,1.0,0.0,,PIT,3.0,@,7.0,3.8,,5.0,,,5.0,53.0,15.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,7.0,,,,100.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,41.0,7.0,,,52.2,35.0,JAX,,,5.0,"L, 10-20",,,7.0,0.0,0.0,,0.0,0.0,,PIT,5.0,,8.0,1.9,,8.4,,,8.4,13.0,42.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,16.0,,,,50.0,2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,42.0,8.0,,,58.5,38.0,TEN,,,2.0,"W, 20-16",,,8.0,0.0,0.0,,1.0,0.0,,PIT,4.0,,9.0,4.3,,3.5,,,1.8,69.0,7.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,16.0,,,,75.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,43.0,9.0,,,50.8,33.0,GNB,,,3.0,"W, 23-19",,,9.0,0.0,0.0,,1.0,0.0,,PIT,4.0,,10.0,5.1,,4.7,,,3.5,82.0,14.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,12.0,,,,50.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,44.0,10.0,,,56.9,33.0,CLE,,,1.0,"L, 10-13",,,10.0,0.0,0.0,,0.0,0.0,,PIT,2.0,@,11.0,2.9,,1.0,,,0.5,35.0,1.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,15.0,,,,,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,45.0,11.0,,,53.5,38.0,CIN,,,0.0,"W, 16-10",,,11.0,4.2,1.0,,1.0,0.0,,PIT,0.0,@,12.0,6.6,,,,,,99.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,16.0,,,,66.7,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,12.0,,,59.0,36.0,ARI,,,2.0,"L, 10-24",,,12.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,13.0,3.9,,7.0,,,4.7,63.0,14.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,12.0,,,,100.0,2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,13.0,,,57.1,40.0,NWE,,,3.0,"L, 18-21",,,13.0,0.0,0.0,,0.0,0.0,,PIT,3.0,,14.0,2.4,,6.3,,,6.3,29.0,19.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,12.0,,,,,2023-12-16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,48.0,14.0,,,34.5,20.0,IND,,,0.0,"L, 13-30",,,14.0,0.0,0.0,,0.0,0.0,,PIT,0.0,@,15.0,2.8,,,,,,33.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,19.0,,,,,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,15.0,,,44.1,26.0,CIN,,,0.0,"W, 34-11",,,15.0,0.0,0.0,,1.0,0.0,,PIT,0.0,,16.0,4.1,,,,,,78.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,27.0,,,,,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,16.0,,,52.8,38.0,SEA,,,0.0,"W, 30-23",,,16.0,3.6,1.0,,2.0,0.0,,PIT,0.0,@,17.0,4.5,,,,,,122.0,0.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,26.0,,,,100.0,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,51.0,17.0,,,59.7,37.0,BAL,,,5.0,"W, 17-10",,,17.0,3.7,1.0,,1.0,0.0,,PIT,5.0,@,18.0,4.3,,4.2,,,4.2,112.0,21.0,0.0,,,harrna00,2023,harrna00_2023_gamelog.csv,False
,18.0,,,,100.0,2023-09-10,0.0,0.0,,,,,,*,18.0,1.0,,,80.0,56.0,IND,,,5.0,"W, 31-21",,,1.0,0.0,0.0,,1.0,0.0,,JAX,5.0,@,1.0,4.3,,5.4,,,5.4,77.0,27.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,12.0,,,,66.7,2023-09-17,0.0,0.0,,,,,,*,19.0,2.0,,,71.6,48.0,KAN,,,2.0,"L, 9-17",,,2.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,2.0,3.3,,1.0,,,0.7,40.0,2.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,19.0,,,,80.0,2023-09-24,0.0,0.0,,,,,,*,20.0,3.0,,,71.2,52.0,HOU,,,4.0,"L, 17-37",,,3.0,0.0,0.0,,0.0,0.0,,JAX,5.0,,3.0,4.6,,12.5,,,10.0,88.0,50.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,20.0,,,,100.0,2023-10-01,0.0,0.0,,,,,,*,21.0,4.0,,,84.8,56.0,ATL,,,3.0,"W, 23-7",,,4.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,4.0,2.8,,5.7,,,5.7,55.0,17.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,26.0,,,,80.0,2023-10-08,0.0,0.0,,,,,,*,22.0,5.0,,,83.0,73.0,BUF,,,4.0,"W, 25-20",,,5.0,0.0,0.0,,2.0,0.0,,JAX,5.0,@,5.0,5.2,,12.0,,,9.6,136.0,48.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,18.0,,,,100.0,2023-10-15,0.0,0.0,,,,,,*,23.0,6.0,,,79.7,51.0,IND,,,3.0,"W, 37-20",,,6.0,0.0,0.0,,2.0,0.0,,JAX,3.0,,6.0,3.1,,9.3,,,9.3,55.0,28.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,14.0,,,,60.0,2023-10-19,0.0,0.0,,,,,,*,24.0,7.0,,,87.5,49.0,NOR,,,3.0,"W, 31-24",,,7.0,0.0,0.0,,2.0,0.0,,JAX,5.0,@,7.0,3.8,,8.0,,,4.8,53.0,24.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,24.0,,,,50.0,2023-10-29,0.0,0.0,,,,,,*,25.0,8.0,,,88.7,63.0,PIT,,,3.0,"W, 20-10",,,8.0,0.0,0.0,,0.0,1.0,,JAX,6.0,@,8.0,3.3,,23.3,,,11.7,79.0,70.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,9.0,,,,50.0,2023-11-12,0.0,0.0,,,,,,*,26.0,9.0,,,61.4,35.0,SFO,,,2.0,"L, 3-34",,,9.0,0.0,0.0,,0.0,0.0,,JAX,4.0,,10.0,3.9,,4.5,,,2.3,35.0,9.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,14.0,,,,100.0,2023-11-19,0.0,0.0,,,,,,*,27.0,10.0,,,66.2,47.0,TEN,,,3.0,"W, 34-14",,,10.0,0.0,0.0,,0.0,0.0,,JAX,3.0,,11.0,3.7,,2.3,,,2.3,52.0,7.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,20.0,,,,66.7,2023-11-26,0.0,0.0,,,,,,*,28.0,11.0,,,61.8,47.0,HOU,,,4.0,"W, 24-21",,,11.0,0.0,0.0,,0.0,0.0,,JAX,6.0,@,12.0,2.8,,7.5,,,5.0,56.0,30.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,11.0,,,,100.0,2023-12-04,0.0,0.0,,,,,,*,29.0,12.0,,,62.3,43.0,CIN,,,4.0,"L, 31-34 (OT)",,,12.0,0.0,0.0,,1.0,0.0,,JAX,4.0,,13.0,4.1,,8.5,,,8.5,45.0,34.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,14.0,,,,100.0,2023-12-10,0.0,0.0,,,,,,*,30.0,13.0,,,77.6,59.0,CLE,,,4.0,"L, 27-31",,,13.0,0.0,0.0,,1.0,0.0,,JAX,4.0,@,14.0,2.5,,9.3,,,9.3,35.0,37.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,10.0,,,,66.7,2023-12-17,0.0,0.0,,,,,,*,31.0,14.0,,,69.4,43.0,BAL,,,4.0,"L, 7-23",,,14.0,0.0,0.0,,0.0,0.0,,JAX,6.0,,15.0,3.1,,7.0,,,4.7,31.0,28.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,6.0,,,,100.0,2023-12-24,0.0,0.0,,,,,,*,32.0,15.0,,,72.7,48.0,TAM,,,3.0,"L, 12-30",,,15.0,0.0,0.0,,0.0,0.0,,JAX,3.0,@,16.0,2.0,,6.3,,,6.3,12.0,19.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,16.0,,,,100.0,2023-12-31,0.0,0.0,,,,,,*,33.0,16.0,,,61.9,39.0,CAR,,,2.0,"W, 26-0",,,16.0,0.0,0.0,,2.0,0.0,,JAX,2.0,,17.0,6.4,,8.0,,,8.0,102.0,16.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,16.0,,,,83.3,2024-01-07,0.0,0.0,,,,,,*,34.0,17.0,,,66.2,47.0,TEN,,,5.0,"L, 20-28",,,17.0,0.0,0.0,,0.0,0.0,,JAX,6.0,@,18.0,3.6,,6.0,,,5.0,57.0,30.0,,,,etietr00,2023,etietr00_2023_gamelog.csv,False
,13.0,,,,60.0,2023-09-10,0.0,0.0,,,,,,*,81.0,1.0,,,62.5,35.0,CLE,,,3.0,"L, 3-24",,,1.0,0.0,0.0,,0.0,0.0,,CIN,5.0,@,1.0,4.3,,5.7,,,3.4,56.0,17.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,13.0,,,,80.0,2023-09-17,0.0,0.0,,,,,,*,82.0,2.0,,,78.3,47.0,BAL,,,4.0,"L, 24-27",,,2.0,0.0,0.0,,0.0,0.0,,CIN,5.0,,2.0,4.5,,9.0,,,7.2,59.0,36.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,19.0,,,,50.0,2023-09-25,0.0,0.0,,,,,,*,83.0,3.0,,,75.3,58.0,LAR,,,1.0,"W, 19-16",,,3.0,0.0,0.0,,1.0,0.0,,CIN,2.0,,3.0,3.4,,5.0,,,2.5,65.0,5.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,14.0,,,,100.0,2023-10-01,0.0,0.0,,,,,,*,84.0,4.0,,,79.2,42.0,TEN,,,1.0,"L, 3-27",,,4.0,0.0,0.0,,0.0,0.0,,CIN,1.0,@,4.0,4.8,,9.0,,,9.0,67.0,9.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,25.0,,,,100.0,2023-10-08,0.0,0.0,,,,,,*,85.0,5.0,,,76.8,63.0,ARI,,,4.0,"W, 34-20",,,5.0,0.0,0.0,,0.0,0.0,,CIN,4.0,@,5.0,3.2,,3.3,,,3.3,81.0,13.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,12.0,,,,75.0,2023-10-15,0.0,0.0,,,,,,*,86.0,6.0,,,70.4,38.0,SEA,,,3.0,"W, 17-13",,,6.0,0.0,0.0,,0.0,0.0,,CIN,4.0,,6.0,3.2,,8.0,,,6.0,38.0,24.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,16.0,,,,100.0,2023-10-29,0.0,0.0,,,,,,*,87.0,7.0,,,74.6,47.0,SFO,,,3.0,"W, 31-17",,,7.0,0.0,0.0,,1.0,0.0,,CIN,3.0,@,8.0,5.4,,7.7,,,7.7,87.0,23.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,14.0,,,,83.3,2023-11-05,0.0,0.0,,,,,,*,88.0,8.0,,,72.9,51.0,BUF,,,5.0,"W, 24-18",,,8.0,0.0,0.0,,1.0,0.0,,CIN,6.0,,9.0,2.6,,6.2,,,5.2,37.0,31.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,11.0,,,,66.7,2023-11-12,0.0,0.0,,,,,,*,89.0,9.0,,,73.4,47.0,HOU,,,2.0,"L, 27-30",,,9.0,0.0,0.0,,1.0,0.0,,CIN,3.0,,10.0,4.2,,-0.5,,,-0.3,46.0,-1.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,16.0,,,,100.0,2023-11-16,0.0,0.0,,,,,,*,90.0,10.0,,,63.9,39.0,BAL,,,5.0,"L, 20-34",,,10.0,0.0,0.0,,0.0,1.0,,CIN,5.0,@,11.0,4.3,,6.2,,,6.2,69.0,31.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,8.0,,,,100.0,2023-11-26,0.0,0.0,,,,,,*,91.0,11.0,,,65.1,28.0,PIT,,,2.0,"L, 10-16",,,11.0,0.0,0.0,,0.0,0.0,,CIN,2.0,,12.0,2.0,,22.0,,,22.0,16.0,44.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,19.0,,,,85.7,2023-12-04,0.0,0.0,,,,,,*,92.0,12.0,,,71.2,52.0,JAX,,,6.0,"W, 34-31 (OT)",,,12.0,0.0,0.0,,2.0,0.0,,CIN,7.0,@,13.0,3.6,,8.2,,,7.0,68.0,49.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,21.0,,,,75.0,2023-12-10,0.0,0.0,,,,,,*,93.0,13.0,,,63.3,38.0,IND,,,3.0,"W, 34-14",,,13.0,0.0,0.0,,1.0,0.0,,CIN,4.0,,14.0,3.8,,15.3,,,11.5,79.0,46.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,10.0,,,,100.0,2023-12-16,0.0,0.0,,,,,,*,94.0,14.0,,,70.0,49.0,MIN,,,3.0,"W, 27-24 (OT)",,,14.0,0.0,0.0,,1.0,0.0,,CIN,3.0,,15.0,4.7,,4.7,,,4.7,47.0,14.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,11.0,,,,50.0,2023-12-23,0.0,0.0,,,,,,*,95.0,15.0,,,59.4,38.0,PIT,,,2.0,"L, 11-34",,,15.0,0.0,0.0,,0.0,0.0,,CIN,4.0,@,16.0,3.9,,3.5,,,1.8,43.0,7.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,21.0,,,,100.0,2023-12-31,0.0,0.0,,,,,,*,96.0,16.0,,,60.8,45.0,KAN,,,4.0,"L, 17-25",,,16.0,0.0,0.0,,0.0,1.0,,CIN,4.0,@,17.0,3.1,,5.5,,,5.5,65.0,22.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,14.0,,,,50.0,2024-01-07,0.0,0.0,,,,,,*,97.0,17.0,,,54.7,35.0,CLE,,,1.0,"W, 31-14",,,17.0,0.0,0.0,,1.0,1.0,,CIN,2.0,,18.0,7.9,,6.0,,,3.0,111.0,6.0,,,,mixojo00,2023,mixojo00_2023_gamelog.csv,False
,16.0,,,,80.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,1.0,,,50.6,41.0,MIA,,,4.0,"L, 34-36",,,1.0,0.0,0.0,,1.0,0.0,,LAC,5.0,,1.0,7.3,,11.8,,,9.4,117.0,47.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,,,,,,2023-09-17,,,,,,,,Inactive,,2.0,,,,,TEN,,,,"L, 24-27 (OT)",,,1.0,,,,,,,LAC,,@,2.0,,,,,,,,,,,,ekelau00,2023,ekelau00_2023_gamelog.csv,True
,,,,,,2023-09-24,,,,,,,,Inactive,,3.0,,,,,MIN,,,,"W, 28-24",,,1.0,,,,,,,LAC,,@,3.0,,,,,,,,,,,,ekelau00,2023,ekelau00_2023_gamelog.csv,True
,,,,,,2023-10-01,,,,,,,,Inactive,,4.0,,,,,LVR,,,,"W, 24-17",,,1.0,,,,,,,LAC,,,4.0,,,,,,,,,,,,ekelau00,2023,ekelau00_2023_gamelog.csv,True
,14.0,,,,66.7,2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,91.0,5.0,,,68.5,50.0,DAL,,,4.0,"L, 17-20",,,2.0,0.0,0.0,,0.0,0.0,,LAC,6.0,,6.0,1.9,,8.8,,,5.8,27.0,35.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,14.0,,,,50.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,92.0,6.0,,,63.5,40.0,KAN,,,1.0,"L, 17-31",,,3.0,0.0,0.0,,0.0,0.0,,LAC,2.0,@,7.0,3.2,,1.0,,,0.5,45.0,1.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,15.0,,,,87.5,2023-10-29,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,93.0,7.0,,,66.7,46.0,CHI,,,7.0,"W, 30-13",,,4.0,0.0,0.0,,0.0,1.0,,LAC,8.0,,8.0,1.9,,13.4,,,11.8,29.0,94.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,14.0,,,,28.6,2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,8.0,,,67.2,39.0,NYJ,,,2.0,"W, 27-6",,,5.0,0.0,0.0,,2.0,0.0,,LAC,7.0,@,9.0,3.4,,11.5,,,3.3,47.0,23.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,19.0,,,,57.1,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,9.0,,,69.4,50.0,DET,,,4.0,"L, 38-41",,,6.0,0.0,0.0,,1.0,0.0,,LAC,7.0,,10.0,3.5,,12.0,,,6.9,67.0,48.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,10.0,,,,66.7,2023-11-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,96.0,10.0,,,70.8,46.0,GNB,,,2.0,"L, 20-23",,,7.0,0.0,0.0,,0.0,0.0,,LAC,3.0,@,11.0,6.4,,3.0,,,2.0,64.0,6.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,10.0,,,,83.3,2023-11-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,97.0,11.0,,,80.3,53.0,BAL,,,5.0,"L, 10-20",,,8.0,0.0,0.0,,0.0,0.0,,LAC,6.0,,12.0,3.2,,6.4,,,5.3,32.0,32.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,14.0,,,,66.7,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,98.0,12.0,,,57.4,35.0,NWE,,,2.0,"W, 6-0",,,9.0,0.0,0.0,,0.0,0.0,,LAC,3.0,@,13.0,1.3,,4.5,,,3.0,18.0,9.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,10.0,,,,71.4,2023-12-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,99.0,13.0,,,72.1,49.0,DEN,,,5.0,"L, 7-24",,,10.0,0.0,0.0,,1.0,0.0,,LAC,7.0,,14.0,5.1,,9.8,,,7.0,51.0,49.0,-1.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,5.0,,,,66.7,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,100.0,14.0,,,40.0,26.0,LVR,,,4.0,"L, 21-63",,,11.0,0.0,0.0,,0.0,0.0,,LAC,6.0,@,15.0,1.8,,7.3,,,4.8,9.0,29.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,15.0,,,,75.0,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,101.0,15.0,,,64.3,45.0,BUF,,,3.0,"L, 22-24",,,12.0,0.0,0.0,,0.0,0.0,,LAC,4.0,,16.0,4.3,,7.0,,,5.3,65.0,21.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,13.0,,,,50.0,2023-12-31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,102.0,16.0,,,72.3,47.0,DEN,,,1.0,"L, 9-16",,,13.0,0.0,0.0,,0.0,0.0,,LAC,2.0,@,17.0,3.5,,4.0,,,2.0,46.0,4.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,10.0,,,,87.5,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,103.0,17.0,,,75.9,63.0,KAN,,,7.0,"L, 12-13",,,14.0,0.0,0.0,,0.0,0.0,,LAC,8.0,,18.0,1.1,,5.4,,,4.8,11.0,38.0,0.0,,,ekelau00,2023,ekelau00_2023_gamelog.csv,False
,18.0,,,,100.0,2023-09-10,0.0,0.0,,,,,,*,76.0,1.0,,,48.6,36.0,CIN,,,4.0,"W, 24-3",,,1.0,0.0,0.0,,0.0,0.0,,CLE,4.0,,1.0,5.9,,5.3,,,5.3,106.0,21.0,,,,chubni00,2023,chubni00_2023_gamelog.csv,False
,10.0,,,,,2023-09-18,0.0,0.0,,,,,,*,77.0,2.0,,,20.7,18.0,PIT,,,0.0,"L, 22-26",,,2.0,0.0,0.0,,0.0,0.0,,CLE,0.0,@,2.0,6.4,,,,,,64.0,0.0,,,,chubni00,2023,chubni00_2023_gamelog.csv,False
,,,,,,2023-09-24,,,,,,,,Did Not Play,,3.0,,,,,TEN,,,,"W, 27-3",,,2.0,,,,,,,CLE,,,3.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-10-01,,,,,,,,Did Not Play,,4.0,,,,,BAL,,,,"L, 3-28",,,2.0,,,,,,,CLE,,,4.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-10-15,,,,,,,,Did Not Play,,5.0,,,,,SFO,,,,"W, 19-17",,,2.0,,,,,,,CLE,,,6.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-10-22,,,,,,,,Did Not Play,,6.0,,,,,IND,,,,"W, 39-38",,,2.0,,,,,,,CLE,,@,7.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-10-29,,,,,,,,Did Not Play,,7.0,,,,,SEA,,,,"L, 20-24",,,2.0,,,,,,,CLE,,@,8.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-11-05,,,,,,,,Did Not Play,,8.0,,,,,ARI,,,,"W, 27-0",,,2.0,,,,,,,CLE,,,9.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-11-12,,,,,,,,Did Not Play,,9.0,,,,,BAL,,,,"W, 33-31",,,2.0,,,,,,,CLE,,@,10.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-11-19,,,,,,,,Did Not Play,,10.0,,,,,PIT,,,,"W, 13-10",,,2.0,,,,,,,CLE,,,11.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-11-26,,,,,,,,Did Not Play,,11.0,,,,,DEN,,,,"L, 12-29",,,2.0,,,,,,,CLE,,@,12.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-12-03,,,,,,,,Did Not Play,,12.0,,,,,LAR,,,,"L, 19-36",,,2.0,,,,,,,CLE,,@,13.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-12-10,,,,,,,,Did Not Play,,13.0,,,,,JAX,,,,"W, 31-27",,,2.0,,,,,,,CLE,,,14.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-12-17,,,,,,,,Did Not Play,,14.0,,,,,CHI,,,,"W, 20-17",,,2.0,,,,,,,CLE,,,15.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-12-24,,,,,,,,Did Not Play,,15.0,,,,,HOU,,,,"W, 36-22",,,2.0,,,,,,,CLE,,@,16.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2023-12-28,,,,,,,,Did Not Play,,16.0,,,,,NYJ,,,,"W, 37-20",,,2.0,,,,,,,CLE,,,17.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
,,,,,,2024-01-07,,,,,,,,Did Not Play,,17.0,,,,,CIN,,,,"L, 14-31",,,2.0,,,,,,,CLE,,@,18.0,,,,,,,,,,,,chubni00,2023,chubni00_2023_gamelog.csv,True
