AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Ret.1,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Ret.1,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,player_id,season,source_file,injured
,10.0,,,,100.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,1.0,1.0,,,63.5,33.0,CAR,0.0,,6.0,"W, 24-10",0.0,,1.0,0.0,0.0,,0.0,1.0,,ATL,6.0,,1.0,5.6,,4.5,,,4.5,56.0,27.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,19.0,,,,80.0,2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,2.0,2.0,,,72.0,59.0,GNB,0.0,,4.0,"W, 25-24",0.0,,2.0,0.0,0.0,,0.0,0.0,,ATL,5.0,,2.0,6.5,,12.0,,,9.6,124.0,48.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,10.0,,,,66.7,2023-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,3.0,3.0,,,80.6,54.0,DET,0.0,,4.0,"L, 6-20",0.0,,3.0,0.0,0.0,,0.0,0.0,,ATL,6.0,@,3.0,3.3,,6.8,,,4.5,33.0,27.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,14.0,,,,100.0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,4.0,4.0,,,75.9,44.0,JAX,0.0,,5.0,"L, 7-23",0.0,,4.0,0.0,0.0,,0.0,0.0,,ATL,5.0,@,4.0,7.5,,6.4,,,6.4,105.0,32.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,14.0,,,,100.0,2023-10-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,5.0,5.0,,,61.0,47.0,HOU,0.0,,2.0,"W, 21-19",0.0,,5.0,0.0,0.0,,0.0,1.0,,ATL,2.0,,5.0,3.3,,6.0,,,6.0,46.0,12.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,13.0,,,,62.5,2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,6.0,6.0,,,77.1,64.0,WAS,0.0,,5.0,"L, 16-24",0.0,,6.0,0.0,0.0,,0.0,0.0,,ATL,8.0,,6.0,2.8,,8.6,,,5.4,37.0,43.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,1.0,,,,,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,7.0,,,16.9,11.0,TAM,0.0,,0.0,"W, 16-13",0.0,,7.0,0.0,0.0,,0.0,0.0,,ATL,0.0,@,7.0,3.0,,,,,,3.0,0.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,11.0,,,,0.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,8.0,8.0,,,73.5,50.0,TEN,0.0,,0.0,"L, 23-28",0.0,,8.0,0.0,0.0,,1.0,0.0,,ATL,5.0,@,8.0,5.6,,,,,0.0,62.0,0.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,11.0,,,,50.0,2023-11-05,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,9.0,9.0,,,60.9,42.0,MIN,0.0,,2.0,"L, 28-31",0.0,,9.0,0.0,0.0,,0.0,0.0,,ATL,4.0,,9.0,4.6,,4.0,,,2.0,51.0,8.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,22.0,,,,50.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,10.0,10.0,,,74.6,53.0,ARI,0.0,,1.0,"L, 23-25",1.0,,10.0,3.8,1.0,,1.0,0.0,,ATL,2.0,@,10.0,4.3,,11.0,8.0,,5.5,95.0,11.0,8.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,16.0,,,,50.0,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,11.0,11.0,,,62.9,39.0,NOR,0.0,,3.0,"W, 24-15",0.0,,11.0,0.0,0.0,,1.0,1.0,,ATL,6.0,,12.0,5.7,,10.7,,,5.3,91.0,32.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,18.0,,,,60.0,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,12.0,12.0,,,75.0,51.0,NYJ,0.0,,3.0,"W, 13-8",0.0,,12.0,0.0,0.0,,0.0,0.0,,ATL,5.0,@,13.0,2.9,,8.7,,,5.2,53.0,26.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,10.0,,,,71.4,2023-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,13.0,13.0,,,77.8,56.0,TAM,0.0,,5.0,"L, 25-29",0.0,,13.0,0.0,0.0,,1.0,0.0,,ATL,7.0,,14.0,3.4,,10.8,,,7.7,34.0,54.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,7.0,,,,33.3,2023-12-17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,14.0,14.0,,,57.7,30.0,CAR,0.0,,1.0,"L, 7-9",0.0,,14.0,0.0,0.0,,0.0,0.0,,ATL,3.0,@,15.0,1.6,,3.0,,,1.0,11.0,3.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,12.0,,,,70.0,2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,15.0,15.0,,,75.0,48.0,IND,0.0,,7.0,"W, 29-10",0.0,,15.0,0.0,0.0,,0.0,0.0,,ATL,10.0,,16.0,6.0,,7.1,,,5.0,72.0,50.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,15.0,,,,75.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,16.0,16.0,,,76.3,45.0,CHI,0.0,,3.0,"L, 17-37",0.0,,16.0,0.0,0.0,,0.0,0.0,,ATL,4.0,@,17.0,5.0,,3.7,,,2.8,75.0,11.0,0.0,-7.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,11.0,,,,87.5,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,17.0,17.0,,,73.8,45.0,NOR,0.0,,7.0,"L, 17-48",0.0,,17.0,0.0,0.0,,0.0,1.0,,ATL,8.0,@,18.0,2.5,,14.7,,,12.9,28.0,103.0,0.0,0.0,,robibi01,2023,robibi01_2023_gamelog.csv,False
,6.0,,,,100.0,2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,44.0,5.0,,,15.2,10.0,TEN,,,1.0,"W, 23-16",,,1.0,0.0,0.0,,0.0,0.0,,IND,1.0,,5.0,3.0,,16.0,,,16.0,18.0,16.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,8.0,,,,83.3,2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,6.0,,,42.3,33.0,JAX,,,5.0,"L, 20-37",,,2.0,0.0,0.0,,0.0,0.0,,IND,6.0,@,6.0,2.4,,9.2,,,7.7,19.0,46.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,18.0,,,,75.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,7.0,,,50.0,35.0,CLE,,,3.0,"L, 38-39",,,3.0,0.0,0.0,,1.0,0.0,,IND,4.0,,7.0,4.2,,15.0,,,11.3,75.0,45.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,12.0,,,,50.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,8.0,,,60.6,43.0,NOR,,,1.0,"L, 27-38",,,4.0,0.0,0.0,,0.0,0.0,,IND,2.0,,8.0,7.9,,2.0,,,1.0,95.0,2.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,18.0,,,,100.0,2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,9.0,,,73.8,45.0,CAR,,,5.0,"W, 27-13",,,5.0,0.0,0.0,,0.0,1.0,,IND,5.0,@,9.0,2.6,,4.4,,,4.4,47.0,22.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,23.0,,,,100.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,10.0,,,87.7,50.0,NWE,,,1.0,"W, 10-6",,,6.0,0.0,0.0,,1.0,0.0,,IND,1.0,@,10.0,3.0,,6.0,,,6.0,69.0,6.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,15.0,,,,,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,50.0,11.0,,,57.5,42.0,TAM,,,0.0,"W, 27-20",,,7.0,0.0,0.0,,2.0,0.0,,IND,0.0,,12.0,6.1,,,,,,91.0,0.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,,,,,,2023-12-03,,,,,,,,Inactive,,12.0,,,,,TEN,,,,"W, 31-28 (OT)",,,7.0,,,,,,,IND,,@,13.0,,,,,,,,,,,,tayljo02,2023,tayljo02_2023_gamelog.csv,True
,,,,,,2023-12-10,,,,,,,,Inactive,,13.0,,,,,CIN,,,,"L, 14-34",,,7.0,,,,,,,IND,,@,14.0,,,,,,,,,,,,tayljo02,2023,tayljo02_2023_gamelog.csv,True
,,,,,,2023-12-16,,,,,,,,Inactive,,14.0,,,,,PIT,,,,"W, 30-13",,,7.0,,,,,,,IND,,,15.0,,,,,,,,,,,,tayljo02,2023,tayljo02_2023_gamelog.csv,True
,18.0,,,,0.0,2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,51.0,15.0,,,59.2,42.0,ATL,,,0.0,"L, 10-29",,,8.0,0.0,0.0,,1.0,0.0,,IND,1.0,@,16.0,2.4,,,,,0.0,43.0,0.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,21.0,,,,100.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,52.0,16.0,,,62.5,35.0,LVR,,,1.0,"W, 23-20",,,9.0,0.0,0.0,,1.0,0.0,,IND,1.0,,17.0,4.6,,8.0,,,8.0,96.0,8.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,30.0,,,,100.0,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,53.0,17.0,,,77.3,51.0,HOU,,,2.0,"L, 19-23",,,10.0,0.0,0.0,,1.0,0.0,,IND,2.0,,18.0,6.3,,4.0,,,4.0,188.0,8.0,0.0,,,tayljo02,2023,tayljo02_2023_gamelog.csv,False
,22.0,,,,60.0,2023-09-10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,76.0,1.0,,,85.3,58.0,PIT,,,3.0,"W, 30-7",,,1.0,0.0,0.0,,1.0,0.0,,SFO,5.0,@,1.0,6.9,,5.7,,,3.4,152.0,17.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,20.0,,,,100.0,2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,2.0,,,100.0,57.0,LAR,,,3.0,"W, 30-23",,,2.0,0.0,0.0,,1.0,0.0,,SFO,3.0,@,2.0,5.8,,6.3,,,6.3,116.0,19.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,18.0,,,,100.0,2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,3.0,,,61.4,51.0,NYG,,,5.0,"W, 30-12",,,3.0,0.0,0.0,,1.0,0.0,,SFO,5.0,,3.0,4.7,,6.8,,,6.8,85.0,34.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,20.0,,,,87.5,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,4.0,,,85.5,47.0,ARI,,,7.0,"W, 35-16",,,4.0,0.0,0.0,,3.0,1.0,,SFO,8.0,,4.0,5.3,,10.1,,,8.9,106.0,71.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,19.0,,,,66.7,2023-10-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,80.0,5.0,,,73.2,52.0,DAL,,,2.0,"W, 42-10",,,5.0,0.0,0.0,,1.0,0.0,,SFO,3.0,,5.0,2.7,,13.5,,,9.0,51.0,27.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,11.0,,,,100.0,2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,81.0,6.0,,,58.1,36.0,CLE,,,3.0,"L, 17-19",,,6.0,0.0,0.0,,0.0,1.0,,SFO,3.0,@,6.0,3.9,,3.0,,,3.0,43.0,9.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,15.0,,,,100.0,2023-10-23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,82.0,7.0,,,100.0,53.0,MIN,,,3.0,"L, 17-22",,,7.0,0.0,0.0,,1.0,1.0,,SFO,3.0,@,7.0,3.0,,17.0,,,17.0,45.0,51.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,12.0,,,,85.7,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,8.0,,,96.6,57.0,CIN,,,6.0,"L, 17-31",,,8.0,0.0,0.0,,1.0,1.0,,SFO,7.0,,8.0,4.5,,10.7,,,9.1,54.0,64.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,16.0,,,,60.0,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,9.0,,,75.8,47.0,JAX,,,6.0,"W, 34-3",,,9.0,0.0,0.0,,0.0,0.0,,SFO,10.0,@,10.0,5.9,,7.8,,,4.7,95.0,47.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,21.0,,,,100.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,85.0,10.0,,,86.7,52.0,TAM,,,5.0,"W, 27-14",,,10.0,0.0,0.0,,0.0,1.0,,SFO,5.0,,11.0,3.7,,5.0,,,5.0,78.0,25.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,19.0,,,,83.3,2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,86.0,11.0,,,77.3,51.0,SEA,,,5.0,"W, 31-13",,,11.0,0.0,0.0,,2.0,0.0,,SFO,6.0,@,12.0,6.0,,5.0,,,4.2,114.0,25.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,17.0,,,,75.0,2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,12.0,,,88.1,52.0,PHI,,,3.0,"W, 42-19",,,12.0,3.8,1.0,,1.0,0.0,,SFO,4.0,@,13.0,5.5,,13.3,,,10.0,93.0,40.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,16.0,,,,100.0,2023-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,13.0,,,88.9,48.0,SEA,,,1.0,"W, 28-16",,,13.0,0.0,0.0,,0.0,0.0,,SFO,1.0,,14.0,9.1,,8.0,,,8.0,145.0,8.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,18.0,,,,100.0,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,89.0,14.0,,,76.8,43.0,ARI,,,5.0,"W, 45-29",,,14.0,0.0,0.0,,1.0,2.0,,SFO,5.0,@,15.0,6.4,,14.4,,,14.4,115.0,72.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,14.0,,,,60.0,2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,15.0,,,100.0,70.0,BAL,,,6.0,"L, 19-33",,,15.0,0.0,0.0,,1.0,0.0,,SFO,10.0,,16.0,7.4,,4.7,,,2.8,103.0,28.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,14.0,,,,80.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,91.0,16.0,,,54.3,38.0,WAS,,,4.0,"W, 27-10",,,16.0,0.0,0.0,,0.0,0.0,,SFO,5.0,@,17.0,4.6,,6.8,,,5.4,64.0,27.0,0.0,,,mccach01,2023,mccach01_2023_gamelog.csv,False
,,,,,,2024-01-07,,,,,,,,Inactive,,17.0,,,,,LAR,,,,"L, 20-21",,,16.0,,,,,,,SFO,,,18.0,,,,,,,,,,,,mccach01,2023,mccach01_2023_gamelog.csv,True
,11.0,,,,92.9,2023-10-01,0.0,0.0,,,,,,*,89.0,4.0,,,75.4,49.0,TAM,,,13.0,"L, 9-26",,,1.0,0.0,0.0,,0.0,0.0,,NOR,14.0,,4.0,4.6,,2.5,,,2.4,51.0,33.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,22.0,,,,100.0,2023-10-08,0.0,0.0,,,,,,*,90.0,5.0,,,62.5,45.0,NWE,,,3.0,"W, 34-0",,,2.0,0.0,0.0,,1.0,0.0,,NOR,3.0,@,5.0,3.6,,5.7,,,5.7,80.0,17.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,19.0,,,,87.5,2023-10-15,0.0,0.0,,,,,,*,91.0,6.0,,,80.5,66.0,HOU,,,7.0,"L, 13-20",,,3.0,0.0,0.0,,0.0,0.0,,NOR,8.0,@,6.0,3.6,,5.1,,,4.5,68.0,36.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,17.0,,,,85.7,2023-10-19,0.0,0.0,,,,,,*,92.0,7.0,,,73.3,66.0,JAX,,,12.0,"L, 24-31",,,4.0,0.0,0.0,,0.0,0.0,,NOR,14.0,,7.0,3.6,,7.6,,,6.5,62.0,91.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,17.0,,,,80.0,2023-10-29,0.0,0.0,,,,,,*,93.0,8.0,,,57.6,38.0,IND,,,4.0,"W, 38-27",,,5.0,0.0,0.0,,1.0,1.0,,NOR,5.0,@,8.0,3.5,,12.8,,,10.2,59.0,51.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,9.0,,,,80.0,2023-11-05,0.0,0.0,,,,,,*,94.0,9.0,,,49.2,31.0,CHI,,,4.0,"W, 24-17",,,6.0,0.0,0.0,,0.0,0.0,,NOR,5.0,,9.0,2.9,,11.0,,,8.8,26.0,44.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,9.0,,,,100.0,2023-11-12,0.0,0.0,,,,,,*,95.0,10.0,,,76.1,51.0,MIN,,,7.0,"L, 19-27",,,7.0,0.0,0.0,,0.0,0.0,,NOR,7.0,@,10.0,4.7,,4.7,,,4.7,42.0,33.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,15.0,,,,80.0,2023-11-26,0.0,0.0,,,,,,*,96.0,11.0,,,63.9,46.0,ATL,,,4.0,"L, 15-24",,,8.0,0.0,0.0,,0.0,0.0,,NOR,5.0,@,12.0,4.6,,12.5,,,10.0,69.0,50.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,14.0,,,,75.0,2023-12-03,0.0,0.0,,,,,,*,97.0,12.0,,,58.2,39.0,DET,,,6.0,"L, 28-33",,,9.0,0.0,0.0,,2.0,0.0,,NOR,8.0,,13.0,3.6,,9.7,,,7.3,51.0,58.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,12.0,,,,75.0,2023-12-10,0.0,0.0,,,,,,*,98.0,13.0,,,53.8,28.0,CAR,,,3.0,"W, 28-6",,,10.0,0.0,0.0,,1.0,0.0,,NOR,4.0,,14.0,4.7,,-3.7,,,-2.8,56.0,-11.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,16.0,,,,100.0,2023-12-17,0.0,0.0,,,,,,,99.0,14.0,,,51.6,32.0,NYG,,,5.0,"W, 24-6",,,11.0,0.0,0.0,,0.0,0.0,,NOR,5.0,,15.0,4.1,,8.8,,,8.8,66.0,44.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,9.0,,,,83.3,2023-12-21,0.0,0.0,,,,,,*,100.0,15.0,,,73.3,44.0,LAR,,,5.0,"L, 22-30",,,12.0,0.0,0.0,,0.0,0.0,,NOR,6.0,@,16.0,2.1,,3.2,,,2.7,19.0,16.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,10.0,,,,100.0,2023-12-31,0.0,0.0,,,,,,*,101.0,16.0,,,32.9,23.0,TAM,,,2.0,"W, 23-13",,,13.0,0.0,0.0,,0.0,0.0,,NOR,2.0,@,17.0,4.5,,2.0,,,2.0,45.0,4.0,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,False
,,,,,,2024-01-07,,,,,,,,Inactive,,17.0,,,,,ATL,,,,"W, 48-17",,,13.0,,,,,,,NOR,,,18.0,,,,,,,,,,,,kamaal00,2023,kamaal00_2023_gamelog.csv,True
,9.0,,,,50.0,2023-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,87.0,1.0,,,46.7,28.0,CHI,,,2.0,"W, 38-20",,,1.0,0.0,0.0,,1.0,1.0,,GNB,4.0,@,1.0,4.6,,43.0,,,21.5,41.0,86.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,,,,,,2023-09-17,,,,,,,,Inactive,,2.0,,,,,ATL,,,,"L, 24-25",,,1.0,,,,,,,GNB,,@,2.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,,,,,,2023-09-24,,,,,,,,Inactive,,3.0,,,,,NOR,,,,"W, 18-17",,,1.0,,,,,,,GNB,,,3.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,5.0,,,,50.0,2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,4.0,,,35.1,20.0,DET,,,1.0,"L, 20-34",,,2.0,0.0,0.0,,0.0,0.0,,GNB,2.0,,4.0,3.6,,-4.0,,,-2.0,18.0,-4.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,,,,,,2023-10-09,,,,,,,,Inactive,,5.0,,,,,LVR,,,,"L, 13-17",,,2.0,,,,,,,GNB,,@,5.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,8.0,,,,60.0,2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,89.0,6.0,,,35.9,23.0,DEN,,,3.0,"L, 17-19",,,3.0,0.0,0.0,,0.0,0.0,,GNB,5.0,@,7.0,4.4,,7.3,,,4.4,35.0,22.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,7.0,,,,80.0,2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,90.0,7.0,,,51.5,35.0,MIN,,,4.0,"L, 10-24",,,4.0,0.0,0.0,,0.0,0.0,,GNB,5.0,,8.0,4.1,,4.3,,,3.4,29.0,17.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,20.0,,,,66.7,2023-11-05,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,91.0,8.0,,,56.9,41.0,LAR,,,4.0,"W, 20-3",,,5.0,0.0,0.0,,1.0,0.0,,GNB,6.0,,9.0,3.7,,6.5,,,4.3,73.0,26.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,13.0,,,,66.7,2023-11-12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,92.0,9.0,,,55.9,38.0,PIT,,,4.0,"L, 19-23",,,6.0,0.0,0.0,,0.0,0.0,,GNB,6.0,@,10.0,2.7,,4.8,,,3.2,35.0,19.0,-1.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,4.0,,,,50.0,2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,93.0,10.0,,,20.8,15.0,LAC,,,1.0,"W, 23-20",,,7.0,0.0,0.0,,0.0,0.0,,GNB,2.0,,11.0,3.5,,3.0,,,1.5,14.0,3.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,,,,,,2023-11-23,,,,,,,,Inactive,,11.0,,,,,DET,,,,"W, 29-22",,,7.0,,,,,,,GNB,,@,12.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,,,,,,2023-12-03,,,,,,,,Inactive,,12.0,,,,,KAN,,,,"W, 27-19",,,7.0,,,,,,,GNB,,,13.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,,,,,,2023-12-11,,,,,,,,Inactive,,13.0,,,,,NYG,,,,"L, 22-24",,,7.0,,,,,,,GNB,,@,14.0,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv,True
,13.0,,,,100.0,2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,14.0,,,48.3,29.0,TAM,,,4.0,"L, 20-34",,,8.0,0.0,0.0,,0.0,0.0,,GNB,4.0,,15.0,4.1,,4.0,,,4.0,53.0,16.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,21.0,,,,33.3,2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,15.0,,,51.5,34.0,CAR,,,1.0,"W, 33-30",,,9.0,0.0,0.0,,0.0,0.0,,GNB,3.0,@,16.0,6.0,,8.0,,,2.7,127.0,8.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,20.0,,,,100.0,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,96.0,16.0,,,56.8,42.0,MIN,,,1.0,"W, 33-10",,,10.0,0.0,0.0,,0.0,0.0,,GNB,1.0,@,17.0,6.0,,10.0,,,10.0,120.0,10.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
,22.0,,,,100.0,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,97.0,17.0,,,81.7,49.0,CHI,,,5.0,"W, 17-9",,,11.0,0.0,0.0,,0.0,0.0,,GNB,5.0,,18.0,5.0,,6.0,,,6.0,111.0,30.0,0.0,,,joneaa00,2023,joneaa00_2023_gamelog.csv,False
