Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%,player_id,season,source_file
1.0,87.0,1.0,1.0,2023-09-10,GNB,@,CHI,"W, 38-20",*,9.0,41.0,1.0,4.6,4.0,2.0,86.0,43.0,1.0,50.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46.7,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
1.0,,2.0,2.0,2023-09-17,GNB,@,ATL,"L, 24-25",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
1.0,,3.0,3.0,2023-09-24,GNB,,NOR,"W, 18-17",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
2.0,88.0,4.0,4.0,2023-09-28,GNB,,DET,"L, 20-34",*,5.0,18.0,0.0,3.6,2.0,1.0,-4.0,-4.0,0.0,50.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.1,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
2.0,,5.0,5.0,2023-10-09,GNB,@,LVR,"L, 13-17",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
3.0,89.0,6.0,7.0,2023-10-22,GNB,@,DEN,"L, 17-19",*,8.0,35.0,0.0,4.4,5.0,3.0,22.0,7.3,0.0,60.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.9,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
4.0,90.0,7.0,8.0,2023-10-29,GNB,,MIN,"L, 10-24",*,7.0,29.0,0.0,4.1,5.0,4.0,17.0,4.3,0.0,80.0,3.4,1.0,0.0,0.0,0.0,0.0,0.0,35.0,51.5,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
5.0,91.0,8.0,9.0,2023-11-05,GNB,,LAR,"W, 20-3",*,20.0,73.0,1.0,3.7,6.0,4.0,26.0,6.5,0.0,66.7,4.3,1.0,1.0,0.0,0.0,0.0,0.0,41.0,56.9,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
6.0,92.0,9.0,10.0,2023-11-12,GNB,@,PIT,"L, 19-23",*,13.0,35.0,0.0,2.7,6.0,4.0,19.0,4.8,0.0,66.7,3.2,0.0,0.0,0.0,1.0,-1.0,0.0,38.0,55.9,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
7.0,93.0,10.0,11.0,2023-11-19,GNB,,LAC,"W, 23-20",*,4.0,14.0,0.0,3.5,2.0,1.0,3.0,3.0,0.0,50.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.8,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
7.0,,11.0,12.0,2023-11-23,GNB,@,DET,"W, 29-22",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
7.0,,12.0,13.0,2023-12-03,GNB,,KAN,"W, 27-19",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
7.0,,13.0,14.0,2023-12-11,GNB,@,NYG,"L, 22-24",Inactive,,,,,,,,,,,,,,,,,,,,,,,,joneaa00,2023,joneaa00_2023_gamelog.csv
8.0,94.0,14.0,15.0,2023-12-17,GNB,,TAM,"L, 20-34",*,13.0,53.0,0.0,4.1,4.0,4.0,16.0,4.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,48.3,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
9.0,95.0,15.0,16.0,2023-12-24,GNB,@,CAR,"W, 33-30",*,21.0,127.0,0.0,6.0,3.0,1.0,8.0,8.0,0.0,33.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,34.0,51.5,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
10.0,96.0,16.0,17.0,2023-12-31,GNB,@,MIN,"W, 33-10",*,20.0,120.0,0.0,6.0,1.0,1.0,10.0,10.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.8,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
11.0,97.0,17.0,18.0,2024-01-07,GNB,,CHI,"W, 17-9",*,22.0,111.0,0.0,5.0,5.0,5.0,30.0,6.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,81.7,0.0,0.0,0.0,0.0,joneaa00,2023,joneaa00_2023_gamelog.csv
