Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%,player_id,season,source_file
1.0,61.0,1.0,1.0,2023-09-10,NYG,,DAL,"L, 0-40",*,12.0,51.0,0.0,4.3,4.0,3.0,12.0,4.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,64.3,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
2.0,62.0,2.0,2.0,2023-09-17,NYG,@,ARI,"W, 31-28",*,17.0,63.0,1.0,3.7,7.0,6.0,29.0,4.8,1.0,85.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,66.0,97.1,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
2.0,,3.0,3.0,2023-09-21,NYG,@,SFO,"L, 12-30",Inactive,,,,,,,,,,,,,,,,,,,,,,,,barksa00,2023,barksa00_2023_gamelog.csv
2.0,,4.0,4.0,2023-10-02,NYG,,SEA,"L, 3-24",Inactive,,,,,,,,,,,,,,,,,,,,,,,,barksa00,2023,barksa00_2023_gamelog.csv
2.0,,5.0,5.0,2023-10-08,NYG,@,MIA,"L, 16-31",Inactive,,,,,,,,,,,,,,,,,,,,,,,,barksa00,2023,barksa00_2023_gamelog.csv
3.0,63.0,6.0,6.0,2023-10-15,NYG,@,BUF,"L, 9-14",*,24.0,93.0,0.0,3.9,5.0,4.0,5.0,1.3,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,77.9,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
4.0,64.0,7.0,7.0,2023-10-22,NYG,,WAS,"W, 14-7",*,21.0,77.0,0.0,3.7,4.0,3.0,41.0,13.7,1.0,75.0,10.3,1.0,1.0,0.0,0.0,0.0,0.0,57.0,83.8,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
5.0,65.0,8.0,8.0,2023-10-29,NYG,,NYJ,"L, 10-13 (OT)",*,36.0,128.0,0.0,3.6,5.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,89.3,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
6.0,66.0,9.0,9.0,2023-11-05,NYG,@,LVR,"L, 6-30",*,16.0,90.0,0.0,5.6,4.0,3.0,23.0,7.7,0.0,75.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,47.0,74.6,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
7.0,67.0,10.0,10.0,2023-11-12,NYG,@,DAL,"L, 17-49",*,13.0,66.0,0.0,5.1,3.0,1.0,-5.0,-5.0,0.0,33.3,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,61.4,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
8.0,68.0,11.0,11.0,2023-11-19,NYG,@,WAS,"W, 31-19",*,14.0,83.0,0.0,5.9,5.0,4.0,57.0,14.3,2.0,80.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,90.9,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
9.0,69.0,12.0,12.0,2023-11-26,NYG,,NWE,"W, 10-7",*,12.0,46.0,0.0,3.8,3.0,1.0,6.0,6.0,0.0,33.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,80.8,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
10.0,70.0,13.0,14.0,2023-12-11,NYG,,GNB,"W, 24-22",*,20.0,86.0,2.0,4.3,4.0,3.0,15.0,5.0,0.0,75.0,3.8,1.0,1.0,0.0,0.0,0.0,0.0,48.0,85.7,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
11.0,71.0,14.0,15.0,2023-12-17,NYG,@,NOR,"L, 6-24",*,9.0,14.0,0.0,1.6,2.0,2.0,23.0,11.5,0.0,100.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,31.0,50.0,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
12.0,72.0,15.0,16.0,2023-12-25,NYG,@,PHI,"L, 25-33",*,23.0,80.0,1.0,3.5,6.0,3.0,4.0,1.3,0.0,50.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,56.0,88.9,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
13.0,73.0,16.0,17.0,2023-12-31,NYG,,LAR,"L, 25-26",*,12.0,39.0,0.0,3.3,6.0,3.0,19.0,6.3,0.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,66.0,89.2,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
14.0,74.0,17.0,18.0,2024-01-07,NYG,,PHI,"W, 27-10",*,18.0,46.0,2.0,2.6,2.0,2.0,51.0,25.5,0.0,100.0,25.5,0.0,0.0,0.0,1.0,0.0,0.0,47.0,70.1,0.0,0.0,0.0,0.0,barksa00,2023,barksa00_2023_gamelog.csv
