AY/A,Att,Att.1,Cmp,Cmp%,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,KRTD,Off%,OffSnp,Opp,PRTD,Rate,Rec,Result,Ret,Rk,ST%,STSnp,Sk,TD,TD.1,TD.2,Team,Tgt,Week,Y/A,Y/A.1,Y/R,Y/Ret,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,col_6,player_id,season,source_file,injured
,20.0,,,,100.0,2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,82.0,11.0,,,65.5,38.0,PIT,,,1.0,"W, 24-19",,5.0,0.0,0.0,,2.0,0.0,,CLE,1.0,12.0,3.0,,1.0,,1.0,59.0,1.0,0.0,,,,chubni00,2024,chubni00_2024_gamelog.csv,False
,9.0,,,,100.0,2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,83.0,12.0,,,33.7,29.0,DEN,,,2.0,"L, 32-41",,6.0,0.0,0.0,,0.0,1.0,,CLE,2.0,13.0,2.3,,12.0,,12.0,21.0,24.0,0.0,,,@,chubni00,2024,chubni00_2024_gamelog.csv,False
,11.0,,,,0.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,84.0,13.0,,,36.1,26.0,PIT,,,0.0,"L, 14-27",,7.0,0.0,0.0,,0.0,0.0,,CLE,1.0,14.0,4.4,,,,0.0,48.0,0.0,0.0,,,@,chubni00,2024,chubni00_2024_gamelog.csv,False
,9.0,,,,0.0,2024-12-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,85.0,14.0,,,33.9,21.0,KAN,,,0.0,"L, 7-21",,8.0,0.0,0.0,,0.0,0.0,,CLE,1.0,15.0,4.6,,,,0.0,41.0,0.0,0.0,,,,chubni00,2024,chubni00_2024_gamelog.csv,False
,,,,,,2024-12-22,,,,,,,,Did Not Play,,15.0,,,,,CIN,,,,"L, 6-24",,8.0,,,,,,,CLE,,16.0,,,,,,,,,,,@,chubni00,2024,chubni00_2024_gamelog.csv,True
,,,,,,2024-12-29,,,,,,,,Did Not Play,,16.0,,,,,MIA,,,,"L, 3-20",,8.0,,,,,,,CLE,,17.0,,,,,,,,,,,,chubni00,2024,chubni00_2024_gamelog.csv,True
,,,,,,2025-01-04,,,,,,,,Did Not Play,,17.0,,,,,BAL,,,,"L, 10-35",,8.0,,,,,,,CLE,,18.0,,,,,,,,,,,@,chubni00,2024,chubni00_2024_gamelog.csv,True
,102.0,,,,45.5,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,40.3,235.0,,,,5.0,2-6,,,0.0,0.0,,3.0,1.0,,,11.0,,3.3,,6.2,,2.8,332.0,31.0,0.0,,,,chubni00,2024,chubni00_2024_gamelog.csv,False
,2.0,,,,100.0,2024-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,104.0,1.0,,0.0,52.5,31.0,TAM,,,4.0,"L, 20-37",2.0,1.0,29.6,8.0,,0.0,0.0,,WAS,4.0,1.0,5.0,,13.0,24.0,13.0,10.0,52.0,48.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,8.0,,,,100.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,105.0,2.0,,0.0,43.1,31.0,NYG,,,3.0,"W, 21-18",1.0,2.0,19.0,4.0,,0.0,0.0,,WAS,3.0,2.0,4.8,,15.7,35.0,15.7,38.0,47.0,35.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,3.0,,,,100.0,2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,106.0,3.0,,0.0,22.0,13.0,CIN,,,2.0,"W, 38-33",1.0,3.0,15.4,4.0,,1.0,0.0,,WAS,2.0,3.0,11.7,,11.0,62.0,11.0,35.0,22.0,62.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,,,,,,2024-09-29,,,,,,,,Inactive,,4.0,,,,,ARI,,,,"W, 42-14",,3.0,,,,,,,WAS,,4.0,,,,,,,,,,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,True
,6.0,,,,100.0,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,107.0,5.0,,0.0,49.3,33.0,CLE,,,2.0,"W, 34-13",2.0,4.0,12.9,4.0,,0.0,0.0,,WAS,2.0,5.0,11.2,,15.0,23.0,15.0,67.0,30.0,46.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,9.0,,,,80.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,108.0,6.0,,0.0,74.6,44.0,BAL,,,4.0,"L, 23-30",1.0,5.0,24.1,7.0,,0.0,0.0,,WAS,5.0,6.0,2.3,,11.8,32.0,9.4,21.0,47.0,32.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,4.0,,,,100.0,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,109.0,7.0,,0.0,40.6,28.0,CAR,,,2.0,"W, 40-7",1.0,6.0,7.7,2.0,,0.0,0.0,,WAS,2.0,7.0,4.3,,1.5,34.0,1.5,17.0,3.0,34.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,7.0,,,,66.7,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,110.0,8.0,,0.0,56.8,42.0,CHI,,,2.0,"W, 18-15",1.0,7.0,11.5,3.0,,0.0,0.0,,WAS,3.0,8.0,7.4,,3.0,24.0,2.0,52.0,6.0,24.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,11.0,,,,75.0,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,111.0,9.0,,0.0,46.8,29.0,NYG,,,3.0,"W, 27-22",1.0,8.0,22.7,5.0,,1.0,0.0,,WAS,4.0,9.0,3.8,,13.7,35.0,10.3,42.0,41.0,35.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,13.0,,,,50.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,112.0,10.0,,0.0,70.3,45.0,PIT,,,1.0,"L, 27-28",4.0,9.0,15.6,5.0,,2.0,0.0,,WAS,2.0,10.0,3.4,,7.0,29.5,3.5,44.0,7.0,118.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,2.0,,,,88.9,2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,113.0,11.0,,0.0,51.5,34.0,PHI,,,8.0,"L, 18-26",2.0,10.0,22.2,6.0,,0.0,0.0,,WAS,9.0,11.0,3.5,,11.1,29.5,9.9,7.0,89.0,59.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,9.0,,,,66.7,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,114.0,12.0,,0.0,62.9,44.0,DAL,,,2.0,"L, 26-34",3.0,11.0,18.4,7.0,,0.0,0.0,,WAS,3.0,12.0,2.4,,1.0,33.7,0.7,22.0,2.0,101.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,,,,,,2024-12-01,,,,,,,,Did Not Play,,13.0,,,,,TEN,,,,"W, 42-19",,11.0,,,,,,,WAS,,13.0,,,,,,,,,,,,ekelau00,2024,ekelau00_2024_gamelog.csv,True
,,,,,,2024-12-15,,,,,,,,Did Not Play,,14.0,,,,,NOR,,,,"W, 20-19",,11.0,,,,,,,WAS,,15.0,,,,,,,,,,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,True
,,,,,,2024-12-22,,,,,,,,Did Not Play,,15.0,,,,,PHI,,,,"W, 36-33",,11.0,,,,,,,WAS,,16.0,,,,,,,,,,,,ekelau00,2024,ekelau00_2024_gamelog.csv,True
,,,,,,2024-12-29,,,,,,,,Did Not Play,,16.0,,,,,ATL,,,,"W, 30-24 (OT)",,11.0,,,,,,,WAS,,17.0,,,,,,,,,,,,ekelau00,2024,ekelau00_2024_gamelog.csv,True
,3.0,,,,100.0,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,115.0,17.0,,0.0,60.3,35.0,DAL,,,2.0,"W, 23-19",0.0,12.0,3.6,1.0,,0.0,0.0,,WAS,2.0,18.0,4.0,,10.0,,10.0,12.0,20.0,0.0,0.0,,@,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,77.0,,,,85.4,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,52.5,409.0,,,,35.0,7-5,19.0,,16.8,56.0,,4.0,0.0,,,41.0,,4.8,,10.5,31.3,8.9,367.0,366.0,594.0,0.0,,,ekelau00,2024,ekelau00_2024_gamelog.csv,False
,15.0,,,,100.0,2024-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,102.0,1.0,,,51.5,34.0,CAR,,,5.0,"W, 47-10",,1.0,0.0,0.0,,1.0,0.0,,NOR,5.0,1.0,5.5,,5.4,,5.4,83.0,27.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,20.0,,,,66.7,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,103.0,2.0,,,62.7,37.0,DAL,,,2.0,"W, 44-19",,2.0,0.0,0.0,,3.0,1.0,,NOR,3.0,2.0,5.8,,32.5,,21.7,115.0,65.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,26.0,,,,100.0,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,104.0,3.0,,,85.7,48.0,PHI,,,3.0,"L, 12-15",,3.0,0.0,0.0,,0.0,0.0,,NOR,3.0,3.0,3.3,,13.3,,13.3,87.0,40.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,19.0,,,,77.8,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,105.0,4.0,,,82.4,61.0,ATL,,,7.0,"L, 24-26",,4.0,0.0,0.0,,1.0,0.0,,NOR,9.0,4.0,4.1,,6.0,,4.7,77.0,42.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,11.0,,,,75.0,2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,106.0,5.0,,,88.7,47.0,KAN,,,6.0,"L, 13-26",,5.0,0.0,0.0,,0.0,0.0,,NOR,8.0,5.0,2.4,,6.7,,5.0,26.0,40.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,13.0,,,,62.5,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,107.0,6.0,,,74.3,52.0,TAM,,,5.0,"L, 27-51",,6.0,0.0,0.0,,1.0,0.0,,NOR,8.0,6.0,3.1,,4.8,,3.0,40.0,24.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,7.0,,,,85.7,2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,108.0,7.0,,,57.1,40.0,DEN,,,6.0,"L, 10-33",,7.0,0.0,0.0,,0.0,0.0,,NOR,7.0,7.0,1.4,,2.3,,2.0,10.0,14.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,10.0,,,,54.5,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,109.0,8.0,,,54.8,40.0,LAC,,,6.0,"L, 8-26",,8.0,0.0,0.0,,0.0,0.0,,NOR,11.0,8.0,6.7,,9.2,,5.0,67.0,55.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,29.0,,,,66.7,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,110.0,9.0,,,77.2,61.0,CAR,,,6.0,"L, 22-23",,9.0,0.0,0.0,,0.0,0.0,,NOR,9.0,9.0,5.3,,10.0,,6.7,155.0,60.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,17.0,,,,83.3,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,111.0,10.0,,,81.1,43.0,ATL,,,5.0,"W, 20-17",,10.0,0.0,0.0,,0.0,0.0,,NOR,6.0,10.0,3.2,,10.8,,9.0,55.0,54.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,16.0,,,,100.0,2024-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,112.0,11.0,,,73.3,44.0,CLE,,,4.0,"W, 35-14",,11.0,0.0,0.0,,0.0,0.0,,NOR,4.0,11.0,4.2,,5.5,,5.5,67.0,22.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,23.0,,,,66.7,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,113.0,12.0,,,85.7,60.0,LAR,,,4.0,"L, 14-21",,12.0,0.0,0.0,,0.0,0.0,,NOR,6.0,13.0,4.9,,1.8,,1.2,112.0,7.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,17.0,,,,100.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,114.0,13.0,,,72.1,49.0,NYG,,,5.0,"W, 14-11",,13.0,0.0,0.0,,0.0,0.0,,NOR,5.0,14.0,2.6,,7.0,,7.0,44.0,35.0,0.0,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,5.0,,,,80.0,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,115.0,14.0,,,45.5,25.0,WAS,,,4.0,"L, 19-20",,14.0,0.0,0.0,,0.0,1.0,,NOR,5.0,15.0,2.4,,14.5,,11.6,12.0,58.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,,,,,,2024-12-23,,,,,,,,Inactive,,15.0,,,,,GNB,,,,"L, 0-34",,14.0,,,,,,,NOR,,16.0,,,,,,,,,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,True
,,,,,,2024-12-29,,,,,,,,Inactive,,16.0,,,,,LVR,,,,"L, 10-25",,14.0,,,,,,,NOR,,17.0,,,,,,,,,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,True
,,,,,,2025-01-05,,,,,,,,Inactive,,17.0,,,,,TAM,,,,"L, 19-27",,14.0,,,,,,,NOR,,18.0,,,,,,,,,,,@,kamaal00,2024,kamaal00_2024_gamelog.csv,True
,228.0,,,,76.4,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,70.8,641.0,,,,68.0,5-9,,,0.0,0.0,,6.0,2.0,,,89.0,,4.2,,8.0,,6.1,950.0,543.0,0.0,,,,kamaal00,2024,kamaal00_2024_gamelog.csv,False
,12.0,,,,66.7,2024-09-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,35.0,1.0,,,69.8,37.0,MIA,,,2.0,"L, 17-20",,1.0,0.0,0.0,,1.0,0.0,,JAX,3.0,1.0,3.7,,7.5,,5.0,44.0,15.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,13.0,,,,75.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,36.0,2.0,,,71.7,43.0,CLE,,,3.0,"L, 13-18",,2.0,0.0,0.0,,1.0,0.0,,JAX,4.0,2.0,4.0,,2.0,,1.5,52.0,6.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,11.0,,,,66.7,2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,37.0,3.0,,,69.0,49.0,BUF,,,4.0,"L, 10-47",,3.0,0.0,0.0,,0.0,0.0,,JAX,6.0,3.0,6.2,,4.3,,2.8,68.0,17.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,11.0,,,,50.0,2024-09-29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,38.0,4.0,,,51.7,30.0,HOU,,,1.0,"L, 20-24",,4.0,0.0,0.0,,0.0,0.0,,JAX,2.0,4.0,4.5,,10.0,,5.0,50.0,10.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,6.0,,,,85.7,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,39.0,5.0,,,37.9,22.0,IND,,,6.0,"W, 37-34",,5.0,0.0,0.0,,0.0,0.0,,JAX,7.0,5.0,2.8,,7.2,,6.1,17.0,43.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,3.0,,,,0.0,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,40.0,6.0,,,17.7,11.0,CHI,,,0.0,"L, 16-35",,6.0,0.0,0.0,,0.0,0.0,,JAX,1.0,6.0,-0.3,,,,0.0,-1.0,0.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,,,,,,2024-10-20,,,,,,,,Inactive,,7.0,,,,,NWE,,,,"W, 32-16",,6.0,,,,,,,JAX,,7.0,,,,,,,,,,,,etietr00,2024,etietr00_2024_gamelog.csv,True
,,,,,,2024-10-27,,,,,,,,Inactive,,8.0,,,,,GNB,,,,"L, 27-30",,6.0,,,,,,,JAX,,8.0,,,,,,,,,,,,etietr00,2024,etietr00_2024_gamelog.csv,True
,3.0,,,,66.7,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,41.0,9.0,,,31.5,17.0,PHI,,,2.0,"L, 23-28",,7.0,0.0,0.0,,0.0,0.0,,JAX,3.0,9.0,8.0,,3.0,,2.0,24.0,6.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,11.0,,,,100.0,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,42.0,10.0,,,68.2,30.0,MIN,,,1.0,"L, 7-12",,8.0,0.0,0.0,,0.0,0.0,,JAX,1.0,10.0,4.0,,-1.0,,-1.0,44.0,-1.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,12.0,,,,100.0,2024-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,43.0,11.0,,,75.0,36.0,DET,,,3.0,"L, 6-52",,9.0,0.0,0.0,,0.0,0.0,,JAX,3.0,11.0,2.3,,2.0,,2.0,27.0,6.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,13.0,,,,100.0,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,44.0,12.0,,,52.9,37.0,HOU,,,3.0,"L, 20-23",,10.0,0.0,0.0,,0.0,0.0,,JAX,3.0,13.0,3.5,,4.0,,4.0,46.0,12.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,4.0,,,,100.0,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,45.0,13.0,,,47.5,28.0,TEN,,,4.0,"W, 10-6",,11.0,0.0,0.0,,0.0,0.0,,JAX,4.0,14.0,5.0,,12.5,,12.5,20.0,50.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,14.0,,,,80.0,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,46.0,14.0,,,72.6,61.0,NYJ,,,4.0,"L, 25-32",,12.0,0.0,0.0,,0.0,0.0,,JAX,5.0,15.0,4.6,,5.0,,4.0,65.0,20.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,9.0,,,,66.7,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,47.0,15.0,,,52.2,35.0,LVR,,,2.0,"L, 14-19",,13.0,0.0,0.0,,0.0,0.0,,JAX,3.0,16.0,2.4,,7.5,,5.0,22.0,15.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,15.0,,,,50.0,2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,48.0,16.0,,,48.3,28.0,TEN,,,1.0,"W, 20-13",,14.0,0.0,0.0,,0.0,0.0,,JAX,2.0,17.0,3.3,,26.0,,13.0,49.0,26.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,13.0,,,,60.0,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,49.0,17.0,,,43.5,30.0,IND,,,3.0,"L, 23-26 (OT)",,15.0,0.0,0.0,,0.0,0.0,,JAX,5.0,18.0,2.4,,9.7,,5.8,31.0,29.0,0.0,,,@,etietr00,2024,etietr00_2024_gamelog.csv,False
,150.0,,,,75.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,54.0,494.0,,,,39.0,3-12,,,0.0,0.0,,2.0,0.0,,,52.0,,3.7,,6.5,,4.9,558.0,254.0,0.0,,,,etietr00,2024,etietr00_2024_gamelog.csv,False
,20.0,,,,50.0,2024-09-08,0.0,0.0,,,,,,*,52.0,1.0,,,55.9,38.0,ATL,,,1.0,"W, 18-10",,1.0,0.0,0.0,,0.0,0.0,,PIT,2.0,1.0,3.5,,9.0,,4.5,70.0,9.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,17.0,,,,50.0,2024-09-15,0.0,0.0,,,,,,*,53.0,2.0,,,45.5,30.0,DEN,,,1.0,"W, 13-6",,2.0,0.0,0.0,,0.0,0.0,,PIT,2.0,2.0,4.1,,5.0,,2.5,69.0,5.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,18.0,,,,100.0,2024-09-22,0.0,0.0,,,,,,*,54.0,3.0,,,58.8,40.0,LAC,,,5.0,"W, 20-10",,3.0,0.0,0.0,,0.0,0.0,,PIT,5.0,3.0,3.9,,3.2,,3.2,70.0,16.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,13.0,,,,50.0,2024-09-29,0.0,0.0,,,,,,*,55.0,4.0,,,68.6,48.0,IND,,,3.0,"L, 24-27",,4.0,0.0,0.0,,0.0,0.0,,PIT,6.0,4.0,1.5,,18.0,,9.0,19.0,54.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,14.0,,,,100.0,2024-10-06,0.0,0.0,,,,,,*,56.0,5.0,,,74.1,43.0,DAL,,,2.0,"L, 17-20",,5.0,0.0,0.0,,0.0,0.0,,PIT,2.0,5.0,3.0,,17.5,,17.5,42.0,35.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,14.0,,,,100.0,2024-10-13,0.0,0.0,,,,,,*,57.0,6.0,,,46.3,31.0,LVR,,,2.0,"W, 32-13",,6.0,4.0,1.0,,1.0,0.0,,PIT,2.0,6.0,7.6,,8.0,,8.0,106.0,16.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,21.0,,,,0.0,2024-10-20,0.0,0.0,,,,,,*,58.0,7.0,,,48.5,33.0,NYJ,,,0.0,"W, 37-15",,7.0,0.0,0.0,,1.0,0.0,,PIT,1.0,7.0,4.9,,,,0.0,102.0,0.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,19.0,,,,75.0,2024-10-28,0.0,0.0,,,,,,*,59.0,8.0,,,59.1,39.0,NYG,,,3.0,"W, 26-18",,8.0,0.0,0.0,,0.0,0.0,,PIT,4.0,8.0,6.0,,5.7,,4.3,114.0,17.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,21.0,,,,,2024-11-10,0.0,0.0,,,,,,*,60.0,9.0,,,47.4,37.0,WAS,,,0.0,"W, 28-27",,9.0,0.0,0.0,,1.0,0.0,,PIT,0.0,10.0,2.5,,,,,53.0,0.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,18.0,,,,80.0,2024-11-17,0.0,0.0,,,,,,*,61.0,10.0,,,57.7,45.0,BAL,,,4.0,"W, 18-16",,10.0,0.0,0.0,,0.0,0.0,,PIT,5.0,11.0,3.5,,7.5,,6.0,63.0,30.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,16.0,,,,100.0,2024-11-21,0.0,0.0,,,,,,*,62.0,11.0,,,39.1,27.0,CLE,,,2.0,"L, 19-24",,11.0,0.0,0.0,,0.0,0.0,,PIT,2.0,12.0,2.6,,6.5,,6.5,41.0,13.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,16.0,,,,100.0,2024-12-01,0.0,0.0,,,,,,*,63.0,12.0,,,52.2,36.0,CIN,,,6.0,"W, 44-38",,12.0,3.0,1.0,,1.0,0.0,,PIT,6.0,13.0,4.7,,9.0,,9.0,75.0,54.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,16.0,,,,,2024-12-08,0.0,0.0,,,,,,*,64.0,13.0,,,41.5,27.0,CLE,,,0.0,"W, 27-14",,13.0,0.0,0.0,,1.0,0.0,,PIT,0.0,14.0,3.3,,,,,53.0,0.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,6.0,,,,100.0,2024-12-15,0.0,0.0,,,,,,*,65.0,14.0,,,32.6,14.0,PHI,,,1.0,"L, 13-27",,14.0,0.0,0.0,,0.0,0.0,,PIT,1.0,15.0,2.3,,7.0,,7.0,14.0,7.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,9.0,,,,0.0,2024-12-21,0.0,0.0,,,,,,*,66.0,15.0,,,28.3,17.0,BAL,,,0.0,"L, 17-34",,15.0,0.0,0.0,,0.0,0.0,,PIT,1.0,16.0,4.7,,,,0.0,42.0,0.0,,,,@,harrna00,2024,harrna00_2024_gamelog.csv,False
,13.0,,,,50.0,2024-12-25,0.0,0.0,,,,,,*,67.0,16.0,,,45.3,34.0,KAN,,,2.0,"L, 10-29",,16.0,0.0,0.0,,0.0,0.0,,PIT,4.0,17.0,5.7,,3.5,,1.8,74.0,7.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,12.0,,,,80.0,2025-01-04,0.0,0.0,,,,,,*,68.0,17.0,,,49.2,30.0,CIN,,,4.0,"L, 17-19",,17.0,0.0,0.0,,1.0,0.0,,PIT,5.0,18.0,3.0,,5.0,,4.0,36.0,20.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,263.0,,,,75.0,,0.0,0.0,,,,,,,,,,,50.4,569.0,,,,36.0,10-7,,,0.4,2.0,,6.0,0.0,,,48.0,,4.0,,7.9,,5.9,1043.0,283.0,,,,,harrna00,2024,harrna00_2024_gamelog.csv,False
,13.0,,,,0.0,2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,120.0,1.0,,,46.3,37.0,KAN,,,0.0,"L, 20-27",,1.0,0.0,0.0,,1.0,0.0,,BAL,2.0,1.0,3.5,,,,0.0,46.0,0.0,0.0,,,@,henrde00,2024,henrde00_2024_gamelog.csv,False
,18.0,,,,100.0,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,121.0,2.0,,,46.2,30.0,LVR,,,1.0,"L, 23-26",,2.0,0.0,0.0,,1.0,0.0,,BAL,1.0,2.0,4.7,,12.0,,12.0,84.0,12.0,0.0,,,,henrde00,2024,henrde00_2024_gamelog.csv,False
,25.0,,,,100.0,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,122.0,3.0,,,58.7,37.0,DAL,,,1.0,"W, 28-25",,3.0,0.0,0.0,,2.0,0.0,,BAL,1.0,3.0,6.0,,23.0,,23.0,151.0,23.0,0.0,,,@,henrde00,2024,henrde00_2024_gamelog.csv,False
,24.0,,,,100.0,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,123.0,4.0,,,64.9,37.0,BUF,,,3.0,"W, 35-10",,4.0,0.0,0.0,,1.0,1.0,,BAL,3.0,4.0,8.3,,3.3,,3.3,199.0,10.0,0.0,,,,henrde00,2024,henrde00_2024_gamelog.csv,False
